AllC7	All	2975	10		B1	Inv1B1	B	2889	3202	3580	3765	3893	3820	3928	3354	3508	4061	4457	4785	4883	4449	10	10	10	10	10	10	10	8	8	8	8	8	8	7	B1	Inv1B1	B	10	10	10	10	10	10	10	8	8	8	8	8	8	7
AllB7	All	2434	10		B1	FraB1	B	2220	2528	2688	2981	2930	3124	3126	3250	3537	3675	3939	4311	4693	4813	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B1	FraB1	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
AllC8	All	2650	10		B1	AllB1	B	3194	3676	3876	4245	4275	4487	4674	4690	4857	4817	5363	5468	5966	6103	9	9	9	9	9	9	9	9	9	9	9	9	9	9	B1	AllB1	B	9	9	9	9	9	9	9	9	9	9	9	9	9	9
AllB8	All	3233	10		B1	GreB1	B	2698	2841	3140	3310	3446	3483	3576	3916	4128	4550	4627	4876	5095	5208	10	10	10	10	10	10	10	10	10	9	9	9	9	9	B1	GreB1	B	10	10	10	10	10	10	10	10	10	9	9	9	9	9
AllC9	All	3065	10		B1	Ita1B1	B	2895	3067	3216	3631	3584	3298	3360	3608	3489	3599	3329	3491	3925	3994	10	10	10	10	10	9	9	9	9	9	7	7	7	7	B1	Ita1B1	B	10	10	10	10	10	9	9	9	9	9	7	7	7	7
AllB9	All	3161	10		B1	Ita2B1	B	3121	3349	3487	3550	3727	3740	3880	3367	3627	4510	3912	3710	3703	3685	10	10	10	10	10	10	10	9	9	9	7	6	6	6	B1	Ita2B1	B	10	10	10	10	10	10	10	9	9	9	7	6	6	6
AllC10	All	2460	10		B1	Ita2C1	C	2604	3450	3734	4044	4535	4787	4638	5168	5119	6366	7206	7718	8085	8170	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B1	Ita2C1	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
AllB10	All	2759	10		B1	AllC1	C	3052	3866	4096	4696	4769	4591	5313	5376	5494	6042	6350	6741	7127	7191	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B1	AllC1	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspC1	Esp	2079	10		B2	TurC2	C	2832	3619	3920	4064	4433	4516	4626	4670	5090	5752	6002	6590	6953	7592	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	TurC2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspB1	Esp	2290	10		B2	Inv2B2	B	2205	2120	2335	2156	2345	2438	2668	2917	3153	3492	3580	4121	4247	4329	9	9	9	8	8	8	8	8	8	8	8	8	8	8	B2	Inv2B2	B	9	9	9	8	8	8	8	8	8	8	8	8	8	8
EspC2	Esp	2275	10		B2	Ita2B2	B	2524	2840	3255	3348	3583	3686	3887	3865	4008	4400	4096	4411	4742	4880	8	8	8	8	8	8	8	8	8	8	8	7	7	7	B2	Ita2B2	B	8	8	8	8	8	8	8	8	8	8	8	7	7	7
EspB2	Esp	2321	10		B2	AllB2	B	2460	3589	3845	3979	4175	4565	4664	4668	4705	4743	5078	4730	5003	5330	9	9	9	9	9	9	9	9	9	9	9	8	8	8	B2	AllB2	B	9	9	9	9	9	9	9	9	9	9	9	8	8	8
EspC3	Esp	2097	10		B2	AllC2	C	3197	4303	4545	4650	5078	5125	5210	5570	5551	6023	6644	6922	7384	7516	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	AllC2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspB3	Esp	2830	10		B2	TurB2	B	2589	2810	3017	3223	3458	3550	3582	3873	3724	4180	4139	4710	4568	4614	7	7	7	7	7	7	7	7	7	7	7	7	6	6	B2	TurB2	B	7	7	7	7	7	7	7	7	7	7	7	7	6	6
EspC4	Esp	2395	10		B2	GreB2	B	2894	3307	3443	3621	4001	4009	3930	4212	4621	4719	4862	5186	5400	5666	10	10	10	10	10	10	10	10	10	9	9	9	9	9	B2	GreB2	B	10	10	10	10	10	10	10	10	10	9	9	9	9	9
EspB4	Esp	2351	10		B2	Ita1C2	C	2626	3335	3321	3483	3753	3913	3796	3972	4388	4907	5018	5284	5704	5950	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	Ita1C2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspC5	Esp	2082	10		B2	FraB2	B	2335	2578	2739	2865	3141	3097	3324	3277	3464	3682	3660	4282	4380	4719	10	10	10	10	10	10	10	10	10	10	10	10	9	9	B2	FraB2	B	10	10	10	10	10	10	10	10	10	10	10	10	9	9
EspB5	Esp	2160	10		B2	EspB2	B	2764	3028	3013	3229	3288	3335	2889	3259	3472	3724	3943	4040	3713	3722	10	10	10	10	10	10	9	9	9	9	9	9	8	8	B2	EspB2	B	10	10	10	10	10	10	9	9	9	9	9	9	8	8
EspC6	Esp	2590	10		B2	FraC2	C	2370	3256	3432	3543	3754	3717	3894	4204	4327	5234	5469	5929	5912	6212	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	FraC2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspB6	Esp	2600	10		B2	Inv2C2	C	2224	2679	2944	3094	3234	3339	3235	3600	4120	4722	5018	5053	5258	5553	10	10	10	10	10	10	9	9	9	9	9	9	9	9	B2	Inv2C2	C	10	10	10	10	10	10	9	9	9	9	9	9	9	9
EspC7	Esp	2570	10		B2	Inv1C2	C	2744	3070	3260	3413	3483	3615	3813	4096	4283	4554	4982	5298	5788	5644	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	Inv1C2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspB7	Esp	2544	10		B2	GreC2	C	2132	2490	2946	3161	3299	3237	3290	3495	3879	4191	4655	5111	5243	5164	10	10	10	10	10	10	10	10	10	9	9	9	9	9	B2	GreC2	C	10	10	10	10	10	10	10	10	10	9	9	9	9	9
EspC8	Esp	2124	10		B2	EspC2	C	2892	3022	3415	3548	3829	3749	3837	4137	4161	4896	5434	6101	6060	6467	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	EspC2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspB8	Esp	2547	10		B2	WorC2	C	2449	2539	2972	3013	3274	3322	3529	3566	3706	3751	4006	4813	4483	4579	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	WorC2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspC9	Esp	2181	10		B2	WorB2	B	1947	2058	2041	2056	2123	2134	2430	2426	2763	2692	2810	3035	2882	3028	7	7	7	7	7	7	7	7	7	7	7	7	7	7	B2	WorB2	B	7	7	7	7	7	7	7	7	7	7	7	7	7	7
EspB9	Esp	2347	10		B2	Ita2C2	C	2799	3265	3493	3886	4454	4357	4484	4534	4891	5444	5681	6163	6734	6787	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B2	Ita2C2	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
EspC10	Esp	2400	10		B2	Ita1B2	B	2306	2576	2811	2884	3075	3083	3259	3402	3602	3942	3830	3898	4248	4107	9	9	9	9	9	9	9	9	9	9	8	7	7	7	B2	Ita1B2	B	9	9	9	9	9	9	9	9	9	9	8	7	7	7
EspB10	Esp	2165	10		B2	Inv1B2	B	3028	3428	3683	3440	3742	3810	3624	3787	3868	4300	4532	3685	3621	3538	10	10	10	9	9	9	8	8	8	8	8	6	5	5	B2	Inv1B2	B	10	10	10	9	9	9	8	8	8	8	8	6	5	5
FraC1	Fra	1955	10		B3	Inv2B3	B	2264	2180	2275	2065	2260	2342	2406	2585	2587	3004	3488	3583	3720	3561	9	8	8	7	7	7	7	7	7	7	7	7	7	7	B3	Inv2B3	B	9	8	8	7	7	7	7	7	7	7	7	7	7	7
FraB1	Fra	1914	10		B3	EspB3	B	2654	2856	3047	3060	3182	3243	3238	3440	3466	3497	3588	3417	3479	3429	8	8	8	8	8	8	8	8	7	6	6	6	6	6	B3	EspB3	B	8	8	8	8	8	8	8	8	7	6	6	6	6	6
FraC2	Fra	2135	10		B3	Inv1C3	C	2667	3205	3334	3710	3619	3746	3691	4418	4897	5313	5588	5823	5682	5903	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	Inv1C3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB2	Fra	2170	10		B3	AllB3	B	3620	4381	3986	4211	4395	4462	4779	5066	5090	5024	5209	5385	5769	5610	10	10	9	9	9	9	9	9	9	9	9	9	9	9	B3	AllB3	B	10	10	9	9	9	9	9	9	9	9	9	9	9	9
FraC3	Fra	2422	10		B3	Inv1B3	B	2557	2672	2820	2998	2916	3113	3051	2832	2395	1636	1868	1972	1982	2092	9	8	8	8	8	8	8	7	6	4	4	4	4	4	B3	Inv1B3	B	9	8	8	8	8	8	8	7	6	4	4	4	4	4
FraB3	Fra	2111	10		B3	GreC3	C	2501	3197	3581	4064	4051	3989	3988	4476	4894	5575	6002	6299	6426	6515	10	10	10	10	10	10	10	9	9	9	9	9	9	9	B3	GreC3	C	10	10	10	10	10	10	10	9	9	9	9	9	9	9
FraC4	Fra	2252	10		B3	Ita1C3	C	2383	3109	3379	3689	3758	3844	4004	3893	4557	5250	5253	5589	5948	5761	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	Ita1C3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB4	Fra	2186	10		B3	WorC3	C	2388	2836	3135	2969	3491	3600	3662	3974	4395	4774	5014	5297	5420	6047	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	WorC3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraC5	Fra	2096	10		B3	EspC3	C	2089	2417	2626	2717	2650	2832	2702	3048	3413	3706	4035	4167	4211	4344	9	9	9	9	8	8	8	8	8	8	8	8	8	8	B3	EspC3	C	9	9	9	9	8	8	8	8	8	8	8	8	8	8
FraB5	Fra	2081	10		B3	AllC3	C	3415	4029	4375	4738	4932	5019	4934	5144	5134	5639	6056	6622	6795	6958	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	AllC3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraC6	Fra	1903	10		B3	WorB3	B	2945	3089	3217	3692	3906	4131	4223	4259	4666	4786	5284	5866	6506	6811	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	WorB3	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB6	Fra	2172	10		B3	Inv2C3	C	1849	2138	2348	2485	2784	2813	2919	3031	3626	3797	3670	3975	4125	4277	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	Inv2C3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraC7	Fra	2239	10		B3	FraB3	B	2409	2763	2845	3330	3259	3204	3443	3593	4052	4393	4307	4768	4992	4953	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	FraB3	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB7	Fra	2134	10		B3	Ita2B3	B	3223	3554	3580	4000	4075	4280	4383	4274	4268	5090	4786	5275	5258	4738	10	10	10	10	10	10	10	10	10	10	9	9	8	7	B3	Ita2B3	B	10	10	10	10	10	10	10	10	10	10	9	9	8	7
FraC8	Fra	2080	10		B3	Ita1B3	B	1785	1905	2120	2207	2175	2240	2404	2165	2548	2064	2207	2287	2583	2494	8	8	8	8	8	8	8	7	7	6	6	6	6	6	B3	Ita1B3	B	8	8	8	8	8	8	8	7	7	6	6	6	6	6
FraB8	Fra	1815	10		B3	GreB3	B	2801	3062	3354	3591	3678	3793	4167	4408	4932	5153	5414	5501	5649	5975	10	10	10	10	10	10	10	10	10	10	10	9	9	9	B3	GreB3	B	10	10	10	10	10	10	10	10	10	10	10	9	9	9
FraC9	Fra	2265	10		B3	TurC3	C	2926	3453	3912	4010	4096	4413	4696	4579	5066	5773	6164	6688	6523	6653	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	TurC3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB9	Fra	1804	10		B3	TurB3	B	2800	2956	2661	3348	3418	3782	3772	3761	3957	4186	4055	4081	4458	4467	10	10	10	10	10	10	10	10	10	10	9	8	8	8	B3	TurB3	B	10	10	10	10	10	10	10	10	10	10	9	8	8	8
FraC10	Fra	1860	10		B3	FraC3	C	2449	2740	3013	3207	3490	3623	3826	3896	4109	4362	4601	4957	5106	5654	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B3	FraC3	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
FraB10	Fra	1710	10		B3	Ita2C3	C	2984	3686	3576	4169	4181	4416	4651	4924	5055	5457	5866	5915	5575	5675	10	10	10	10	10	10	10	10	9	9	9	9	8	8	B3	Ita2C3	C	10	10	10	10	10	10	10	10	9	9	9	9	8	8
GreC1	Gre	1839	10		B4	Inv1B4	B	2446	2866	2998	3478	3607	3579	3898	4299	4482	4787	5554	5209	5527	5278	10	10	10	10	10	10	10	10	10	10	10	9	9	8	B4	Inv1B4	B	10	10	10	10	10	10	10	10	10	10	10	9	9	8
GreB1	Gre	2295	10		B4	TurC4	C	2969	3640	3562	4038	4171	3882	4263	4499	4522	4897	4903	5385	5946	5946	10	10	10	10	10	9	9	9	9	9	9	9	9	9	B4	TurC4	C	10	10	10	10	10	9	9	9	9	9	9	9	9	9
GreC2	Gre	1972	10		B4	Inv2B4	B	1929	2227	2342	2618	2570	2500	2624	3081	3261	3618	3749	3942	3860	3659	8	8	8	8	8	8	8	8	8	8	8	8	8	7	B4	Inv2B4	B	8	8	8	8	8	8	8	8	8	8	8	8	8	7
GreB2	Gre	2353	10		B4	Ita1B4	B	2936	3248	3444	3802	3852	3832	3784	4217	3672	3677	3754	4280	4580	4898	10	10	10	10	10	10	9	9	7	7	7	7	7	7	B4	Ita1B4	B	10	10	10	10	10	10	9	9	7	7	7	7	7	7
GreC3	Gre	2667	10		B4	GreB4	B	2126	2383	2472	2566	2585	2740	3048	3205	3453	3820	3872	4204	4154	4287	9	9	9	9	9	9	9	9	9	9	9	9	9	8	B4	GreB4	B	9	9	9	9	9	9	9	9	9	9	9	9	9	8
GreB3	Gre	2483	10		B4	Ita2C4	C	3053	3489	3549	4130	4036	4136	4040	4546	4729	5442	5776	6157	6469	6953	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	Ita2C4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
GreC4	Gre	2605	10		B4	EspB4	B	2461	2669	2774	2845	3064	3101	3193	3615	3672	4015	4034	4770	5104	5263	9	9	9	8	8	8	8	8	8	8	8	8	8	8	B4	EspB4	B	9	9	9	8	8	8	8	8	8	8	8	8	8	8
GreB4	Gre	2894	10		B4	Ita1C4	C	2139	3652	3541	3768	3905	4131	4147	4210	4577	4972	5621	5864	6188	6568	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	Ita1C4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
GreC5	Gre	2447	10		B4	Ita2B4	B	2584	3106	3302	3798	3727	3836	3793	4259	4348	5048	5130	5136	5331	5266	10	10	10	10	10	10	10	10	10	10	10	10	10	9	B4	Ita2B4	B	10	10	10	10	10	10	10	10	10	10	10	10	10	9
GreB5	Gre	2387	10		B4	FraB4	B	2228	1955	2423	2742	2759	2901	2848	2973	3240	3540	3826	4281	4386	4697	8	7	9	9	9	9	9	9	9	9	9	9	9	9	B4	FraB4	B	10	9	9	9	9	9	9	9	9	9	9	9	9	9
GreC6	Gre	1960	10		B4	FraC4	C	2358	2824	2927	3128	3514	3640	3874	3913	4216	4748	4767	5095	5630	5894	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	FraC4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
GreB6	Gre	2839	10		B4	Inv1C4	C	2181	2873	3180	3229	3374	3394	3390	3919	4278	5044	5426	5663	5769	5843	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	Inv1C4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
GreC7	Gre	2097	10		B4	EspC4	C	2884	3440	3259	3730	3902	4136	4166	4503	4641	5202	5181	5367	5910	6345	10	10	10	10	10	10	10	9	9	9	9	9	9	9	B4	EspC4	C	10	10	10	10	10	10	10	9	9	9	9	9	9	9
GreB7	Gre	2273	10		B4	GreC4	C	2770	3515	3881	4209	4452	4346	4438	4548	4955	5712	6384	6945	7142	7185	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	GreC4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
GreC8	Gre	2267	10		B4	AllB4	B	3147	4037	4370	4750	4697	4672	4978	5093	4995	5295	5299	5619	5176	5536	9	9	9	9	9	9	9	9	9	9	9	9	8	8	B4	AllB4	B	9	9	9	9	9	9	9	9	9	9	9	9	8	8
GreB8	Gre	2407	10		B4	WorB4	B	2195	2390	2477	2654	2680	2765	2740	2770	3072	3390	3418	3524	3520	3802	9	9	9	9	9	9	8	8	8	8	8	8	8	8	B4	WorB4	B	9	9	9	9	9	9	8	8	8	8	8	8	8	8
GreC9	Gre	2345	10		B4	Inv2C4	C	1969	2417	2647	2958	3118	3147	3191	3412	3738	3995	4301	5138	5331	5243	9	9	9	9	9	9	9	9	9	9	9	9	9	9	B4	Inv2C4	C	9	9	9	9	9	9	9	9	9	9	9	9	9	9
GreB9	Gre	2008	10		B4	TurB4	B	2755	3352	3292	3626	3623	3680	3676	3928	3732	4229	4362	4395	4877	5198	8	8	8	8	8	8	8	8	7	7	7	7	7	7	B4	TurB4	B	8	8	8	8	8	8	8	8	7	7	7	7	7	7
GreC10	Gre	2533	10		B4	AllC4	C	2619	3829	3389	3674	3926	3864	4007	3987	3994	4160	4630	5501	4808	5400	10	10	10	10	10	10	10	10	10	10	10	10	9	9	B4	AllC4	C	10	10	10	10	10	10	10	10	10	10	10	10	9	9
GreB10	Gre	2555	10		B4	WorC4	C	2440	2970	3131	3275	3275	3372	3750	3779	3972	4380	4406	4957	5276	5799	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B4	WorC4	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1C1	Inv1	2081	10		B5	Ita1B5	B	3147	3419	3625	3960	4157	4262	4377	4304	4656	5164	5756	6318	6408	6802	10	9	9	9	9	9	9	9	9	9	9	9	9	9	B5	Ita1B5	B	10	9	9	9	9	9	9	9	9	9	9	9	9	9
Inv1B1	Inv1	2378	10		B5	Inv1B5	B	3065	3302	3263	3327	3436	3482	3582	3715	4170	4489	4753	4999	5122	4916	10	10	9	9	9	9	9	9	9	9	9	9	9	8	B5	Inv1B5	B	10	10	9	9	9	9	9	9	9	9	9	9	9	8
Inv1C2	Inv1	2440	10		B5	EspB5	B	2405	2629	2766	2892	3103	3068	3162	3547	3784	4089	3651	3715	3711	3708	9	9	9	9	9	9	9	9	9	9	8	8	7	7	B5	EspB5	B	9	9	9	9	9	9	9	9	9	9	8	8	7	7
Inv1B2	Inv1	2811	10		B5	GreC5	C	2883	3319	3573	3750	3725	3827	4263	4708	5476	5857	6069	6152	5941	6458	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	GreC5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1C3	Inv1	2460	10		B5	AllB5	B	3495	4961	4231	4648	4739	4777	5037	5076	5324	5463	5889	5980	6262	6463	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	AllB5	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1B3	Inv1	2357	10		B5	Inv1C5	C	2580	3547	3122	3265	3421	2920	3180	3381	3201	3092	2795	2939	2518	2330	10	10	10	10	10	9	9	9	8	7	6	6	4	4	B5	Inv1C5	C	10	10	10	10	10	9	9	9	8	7	6	6	4	4
Inv1C4	Inv1	1962	10		B5	WorC5	C	2157	2563	2763	2927	3084	3042	3126	3374	3669	4192	4398	4595	4820	5119	10	10	9	9	9	9	9	9	9	9	9	9	9	9	B5	WorC5	C	10	10	9	9	9	9	9	9	9	9	9	9	9	9
Inv1B4	Inv1	2094	10		B5	Ita2C5	C	2640	3320	3504	3626	4106	4018	4061	4150	4868	5661	5653	6222	6210	6606	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	Ita2C5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1C5	Inv1	2204	10		B5	EspC5	C	2395	2823	2998	3270	3562	3698	3848	4116	4506	4988	5171	5655	6260	6838	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	EspC5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1B5	Inv1	2380	10		B5	TurB5	B	3103	3512	3760	4007	4020	4107	4405	4790	5010	5589	5991	6096	6716	6655	9	9	9	9	9	9	9	9	9	9	9	9	9	9	B5	TurB5	B	9	9	9	9	9	9	9	9	9	9	9	9	9	9
Inv1C6	Inv1	2222	10		B5	TurC5	C	2781	3250	3491	3800	3870	3802	3984	4426	5091	5026	5205	5912	6008	6168	9	9	9	9	9	9	9	9	9	9	9	9	9	9	B5	TurC5	C	9	9	9	9	9	9	9	9	9	9	9	9	9	9
Inv1B6	Inv1	2066	10		B5	Ita1C5	C	2295	2817	3013	3181	3534	3466	3588	3724	4247	4574	4863	5442	5323	5673	10	10	9	9	9	9	9	9	9	9	9	10	9	9	B5	Ita1C5	C	10	10	9	9	9	9	9	9	9	9	9	9	9	9
Inv1C7	Inv1	2203	10		B5	Inv2C5	C	2068	2545	2774	3033	3065	3082	3297	3859	4370	5016	5122	5299	5542	5786	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	Inv2C5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1B7	Inv1	2483	10		B5	FraB5	B	2373	2893	3065	3252	3341	3304	3545	3837	4310	4841	4897	5064	5411	5353	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	FraB5	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1C8	Inv1	1867	10		B5	GreB5	B	3007	2977	3134	3414	3367	3224	3485	3570	3591	3800	4020	4209	4280	4284	10	9	9	9	9	8	8	8	7	7	7	7	7	7	B5	GreB5	B	10	9	9	9	9	8	8	8	7	7	7	7	7	7
Inv1B8	Inv1	2325	10		B5	Inv2B5	B	2164	2517	2736	2807	2915	2998	2941	3172	3172	3591	3765	3580	3787	3804	10	10	10	10	10	10	10	10	9	9	9	8	8	8	B5	Inv2B5	B	10	10	10	10	10	10	10	10	9	9	9	8	8	8
Inv1C9	Inv1	2487	10		B5	WorB5	B	3130	3390	3513	3637	3867	4020	4268	4490	5011	5357	5451	5495	6322	6624	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	WorB5	B	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1B9	Inv1	2397	10		B5	FraC5	C	2358	2892	3008	3210	3700	3672	3956	4129	4612	4926	5336	5816	6294	6750	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	FraC5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv1C10	Inv1	2341	10		B5	Ita2B5	B	2928	3462	3781	3574	4041	4314	4207	4500	4726	5400	5568	5875	5483	5696	10	10	10	10	10	10	10	10	10	10	10	10	9	9	B5	Ita2B5	B	10	10	10	10	10	10	10	10	10	10	10	10	9	9
Inv1B10	Inv1	2224	10		B5	AllC5	C	3201	3649	3737	4015	4606	4428	4479	4817	5107	5511	5753	5793	6258	6196	10	10	10	10	10	10	10	10	10	10	10	10	10	10	B5	AllC5	C	10	10	10	10	10	10	10	10	10	10	10	10	10	10
Inv2C1	Inv2	2374	10		B6	Inv1B6	B	2639	2696	2995	3258	3186	3153	3254	3389	4030	4117	3884	3959	3991	3987	9	9	9	9	9	9	9	9	9	9	8	6	6	6	B6	Inv1B6	B	9	9	9	9	9	9	9	9	9	9	8	6	6	6
Inv2B1	Inv2	1854	10		B6	GreB6	B	2914	3095	3269	3477	3477	3682	3807	4168	4102	4469	4713	5100	5213	5298	9	9	9	9	9	9	9	9	9	9	9	9	9	8	B6	GreB6	B	9	9	9	9	9	9	9	9	9	9	9	9	9	8
Inv2C2	Inv2	1961	10		B6	Inv2B6	B	2041	2787	2988	3211	3258	3176	3781	3965	3873	4254	4605	4800	4831	4944	10	10	10	10	10	10	10	10	9	9	9	8	8	8	B6	Inv2B6	B	10	10	10	10	10	10	10	10	9	9	9	8	8	8
