Rep,Bloc,Trt,Strain,Time,Growth
AllB1,B1,B,All,0,0
AllB1,B1,B,All,1,102.0888888888889
AllB1,B1,B,All,10,282.42222222222216
AllB1,B1,B,All,11,343.0888888888889
AllB1,B1,B,All,12,354.75555555555553
AllB1,B1,B,All,13,410.0888888888889
AllB1,B1,B,All,14,425.3111111111111
AllB1,B1,B,All,2,155.64444444444445
AllB1,B1,B,All,3,177.86666666666667
AllB1,B1,B,All,4,218.86666666666667
AllB1,B1,B,All,5,222.2
AllB1,B1,B,All,6,245.75555555555553
AllB1,B1,B,All,7,266.53333333333336
AllB1,B1,B,All,8,268.3111111111111
AllB1,B1,B,All,9,286.8666666666666
AllB10,B10,B,All,0,0
AllB10,B10,B,All,1,55.5
AllB10,B10,B,All,10,294.1
AllB10,B10,B,All,11,355.2111111111111
AllB10,B10,B,All,12,365.76666666666665
AllB10,B10,B,All,13,439.2111111111111
AllB10,B10,B,All,14,447.2111111111111
AllB10,B10,B,All,2,112.5
AllB10,B10,B,All,3,127.80000000000001
AllB10,B10,B,All,4,173.98888888888894
AllB10,B10,B,All,5,208.54444444444448
AllB10,B10,B,All,6,200.7666666666667
AllB10,B10,B,All,7,216.43333333333334
AllB10,B10,B,All,8,209.2111111111111
AllB10,B10,B,All,9,233.98888888888894
AllB2,B2,B,All,0,0
AllB2,B2,B,All,1,13.233333333333292
AllB2,B2,B,All,10,266.9
AllB2,B2,B,All,11,304.12222222222215
AllB2,B2,B,All,12,331.15
AllB2,B2,B,All,13,365.275
AllB2,B2,B,All,14,406.15
AllB2,B2,B,All,2,138.67777777777775
AllB2,B2,B,All,3,167.1222222222222
AllB2,B2,B,All,4,182.01111111111106
AllB2,B2,B,All,5,203.7888888888889
AllB2,B2,B,All,6,247.1222222222222
AllB2,B2,B,All,7,258.12222222222215
AllB2,B2,B,All,8,258.5666666666666
AllB2,B2,B,All,9,262.6777777777778
AllB3,B3,B,All,0,0
AllB3,B3,B,All,1,31.399999999999977
AllB3,B3,B,All,10,227.62222222222215
AllB3,B3,B,All,11,248.1777777777778
AllB3,B3,B,All,12,267.73333333333335
AllB3,B3,B,All,13,310.4
AllB3,B3,B,All,14,292.73333333333335
AllB3,B3,B,All,2,107.5
AllB3,B3,B,All,3,112.28888888888889
AllB3,B3,B,All,4,137.2888888888889
AllB3,B3,B,All,5,157.7333333333333
AllB3,B3,B,All,6,165.17777777777775
AllB3,B3,B,All,7,200.39999999999998
AllB3,B3,B,All,8,232.2888888888889
AllB3,B3,B,All,9,234.95555555555552
AllB4,B4,B,All,0,0
AllB4,B4,B,All,1,-24.73333333333329
AllB4,B4,B,All,10,213.9333333333334
AllB4,B4,B,All,11,214.37777777777785
AllB4,B4,B,All,12,249.9333333333334
AllB4,B4,B,All,13,272.6
AllB4,B4,B,All,14,317.6
AllB4,B4,B,All,2,74.15555555555557
AllB4,B4,B,All,3,111.15555555555557
AllB4,B4,B,All,4,153.37777777777785
AllB4,B4,B,All,5,147.48888888888894
AllB4,B4,B,All,6,144.7111111111111
AllB4,B4,B,All,7,178.7111111111111
AllB4,B4,B,All,8,191.48888888888894
AllB4,B4,B,All,9,180.60000000000002
AllB5,B5,B,All,0,0
AllB5,B5,B,All,1,15.199999999999989
AllB5,B5,B,All,10,211.99999999999994
AllB5,B5,B,All,11,254.59999999999997
AllB5,B5,B,All,12,263.7
AllB5,B5,B,All,13,291.90000000000003
AllB5,B5,B,All,14,311.99999999999994
AllB5,B5,B,All,2,161.8
AllB5,B5,B,All,3,88.80000000000001
AllB5,B5,B,All,4,130.5
AllB5,B5,B,All,5,139.59999999999997
AllB5,B5,B,All,6,143.39999999999998
AllB5,B5,B,All,7,169.39999999999998
AllB5,B5,B,All,8,173.3
AllB5,B5,B,All,9,198.09999999999997
AllB6,B6,B,All,0,0
AllB6,B6,B,All,1,19.644444444444446
AllB6,B6,B,All,10,230.825
AllB6,B6,B,All,11,226.825
AllB6,B6,B,All,12,247.95
AllB6,B6,B,All,13,296.075
AllB6,B6,B,All,14,299.575
AllB6,B6,B,All,2,70.97777777777776
AllB6,B6,B,All,3,81.5333333333333
AllB6,B6,B,All,4,108.42222222222222
AllB6,B6,B,All,5,124.86666666666667
AllB6,B6,B,All,6,152.825
AllB6,B6,B,All,7,181.45
AllB6,B6,B,All,8,183.45
AllB6,B6,B,All,9,186.825
AllB7,B7,B,All,0,0
AllB7,B7,B,All,1,110.6
AllB7,B7,B,All,10,282.6
AllB7,B7,B,All,11,287.15555555555557
AllB7,B7,B,All,12,350.26666666666665
AllB7,B7,B,All,13,329.1
AllB7,B7,B,All,14,333.6
AllB7,B7,B,All,2,155.20000000000002
AllB7,B7,B,All,3,144.29999999999998
AllB7,B7,B,All,4,167.4
AllB7,B7,B,All,5,210.29999999999998
AllB7,B7,B,All,6,182.9
AllB7,B7,B,All,7,225.20000000000002
AllB7,B7,B,All,8,218.9
AllB7,B7,B,All,9,232.4
AllB8,B8,B,All,0,0
AllB8,B8,B,All,1,55.811111111111074
AllB8,B8,B,All,10,199.41428571428565
AllB8,B8,B,All,11,269.3666666666666
AllB8,B8,B,All,12,285.03333333333336
AllB8,B8,B,All,13,301.53333333333336
AllB8,B8,B,All,14,320.03333333333336
AllB8,B8,B,All,2,75.82499999999999
AllB8,B8,B,All,3,81.69999999999999
AllB8,B8,B,All,4,87.94999999999999
AllB8,B8,B,All,5,104.44999999999999
AllB8,B8,B,All,6,122.94999999999999
AllB8,B8,B,All,7,138.7
AllB8,B8,B,All,8,148.2
AllB8,B8,B,All,9,160.7
AllB9,B9,B,All,0,0
AllB9,B9,B,All,1,-27.900000000000034
AllB9,B9,B,All,10,155.1222222222222
AllB9,B9,B,All,11,171.7888888888889
AllB9,B9,B,All,12,163.89999999999998
AllB9,B9,B,All,13,203.27499999999998
AllB9,B9,B,All,14,266.4
AllB9,B9,B,All,2,25.69999999999999
AllB9,B9,B,All,3,20.799999999999955
AllB9,B9,B,All,4,28.799999999999955
AllB9,B9,B,All,5,40.099999999999966
AllB9,B9,B,All,6,43.39999999999998
AllB9,B9,B,All,7,62.599999999999966
AllB9,B9,B,All,8,85.59999999999997
AllB9,B9,B,All,9,94.29999999999995
AllC1,B1,C,All,0,0
AllC1,B1,C,All,1,-2.8000000000000114
AllC1,B1,C,All,10,296.20000000000005
AllC1,B1,C,All,11,327
AllC1,B1,C,All,12,366.1
AllC1,B1,C,All,13,404.70000000000005
AllC1,B1,C,All,14,411.1
AllC1,B1,C,All,2,78.60000000000002
AllC1,B1,C,All,3,101.60000000000002
AllC1,B1,C,All,4,161.60000000000002
AllC1,B1,C,All,5,168.89999999999998
AllC1,B1,C,All,6,151.10000000000002
AllC1,B1,C,All,7,223.29999999999995
AllC1,B1,C,All,8,229.60000000000002
AllC1,B1,C,All,9,241.39999999999998
AllC10,B10,C,All,0,0
AllC10,B10,C,All,1,112
AllC10,B10,C,All,10,354.1111111111111
AllC10,B10,C,All,11,425.1111111111111
AllC10,B10,C,All,12,511.1111111111111
AllC10,B10,C,All,13,472.77777777777783
AllC10,B10,C,All,14,485.1111111111111
AllC10,B10,C,All,2,200.89999999999998
AllC10,B10,C,All,3,232.10000000000002
AllC10,B10,C,All,4,254.2
AllC10,B10,C,All,5,265.5
AllC10,B10,C,All,6,275.20000000000005
AllC10,B10,C,All,7,269.1
AllC10,B10,C,All,8,318
AllC10,B10,C,All,9,334.33333333333337
AllC2,B2,C,All,0,0
AllC2,B2,C,All,1,20.5
AllC2,B2,C,All,10,303.09999999999997
AllC2,B2,C,All,11,365.2
AllC2,B2,C,All,12,393.00000000000006
AllC2,B2,C,All,13,439.2
AllC2,B2,C,All,14,452.40000000000003
AllC2,B2,C,All,2,131.10000000000002
AllC2,B2,C,All,3,155.3
AllC2,B2,C,All,4,165.8
AllC2,B2,C,All,5,208.60000000000002
AllC2,B2,C,All,6,213.3
AllC2,B2,C,All,7,221.8
AllC2,B2,C,All,8,257.8
AllC2,B2,C,All,9,255.90000000000003
AllC3,B3,C,All,0,0
AllC3,B3,C,All,1,27.399999999999977
AllC3,B3,C,All,10,249.79999999999995
AllC3,B3,C,All,11,291.5
AllC3,B3,C,All,12,348.1
AllC3,B3,C,All,13,365.4
AllC3,B3,C,All,14,381.69999999999993
AllC3,B3,C,All,2,88.79999999999995
AllC3,B3,C,All,3,123.39999999999998
AllC3,B3,C,All,4,159.7
AllC3,B3,C,All,5,179.09999999999997
AllC3,B3,C,All,6,187.79999999999995
AllC3,B3,C,All,7,179.29999999999995
AllC3,B3,C,All,8,200.29999999999995
AllC3,B3,C,All,9,199.29999999999995
AllC4,B4,C,All,0,0
AllC4,B4,C,All,1,18.69999999999999
AllC4,B4,C,All,10,172.8
AllC4,B4,C,All,11,219.8
AllC4,B4,C,All,12,306.90000000000003
AllC4,B4,C,All,13,291.0222222222222
AllC4,B4,C,All,14,356.8
AllC4,B4,C,All,2,139.7
AllC4,B4,C,All,3,95.69999999999999
AllC4,B4,C,All,4,124.19999999999999
AllC4,B4,C,All,5,149.40000000000003
AllC4,B4,C,All,6,143.2
AllC4,B4,C,All,7,157.5
AllC4,B4,C,All,8,155.5
AllC4,B4,C,All,9,156.2
AllC5,B5,C,All,0,0
AllC5,B5,C,All,1,58.200000000000045
AllC5,B5,C,All,10,289.20000000000005
AllC5,B5,C,All,11,313.4
AllC5,B5,C,All,12,317.4
AllC5,B5,C,All,13,363.9
AllC5,B5,C,All,14,357.70000000000005
AllC5,B5,C,All,2,103
AllC5,B5,C,All,3,111.80000000000001
AllC5,B5,C,All,4,139.60000000000002
AllC5,B5,C,All,5,198.70000000000005
AllC5,B5,C,All,6,180.90000000000003
AllC5,B5,C,All,7,186
AllC5,B5,C,All,8,219.8
AllC5,B5,C,All,9,248.8
AllC6,B6,C,All,0,0
AllC6,B6,C,All,1,20.200000000000045
AllC6,B6,C,All,10,310.85
AllC6,B6,C,All,11,336.975
AllC6,B6,C,All,12,370.1
AllC6,B6,C,All,13,413.85
AllC6,B6,C,All,14,401.725
AllC6,B6,C,All,2,104.60000000000002
AllC6,B6,C,All,3,163.20000000000005
AllC6,B6,C,All,4,197.39999999999998
AllC6,B6,C,All,5,200.20000000000005
AllC6,B6,C,All,6,234.80000000000007
AllC6,B6,C,All,7,241.80000000000007
AllC6,B6,C,All,8,265.20000000000005
AllC6,B6,C,All,9,294
AllC7,B7,C,All,0,0
AllC7,B7,C,All,1,31.69999999999999
AllC7,B7,C,All,10,282.94444444444446
AllC7,B7,C,All,11,296.94444444444446
AllC7,B7,C,All,12,326.5
AllC7,B7,C,All,13,351.83333333333337
AllC7,B7,C,All,14,357.3888888888889
AllC7,B7,C,All,2,127.30000000000001
AllC7,B7,C,All,3,108.10000000000002
AllC7,B7,C,All,4,137.5
AllC7,B7,C,All,5,166.3
AllC7,B7,C,All,6,160.2
AllC7,B7,C,All,7,169.2
AllC7,B7,C,All,8,211.6111111111111
AllC7,B7,C,All,9,244.27777777777783
AllC8,B8,C,All,0,0
AllC8,B8,C,All,1,101.11111111111109
AllC8,B8,C,All,10,345.2222222222222
AllC8,B8,C,All,11,360.5
AllC8,B8,C,All,12,475.25
AllC8,B8,C,All,13,484.875
AllC8,B8,C,All,14,515
AllC8,B8,C,All,2,170.22222222222223
AllC8,B8,C,All,3,199.33333333333331
AllC8,B8,C,All,4,219.55555555555554
AllC8,B8,C,All,5,248.88888888888891
AllC8,B8,C,All,6,248.44444444444446
AllC8,B8,C,All,7,268.8888888888889
AllC8,B8,C,All,8,300.55555555555554
AllC8,B8,C,All,9,313.77777777777783
AllC9,B9,C,All,0,0
AllC9,B9,C,All,1,-3.3999999999999773
AllC9,B9,C,All,10,242.79999999999995
AllC9,B9,C,All,11,267.6
AllC9,B9,C,All,12,309.70000000000005
AllC9,B9,C,All,13,341.9
AllC9,B9,C,All,14,333.79999999999995
AllC9,B9,C,All,2,71.89999999999998
AllC9,B9,C,All,3,71.10000000000002
AllC9,B9,C,All,4,83.5
AllC9,B9,C,All,5,102.30000000000001
AllC9,B9,C,All,6,119.19999999999999
AllC9,B9,C,All,7,122.30000000000001
AllC9,B9,C,All,8,171.60000000000002
AllC9,B9,C,All,9,204.3
EspB1,B1,B,Esp,0,0
EspB1,B1,B,Esp,1,1.4000000000000057
EspB1,B1,B,Esp,10,248.33333333333331
EspB1,B1,B,Esp,11,295.44444444444446
EspB1,B1,B,Esp,12,338.2222222222222
EspB1,B1,B,Esp,13,363.1111111111111
EspB1,B1,B,Esp,14,398
EspB1,B1,B,Esp,2,62.10000000000002
EspB1,B1,B,Esp,3,121.44444444444446
EspB1,B1,B,Esp,4,133.66666666666669
EspB1,B1,B,Esp,5,126.88888888888891
EspB1,B1,B,Esp,6,158.33333333333331
EspB1,B1,B,Esp,7,178.77777777777777
EspB1,B1,B,Esp,8,195.77777777777777
EspB1,B1,B,Esp,9,216
EspB10,B10,B,Esp,0,0
EspB10,B10,B,Esp,1,75.83333333333331
EspB10,B10,B,Esp,10,252.25
EspB10,B10,B,Esp,11,303.5
EspB10,B10,B,Esp,12,325
EspB10,B10,B,Esp,13,340
EspB10,B10,B,Esp,14,363.75
EspB10,B10,B,Esp,2,102.5
EspB10,B10,B,Esp,3,104.61111111111109
EspB10,B10,B,Esp,4,125.16666666666669
EspB10,B10,B,Esp,5,145.05555555555554
EspB10,B10,B,Esp,6,175.72222222222223
EspB10,B10,B,Esp,7,187.94444444444446
EspB10,B10,B,Esp,8,181.16666666666669
EspB10,B10,B,Esp,9,200.16666666666669
EspB2,B2,B,Esp,0,0
EspB2,B2,B,Esp,1,44.29999999999998
EspB2,B2,B,Esp,10,181.67777777777778
EspB2,B2,B,Esp,11,206.0111111111111
EspB2,B2,B,Esp,12,216.78888888888892
EspB2,B2,B,Esp,13,232.025
EspB2,B2,B,Esp,14,233.15
EspB2,B2,B,Esp,2,70.70000000000002
EspB2,B2,B,Esp,3,69.20000000000002
EspB2,B2,B,Esp,4,90.79999999999998
EspB2,B2,B,Esp,5,96.70000000000002
EspB2,B2,B,Esp,6,101.4
EspB2,B2,B,Esp,7,88.9
EspB2,B2,B,Esp,8,130.0111111111111
EspB2,B2,B,Esp,9,153.67777777777778
EspB3,B3,B,Esp,0,0
EspB3,B3,B,Esp,1,48.75
EspB3,B3,B,Esp,10,299.83333333333337
EspB3,B3,B,Esp,11,315
EspB3,B3,B,Esp,12,286.5
EspB3,B3,B,Esp,13,296.83333333333337
EspB3,B3,B,Esp,14,288.5
EspB3,B3,B,Esp,2,74
EspB3,B3,B,Esp,3,97.875
EspB3,B3,B,Esp,4,99.5
EspB3,B3,B,Esp,5,114.75
EspB3,B3,B,Esp,6,122.375
EspB3,B3,B,Esp,7,121.75
EspB3,B3,B,Esp,8,147
EspB3,B3,B,Esp,9,212.14285714285717
EspB4,B4,B,Esp,0,0
EspB4,B4,B,Esp,1,38.34444444444446
EspB4,B4,B,Esp,10,266.775
EspB4,B4,B,Esp,11,269.15
EspB4,B4,B,Esp,12,361.15
EspB4,B4,B,Esp,13,402.9
EspB4,B4,B,Esp,14,422.775
EspB4,B4,B,Esp,2,61.45555555555555
EspB4,B4,B,Esp,3,73.12222222222223
EspB4,B4,B,Esp,4,120.525
EspB4,B4,B,Esp,5,147.9
EspB4,B4,B,Esp,6,152.525
EspB4,B4,B,Esp,7,164.025
EspB4,B4,B,Esp,8,216.775
EspB4,B4,B,Esp,9,223.9
EspB5,B5,B,Esp,0,0
EspB5,B5,B,Esp,1,51.22222222222223
EspB5,B5,B,Esp,10,238.33333333333331
EspB5,B5,B,Esp,11,240.375
EspB5,B5,B,Esp,12,248.375
EspB5,B5,B,Esp,13,314.1428571428571
EspB5,B5,B,Esp,14,313.71428571428567
EspB5,B5,B,Esp,2,76.11111111111109
EspB5,B5,B,Esp,3,91.33333333333331
EspB5,B5,B,Esp,4,105.33333333333331
EspB5,B5,B,Esp,5,128.77777777777777
EspB5,B5,B,Esp,6,124.88888888888891
EspB5,B5,B,Esp,7,135.33333333333331
EspB5,B5,B,Esp,8,178.1111111111111
EspB5,B5,B,Esp,9,204.44444444444446
EspB6,B6,B,Esp,0,0
EspB6,B6,B,Esp,1,25.19999999999999
EspB6,B6,B,Esp,10,229.2
EspB6,B6,B,Esp,11,246.39999999999998
EspB6,B6,B,Esp,12,252.5
EspB6,B6,B,Esp,13,264
EspB6,B6,B,Esp,14,296.70000000000005
EspB6,B6,B,Esp,2,53.60000000000002
EspB6,B6,B,Esp,3,71.60000000000002
EspB6,B6,B,Esp,4,87.5
EspB6,B6,B,Esp,5,99.60000000000002
EspB6,B6,B,Esp,6,114.89999999999998
EspB6,B6,B,Esp,7,137.2
EspB6,B6,B,Esp,8,182.5
EspB6,B6,B,Esp,9,220.39999999999998
EspB7,B7,B,Esp,0,0
EspB7,B7,B,Esp,1,54.377777777777766
EspB7,B7,B,Esp,10,210.475
EspB7,B7,B,Esp,11,218.6
EspB7,B7,B,Esp,12,269.85
EspB7,B7,B,Esp,13,275.35
EspB7,B7,B,Esp,14,299.475
EspB7,B7,B,Esp,2,69.6
EspB7,B7,B,Esp,3,97.725
EspB7,B7,B,Esp,4,107.6
EspB7,B7,B,Esp,5,141.225
EspB7,B7,B,Esp,6,141.6
EspB7,B7,B,Esp,7,187.225
EspB7,B7,B,Esp,8,207.35
EspB7,B7,B,Esp,9,186.225
EspB8,B8,B,Esp,0,0
EspB8,B8,B,Esp,1,63.05000000000001
EspB8,B8,B,Esp,10,461.3
EspB8,B8,B,Esp,11,542.3
EspB8,B8,B,Esp,12,529.9666666666667
EspB8,B8,B,Esp,13,572.3
EspB8,B8,B,Esp,14,599.3
EspB8,B8,B,Esp,2,118.72857142857146
EspB8,B8,B,Esp,3,132.01428571428573
EspB8,B8,B,Esp,4,138.15714285714284
EspB8,B8,B,Esp,5,162.5857142857143
EspB8,B8,B,Esp,6,205.63333333333333
EspB8,B8,B,Esp,7,226.9666666666667
EspB8,B8,B,Esp,8,242.63333333333333
EspB8,B8,B,Esp,9,263.09999999999997
EspB9,B9,B,Esp,0,0
EspB9,B9,B,Esp,1,65.80000000000001
EspB9,B9,B,Esp,10,229.10000000000002
EspB9,B9,B,Esp,11,226.55
EspB9,B9,B,Esp,12,291.6333333333334
EspB9,B9,B,Esp,13,283.3
EspB9,B9,B,Esp,14,274.3
EspB9,B9,B,Esp,2,86.13333333333333
EspB9,B9,B,Esp,3,103.13333333333333
EspB9,B9,B,Esp,4,152.90000000000003
EspB9,B9,B,Esp,5,159.3
EspB9,B9,B,Esp,6,186.7
EspB9,B9,B,Esp,7,178.5
EspB9,B9,B,Esp,8,219.90000000000003
EspB9,B9,B,Esp,9,232.3
EspC1,B1,C,Esp,0,0
EspC1,B1,C,Esp,1,10.900000000000006
EspC1,B1,C,Esp,10,246.1
EspC1,B1,C,Esp,11,270.79999999999995
EspC1,B1,C,Esp,12,300
EspC1,B1,C,Esp,13,297.4
EspC1,B1,C,Esp,14,339.70000000000005
EspC1,B1,C,Esp,2,68.1
EspC1,B1,C,Esp,3,96.70000000000002
EspC1,B1,C,Esp,4,110.20000000000002
EspC1,B1,C,Esp,5,116.70000000000002
EspC1,B1,C,Esp,6,135.20000000000002
EspC1,B1,C,Esp,7,157.29999999999998
EspC1,B1,C,Esp,8,191.79999999999998
EspC1,B1,C,Esp,9,190.79999999999998
EspC10,B10,C,Esp,0,0
EspC10,B10,C,Esp,1,15.300000000000011
EspC10,B10,C,Esp,10,207.55555555555554
EspC10,B10,C,Esp,11,255
EspC10,B10,C,Esp,12,287.5
EspC10,B10,C,Esp,13,289.625
EspC10,B10,C,Esp,14,376.42857142857144
EspC10,B10,C,Esp,2,57.19999999999999
EspC10,B10,C,Esp,3,76.80000000000001
EspC10,B10,C,Esp,4,94
EspC10,B10,C,Esp,5,115.5
EspC10,B10,C,Esp,6,123.19999999999999
EspC10,B10,C,Esp,7,136
EspC10,B10,C,Esp,8,167
EspC10,B10,C,Esp,9,197.89999999999998
EspC2,B2,C,Esp,0,0
EspC2,B2,C,Esp,1,61.69999999999999
EspC2,B2,C,Esp,10,262.1
EspC2,B2,C,Esp,11,315.9
EspC2,B2,C,Esp,12,382.6
EspC2,B2,C,Esp,13,378.5
EspC2,B2,C,Esp,14,419.20000000000005
EspC2,B2,C,Esp,2,74.69999999999999
EspC2,B2,C,Esp,3,114
EspC2,B2,C,Esp,4,127.30000000000001
EspC2,B2,C,Esp,5,155.39999999999998
EspC2,B2,C,Esp,6,147.39999999999998
EspC2,B2,C,Esp,7,156.2
EspC2,B2,C,Esp,8,186.2
EspC2,B2,C,Esp,9,188.60000000000002
EspC3,B3,C,Esp,0,0
EspC3,B3,C,Esp,1,22.411111111111126
EspC3,B3,C,Esp,10,253.55
EspC3,B3,C,Esp,11,294.675
EspC3,B3,C,Esp,12,311.175
EspC3,B3,C,Esp,13,316.675
EspC3,B3,C,Esp,14,333.3
EspC3,B3,C,Esp,2,58.855555555555554
EspC3,B3,C,Esp,3,82.07777777777778
EspC3,B3,C,Esp,4,92.18888888888893
EspC3,B3,C,Esp,5,121.55000000000001
EspC3,B3,C,Esp,6,144.3
EspC3,B3,C,Esp,7,128.05
EspC3,B3,C,Esp,8,171.3
EspC3,B3,C,Esp,9,216.925
EspC4,B4,C,Esp,0,0
EspC4,B4,C,Esp,1,48.89999999999998
EspC4,B4,C,Esp,10,338.5
EspC4,B4,C,Esp,11,336.16666666666663
EspC4,B4,C,Esp,12,356.83333333333337
EspC4,B4,C,Esp,13,417.16666666666663
EspC4,B4,C,Esp,14,465.5
EspC4,B4,C,Esp,2,104.5
EspC4,B4,C,Esp,3,86.39999999999998
EspC4,B4,C,Esp,4,133.5
EspC4,B4,C,Esp,5,150.7
EspC4,B4,C,Esp,6,174.10000000000002
EspC4,B4,C,Esp,7,177.10000000000002
EspC4,B4,C,Esp,8,260.8333333333333
EspC4,B4,C,Esp,9,276.16666666666663
EspC5,B5,C,Esp,0,0
EspC5,B5,C,Esp,1,31.30000000000001
EspC5,B5,C,Esp,10,290.6
EspC5,B5,C,Esp,11,308.90000000000003
EspC5,B5,C,Esp,12,357.3
EspC5,B5,C,Esp,13,417.8
EspC5,B5,C,Esp,14,475.59999999999997
EspC5,B5,C,Esp,2,74.10000000000002
EspC5,B5,C,Esp,3,91.60000000000002
EspC5,B5,C,Esp,4,118.80000000000001
EspC5,B5,C,Esp,5,148
EspC5,B5,C,Esp,6,161.60000000000002
EspC5,B5,C,Esp,7,176.60000000000002
EspC5,B5,C,Esp,8,203.40000000000003
EspC5,B5,C,Esp,9,242.40000000000003
EspC6,B6,C,Esp,0,0
EspC6,B6,C,Esp,1,55.39999999999998
EspC6,B6,C,Esp,10,298.70000000000005
EspC6,B6,C,Esp,11,312.5
EspC6,B6,C,Esp,12,352.4
EspC6,B6,C,Esp,13,397.5
EspC6,B6,C,Esp,14,435.1
EspC6,B6,C,Esp,2,110.69999999999999
EspC6,B6,C,Esp,3,88
EspC6,B6,C,Esp,4,110.19999999999999
EspC6,B6,C,Esp,5,120.60000000000002
EspC6,B6,C,Esp,6,133.89999999999998
EspC6,B6,C,Esp,7,171.8
EspC6,B6,C,Esp,8,192.60000000000002
EspC6,B6,C,Esp,9,236.89999999999998
EspC7,B7,C,Esp,0,0
EspC7,B7,C,Esp,1,38.888888888888914
EspC7,B7,C,Esp,10,291.75
EspC7,B7,C,Esp,11,307.75
EspC7,B7,C,Esp,12,348.625
EspC7,B7,C,Esp,13,401.625
EspC7,B7,C,Esp,14,406.75
EspC7,B7,C,Esp,2,60.333333333333314
EspC7,B7,C,Esp,3,88.33333333333331
EspC7,B7,C,Esp,4,116.77777777777777
EspC7,B7,C,Esp,5,141.44444444444446
EspC7,B7,C,Esp,6,154.55555555555554
EspC7,B7,C,Esp,7,177.88888888888891
EspC7,B7,C,Esp,8,227
EspC7,B7,C,Esp,9,223.25
EspC8,B8,C,Esp,0,0
EspC8,B8,C,Esp,1,43.71111111111108
EspC8,B8,C,Esp,10,321.975
EspC8,B8,C,Esp,11,346.725
EspC8,B8,C,Esp,12,364.975
EspC8,B8,C,Esp,13,399.725
EspC8,B8,C,Esp,14,479.35
EspC8,B8,C,Esp,2,109.37777777777777
EspC8,B8,C,Esp,3,121.71111111111108
EspC8,B8,C,Esp,4,137.15555555555554
EspC8,B8,C,Esp,5,151.71111111111108
EspC8,B8,C,Esp,6,180.475
EspC8,B8,C,Esp,7,184.35
EspC8,B8,C,Esp,8,199.6
EspC8,B8,C,Esp,9,189.975
EspC9,B9,C,Esp,0,0
EspC9,B9,C,Esp,1,-10.099999999999994
EspC9,B9,C,Esp,10,257.65
EspC9,B9,C,Esp,11,295.775
EspC9,B9,C,Esp,12,356.275
EspC9,B9,C,Esp,13,364.15
EspC9,B9,C,Esp,14,432.9
EspC9,B9,C,Esp,2,50.400000000000006
EspC9,B9,C,Esp,3,62.025000000000006
EspC9,B9,C,Esp,4,91.4
EspC9,B9,C,Esp,5,149.15
EspC9,B9,C,Esp,6,162.65
EspC9,B9,C,Esp,7,151.65
EspC9,B9,C,Esp,8,177.65
EspC9,B9,C,Esp,9,233.9
FraB1,B1,B,Fra,0,0
FraB1,B1,B,Fra,1,30.599999999999994
FraB1,B1,B,Fra,10,176.1
FraB1,B1,B,Fra,11,202.49999999999997
FraB1,B1,B,Fra,12,239.70000000000002
FraB1,B1,B,Fra,13,277.9
FraB1,B1,B,Fra,14,289.9
FraB1,B1,B,Fra,2,61.400000000000006
FraB1,B1,B,Fra,3,77.4
FraB1,B1,B,Fra,4,106.70000000000002
FraB1,B1,B,Fra,5,101.6
FraB1,B1,B,Fra,6,120.99999999999997
FraB1,B1,B,Fra,7,121.20000000000002
FraB1,B1,B,Fra,8,133.6
FraB1,B1,B,Fra,9,162.29999999999998
FraB10,B10,B,Fra,0,0
FraB10,B10,B,Fra,1,14.125
FraB10,B10,B,Fra,10,164.42857142857144
FraB10,B10,B,Fra,11,187.14285714285717
FraB10,B10,B,Fra,12,179
FraB10,B10,B,Fra,13,167.28571428571428
FraB10,B10,B,Fra,14,187.14285714285717
FraB10,B10,B,Fra,2,33.875
FraB10,B10,B,Fra,3,47.75
FraB10,B10,B,Fra,4,73.57142857142858
FraB10,B10,B,Fra,5,75.57142857142858
FraB10,B10,B,Fra,6,83.71428571428572
FraB10,B10,B,Fra,7,99.42857142857144
FraB10,B10,B,Fra,8,108.57142857142856
FraB10,B10,B,Fra,9,150
FraB2,B2,B,Fra,0,0
FraB2,B2,B,Fra,1,16.5
FraB2,B2,B,Fra,10,151.2
FraB2,B2,B,Fra,11,149
FraB2,B2,B,Fra,12,211.2
FraB2,B2,B,Fra,13,269.6666666666667
FraB2,B2,B,Fra,14,307.33333333333337
FraB2,B2,B,Fra,2,40.80000000000001
FraB2,B2,B,Fra,3,56.89999999999998
FraB2,B2,B,Fra,4,69.5
FraB2,B2,B,Fra,5,97.10000000000002
FraB2,B2,B,Fra,6,92.69999999999999
FraB2,B2,B,Fra,7,115.39999999999998
FraB2,B2,B,Fra,8,110.69999999999999
FraB2,B2,B,Fra,9,129.39999999999998
FraB3,B3,B,Fra,0,0
FraB3,B3,B,Fra,1,29.80000000000001
FraB3,B3,B,Fra,10,228.20000000000002
FraB3,B3,B,Fra,11,219.6
FraB3,B3,B,Fra,12,265.70000000000005
FraB3,B3,B,Fra,13,288.1
FraB3,B3,B,Fra,14,284.20000000000005
FraB3,B3,B,Fra,2,65.20000000000002
FraB3,B3,B,Fra,3,73.4
FraB3,B3,B,Fra,4,121.9
FraB3,B3,B,Fra,5,114.79999999999998
FraB3,B3,B,Fra,6,109.29999999999998
FraB3,B3,B,Fra,7,133.20000000000002
FraB3,B3,B,Fra,8,148.20000000000002
FraB3,B3,B,Fra,9,194.1
FraB4,B4,B,Fra,0,0
