Rep,Bloc,Souche,Traitement,Piq,6,Sem,Cro
ItaPBact8,8,Italie,P,Bact,397.5,9,871.25
ItaPBact8,8,Italie,P,Bact,397.5,10,1092.75
ItaPBact8,8,Italie,P,Bact,397.5,11,1066.5
ItaPBact9,9,Italie,P,Bact,321,7,226.10000000000002
ItaPBact9,9,Italie,P,Bact,321,8,582.3333333333334
ItaPBact9,9,Italie,P,Bact,321,9,764.4444444444443
ItaPBact9,9,Italie,P,Bact,321,10,925
ItaPBact9,9,Italie,P,Bact,321,11,2145
ItaPSte1,1,Italie,P,Ste,432.3,7,367.90000000000003
ItaPSte1,1,Italie,P,Ste,432.3,8,575.7
ItaPSte1,1,Italie,P,Ste,432.3,9,725.325
ItaPSte1,1,Italie,P,Ste,432.3,10,874.7
ItaPSte1,1,Italie,P,Ste,432.3,11,1072.3666666666668
ItaPSte10,10,Italie,P,Ste,248.5,7,222.72222222222223
ItaPSte10,10,Italie,P,Ste,248.5,8,540.1666666666666
ItaPSte10,10,Italie,P,Ste,248.5,9,721.625
ItaPSte10,10,Italie,P,Ste,248.5,10,1049.3333333333333
ItaPSte10,10,Italie,P,Ste,248.5,11,1102.75
ItaPSte2,2,Italie,P,Ste,401.7,7,354.50000000000006
ItaPSte2,2,Italie,P,Ste,401.7,8,791
ItaPSte2,2,Italie,P,Ste,401.7,9,883.9666666666667
ItaPSte2,2,Italie,P,Ste,401.7,10,1017.3
ItaPSte2,2,Italie,P,Ste,401.7,11,1306.3
ItaPSte3,3,Italie,P,Ste,359.3,7,338.2
ItaPSte3,3,Italie,P,Ste,359.3,8,688.9000000000001
ItaPSte3,3,Italie,P,Ste,359.3,9,841.075
ItaPSte3,3,Italie,P,Ste,359.3,10,1107.9
ItaPSte3,3,Italie,P,Ste,359.3,11,937.7
ItaPSte4,4,Italie,P,Ste,420.3,7,321.7
ItaPSte4,4,Italie,P,Ste,420.3,8,651.5
ItaPSte4,4,Italie,P,Ste,420.3,9,844.2714285714287
ItaPSte4,4,Italie,P,Ste,420.3,10,1016.4142857142858
ItaPSte4,4,Italie,P,Ste,420.3,11,1132.7
ItaPSte5,5,Italie,P,Ste,418.3,7,290.2
ItaPSte5,5,Italie,P,Ste,418.3,8,698.7
ItaPSte5,5,Italie,P,Ste,418.3,9,790.2714285714287
ItaPSte5,5,Italie,P,Ste,418.3,10,1102.1285714285714
ItaPSte5,5,Italie,P,Ste,418.3,11,1178.2
ItaPSte6,6,Italie,P,Ste,333.8,7,297.49999999999994
ItaPSte6,6,Italie,P,Ste,333.8,8,584
ItaPSte6,6,Italie,P,Ste,333.8,9,955.9777777777779
ItaPSte6,6,Italie,P,Ste,333.8,10,1174.075
ItaPSte6,6,Italie,P,Ste,333.8,11,1121.5333333333333
ItaPSte7,7,Italie,P,Ste,401.9,7,217
ItaPSte7,7,Italie,P,Ste,401.9,8,735.1999999999999
ItaPSte7,7,Italie,P,Ste,401.9,9,924.6
ItaPSte7,7,Italie,P,Ste,401.9,10,1030.7666666666669
ItaPSte7,7,Italie,P,Ste,401.9,11,1243.1
ItaPSte8,8,Italie,P,Ste,312.8,7,204.99999999999994
ItaPSte8,8,Italie,P,Ste,312.8,8,535.5
ItaPSte8,8,Italie,P,Ste,312.8,9,662.95
ItaPSte8,8,Italie,P,Ste,312.8,10,984.3666666666668
ItaPSte8,8,Italie,P,Ste,312.8,11,567.2
ItaPSte9,9,Italie,P,Ste,278,7,192
ItaPSte9,9,Italie,P,Ste,278,8,484
ItaPSte9,9,Italie,P,Ste,278,9,788.5
ItaPSte9,9,Italie,P,Ste,278,10,1017.9000000000001
ItaPSte9,9,Italie,P,Ste,278,11,1117.8
