Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Acc,Times
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,2,64.60000000000002,2
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,4,250.80000000000007,4
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,7,256.1,7
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,9,329.4000000000001,9
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,11,471.0666666666666,11
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,14,596.6222222222221,14
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,16,675.8444444444443,16
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,18,660.9,18
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,2,96.79999999999995,2
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,4,190.89999999999998,4
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,7,178.19999999999993,7
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,9,432.9555555555555,9
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,11,348.7111111111111,11
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,14,615.4888888888889,14
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,16,665.3777777777779,16
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,18,663.3777777777779,18
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,2,-7.399999999999977,2
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,4,67.26666666666671,4
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,7,235.48888888888894,7
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,9,238.37777777777785,9
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,11,508.5000000000001,11
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,14,622.3000000000001,14
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,16,604.6,16
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,18,564.4,18
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,2,130.60000000000002,2
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,4,196.10000000000002,4
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,7,223.89999999999998,7
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,9,275.20000000000005,9
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,11,457.40000000000003,11
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,14,692.2,14
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,16,739.8,16
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,18,775.3,18
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,2,35.30000000000001,2
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,4,119.90000000000003,4
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,7,232.8,7
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,9,391.40000000000003,9
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,11,401.6,11
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,14,602.0000000000001,14
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,16,599.6999999999999,16
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,18,615.4,18
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,2,88.10000000000002,2
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,4,185.80000000000007,4
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,7,212.5,7
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,9,299.1,9
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,11,423.9,11
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,14,598.4,14
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,16,717.4000000000001,16
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,18,743.9000000000001,18
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,2,36.19999999999999,2
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,4,71.69999999999999,4
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,7,251.79999999999995,7
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,9,365.4,9
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,11,435.79999999999995,11
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,14,736.0999999999999,14
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,16,738.5,16
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,18,725,18
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,2,65.20000000000005,2
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,4,188.60000000000002,4
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,7,297.5,7
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,9,334.4,9
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,11,504.7,11
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,14,739.9000000000001,14
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,16,733.1000000000001,16
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,18,755.7,18
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,2,104.59999999999997,2
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,4,227.7,4
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,7,315.99999999999994,7
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,9,419.99999999999994,9
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,11,392.49999999999994,11
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,14,705.1000000000001,14
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,16,754.7,16
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,18,736.6000000000001,18
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,2,60.69999999999999,2
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,4,95.19999999999999,4
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,7,265.40000000000003,7
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,9,375.99999999999994,9
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,11,385.15555555555557,11
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,14,496.1,14
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,16,476.725,16
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,18,473.35,18
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,2,77.60000000000002,2
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,4,180.8222222222222,4
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,7,183.15555555555557,7
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,9,273.0444444444445,9
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,11,465.6,11
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,14,809.6999999999999,14
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,16,807.9,16
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,18,801.6999999999999,18
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,2,83.19999999999993,2
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,4,222,4
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,7,289.79999999999995,7
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,9,370.5,9
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,11,561.2666666666667,11
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,14,683.9666666666667,14
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,16,722.4666666666667,16
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,18,709.1666666666667,18
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,2,152.56666666666666,2
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,4,252.36666666666673,4
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,7,339.7666666666667,7
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,9,412.56666666666666,9
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,11,445.9,11
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,14,676.6999999999999,14
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,16,673.1777777777778,16
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,18,647.8444444444443,18
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,2,66.10000000000002,2
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,4,189,4
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,7,350.1,7
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,9,387.19999999999993,9
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,11,555.1999999999999,11
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,14,639.4,14
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,16,774.1999999999999,16
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,18,719.8000000000001,18
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,2,118,2
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,4,217.39999999999998,4
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,7,260,7
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,9,411.1,9
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,11,255.87777777777785,11
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,14,507.1,14
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,16,484.4333333333333,16
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,18,589.35,18
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,2,-27.899999999999977,2
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,4,17.800000000000068,4
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,7,69.20000000000005,7
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,9,239.4333333333334,9
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,11,514.5727272727272,11
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,14,656.7727272727273,14
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,16,693.7727272727273,16
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,18,696.6727272727273,18
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,2,145.77272727272725,2
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,4,204.67272727272723,4
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,7,302.9727272727273,7
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,9,405.0727272727272,9
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,11,386.6,11
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,14,666.8,14
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,16,698.0999999999999,16
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,18,644,18
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,2,74.39999999999998,2
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,4,196.79999999999995,4
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,7,308.5,7
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,9,346.70000000000005,9
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,11,481,11
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,14,570.8,14
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,16,703.3,16
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,18,705.9000000000001,18
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,2,87,2
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,4,136.20000000000005,4
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,7,205.60000000000002,7
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,9,437.5,9
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,11,377.59999999999997,11
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,14,727.1000000000001,14
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,16,767.4000000000001,16
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,18,742.5,18
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,2,97.19999999999999,2
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,4,208.8,4
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,7,320.59999999999997,7
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,9,327.90000000000003,9
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,11,339.6777777777778,11
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,14,426.525,14
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,16,512.0428571428571,16
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,18,505.9,18
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,2,66.29999999999995,2
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,4,149.89999999999998,4
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,7,281.65,7
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,9,289.6777777777778,9
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,11,563.7666666666668,11
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,14,702.6555555555557,14
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,16,807.1,16
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,18,854.5444444444444,18
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,2,197.4333333333334,2
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,4,249.76666666666665,4
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,7,299.65555555555557,7
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,9,459.3222222222222,9
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,11,501.79999999999995,11
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,14,755.8,14
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,16,827.3999999999999,16
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,18,775.7,18
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,2,98.09999999999991,2
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,4,181.79999999999995,4
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,7,299.79999999999995,7
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,9,433.70000000000005,9
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,11,470.3888888888889,11
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,14,673.75,14
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,16,658.625,16
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,18,633.9285714285713,18
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,2,90.5,2
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,4,194.27777777777783,4
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,7,224.6111111111111,7
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,9,343.94444444444446,9
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,11,543.3000000000001,11
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,14,734.9,14
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,16,755.1,16
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,18,742.6999999999999,18
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,2,52,2
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,4,190.20000000000005,4
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,7,305.6,7
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,9,398.9,9
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,11,480.8,11
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,14,791.3,14
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,16,790.8,16
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,18,789.2,18
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,2,87.90000000000003,2
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,4,213.3,4
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,7,329.09999999999997,7
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,9,419.7,9
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,11,416.98888888888894,11
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,14,505.1,14
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,16,556.3222222222222,16
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,18,582.3222222222222,18
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,2,31.600000000000023,2
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,4,96.10000000000002,4
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,7,131.10000000000002,7
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,9,342.4333333333334,9
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,11,231.95555555555552,11
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,14,316.51111111111106,14
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,16,354.51111111111106,16
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,18,264.775,18
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,2,17.899999999999977,2
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,4,25.5,4
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,7,171.1777777777778,7
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,9,211.62222222222215,9
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,11,583.8444444444444,11
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,14,670.2888888888889,14
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,16,714.1777777777778,16
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,18,762.0666666666667,18
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,2,111.39999999999998,2
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,4,257.51111111111106,4
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,7,243.1777777777778,7
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,9,438.62222222222215,9
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,11,463.9,11
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,14,765.5,14
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,16,820,16
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,18,818.5,18
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,2,108.60000000000002,2
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,4,231.39999999999998,4
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,7,295.4,7
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,9,380.79999999999995,9
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,11,606.8,11
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,14,721.8,14
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,16,828,16
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,18,835.875,18
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,2,136,2
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,4,338.5,4
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,7,380.9,7
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,9,479.29999999999995,9
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,11,635.8333333333333,11
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,14,840.8333333333333,14
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,16,961.7222222222222,16
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,18,940.3888888888889,18
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,2,155.60000000000002,2
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,4,215.29999999999995,4
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,7,340.5,7
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,9,494,9
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,11,469.6,11
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,14,584.6,14
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,16,725.9888888888889,16
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,18,748.8777777777779,18
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,2,111.70000000000005,2
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,4,226.80000000000007,4
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,7,282.70000000000005,7
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,9,407.6,9
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,11,406.70000000000005,11
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,14,618.3000000000001,14
