Identity,Bloc,Trt,Wound,Strain,group,Time,Mort_Acc,Times
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,4,1,4
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,7,1,7
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,9,1,9
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,11,2,11
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,14,2,14
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,16,2,16
24-Can3LevSer-B3,B3,Lev,Ser,Can,Can Ser,18,2,18
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,0,0,0
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,2,0,2
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,4,0,4
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,7,0,7
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,9,0,9
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,11,0,11
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,14,0,14
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,16,0,16
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,Ita Ste,18,0,18
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,0,0,0
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,2,0,2
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,4,0,4
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,7,0,7
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,9,0,9
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,11,0,11
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,14,0,14
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,16,0,16
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,Gre Ste,18,1,18
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,0,0,0
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,2,0,2
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,4,0,4
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,7,0,7
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,9,0,9
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,11,0,11
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,14,0,14
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,16,0,16
27-Can3BacSte-B3,B3,Bac,Ste,Can,Can Ste,18,0,18
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,0,0,0
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,2,0,2
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,4,1,4
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,7,1,7
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,9,1,9
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,11,1,11
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,14,1,14
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,16,2,16
1-Can4ConSer-B4,B4,Con,Ser,Can,Can Ser,18,2,18
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,0,0,0
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,2,0,2
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,4,0,4
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,7,2,7
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,9,2,9
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,11,2,11
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,14,2,14
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,16,3,16
2-Ita4ConSer-B4,B4,Con,Ser,Ita,Ita Ser,18,3,18
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,0,0,0
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,2,0,2
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,4,0,4
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,7,0,7
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,9,0,9
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,11,0,11
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,14,0,14
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,16,0,16
3-Gre4ConSer-B4,B4,Con,Ser,Gre,Gre Ser,18,1,18
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,0,0,0
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,2,0,2
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,4,0,4
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,7,0,7
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,9,0,9
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,11,0,11
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,14,0,14
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,16,0,16
4-Gre4BacNon-B4,B4,Bac,Non,Gre,Gre Non,18,0,18
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,0,0,0
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,2,0,2
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,4,0,4
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,7,0,7
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,9,0,9
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,11,0,11
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,14,0,14
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,16,0,16
5-Can4BacNon-B4,B4,Bac,Non,Can,Can Non,18,0,18
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,0,0,0
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,2,0,2
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,4,0,4
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,7,0,7
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,9,0,9
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,11,0,11
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,14,0,14
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,16,0,16
6-Ita4BacNon-B4,B4,Bac,Non,Ita,Ita Non,18,0,18
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,0,0,0
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,2,0,2
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,4,0,4
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,7,0,7
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,9,1,9
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,11,1,11
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,14,1,14
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,16,1,16
7-Ita4BacSte-B4,B4,Bac,Ste,Ita,Ita Ste,18,1,18
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,0,0,0
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,2,0,2
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,4,0,4
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,7,1,7
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,9,1,9
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,11,1,11
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,14,1,14
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,16,1,16
8-Can4BacSte-B4,B4,Bac,Ste,Can,Can Ste,18,1,18
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,0,0,0
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,2,0,2
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,4,0,4
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,7,0,7
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,9,0,9
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,11,0,11
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,14,0,14
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,16,0,16
9-Gre4BacSte-B4,B4,Bac,Ste,Gre,Gre Ste,18,1,18
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,0,0,0
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,2,0,2
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,4,0,4
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,7,0,7
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,9,0,9
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,11,0,11
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,14,0,14
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,16,0,16
10-Can4LevSte-B4,B4,Lev,Ste,Can,Can Ste,18,0,18
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,0,0,0
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,2,0,2
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,4,0,4
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,7,0,7
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,9,0,9
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,11,0,11
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,14,0,14
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,16,0,16
11-Gre4LevSte-B4,B4,Lev,Ste,Gre,Gre Ste,18,0,18
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,0,0,0
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,2,0,2
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,4,0,4
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,7,0,7
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,9,0,9
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,11,0,11
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,14,0,14
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,16,0,16
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,Ita Ste,18,0,18
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,0,0,0
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,2,0,2
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,4,0,4
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,7,0,7
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,9,0,9
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,11,0,11
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,14,0,14
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,16,0,16
13-Can4ConSte-B4,B4,Con,Ste,Can,Can Ste,18,0,18
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,0,0,0
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,2,0,2
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,4,1,4
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,7,1,7
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,9,1,9
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,11,1,11
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,14,1,14
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,16,1,16
14-Gre4ConSte-B4,B4,Con,Ste,Gre,Gre Ste,18,1,18
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,0,0,0
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,2,0,2
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,4,0,4
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,7,0,7
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,9,0,9
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,11,0,11
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,14,0,14
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,16,0,16
15-Ita4ConSte-B4,B4,Con,Ste,Ita,Ita Ste,18,0,18
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,0,0,0
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,2,0,2
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,4,0,4
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,7,0,7
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,9,1,9
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,11,1,11
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,14,1,14
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,16,1,16
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,Ita Ser,18,2,18
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,0,0,0
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,2,0,2
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,4,1,4
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,7,2,7
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,9,1,9
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,11,1,11
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,14,2,14
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,16,3,16
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,Gre Ser,18,3,18
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,0,0,0
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,2,0,2
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,4,0,4
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,7,1,7
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,9,1,9
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,11,1,11
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,14,1,14
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,16,1,16
18-Can4LevSer-B4,B4,Lev,Ser,Can,Can Ser,18,1,18
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,0,0,0
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,2,0,2
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,4,0,4
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,7,0,7
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,9,0,9
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,11,0,11
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,14,0,14
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,16,0,16
19-Ita4LevNon-B4,B4,Lev,Non,Ita,Ita Non,18,0,18
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,0,0,0
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,2,0,2
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,4,0,4
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,7,0,7
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,9,0,9
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,11,0,11
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,14,0,14
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,16,0,16
20-Can4LevNon-B4,B4,Lev,Non,Can,Can Non,18,0,18
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,0,0,0
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,2,0,2
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,4,0,4
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,7,0,7
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,9,0,9
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,11,0,11
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,14,0,14
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,16,0,16
21-Gre4LevNon-B4,B4,Lev,Non,Gre,Gre Non,18,0,18
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,0,0,0
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,2,0,2
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,4,0,4
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,7,1,7
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,9,1,9
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,11,1,11
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,14,1,14
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,16,1,16
22-Can4BacSer-B4,B4,Bac,Ser,Can,Can Ser,18,1,18
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,0,0,0
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,2,0,2
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,4,0,4
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,7,0,7
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,9,1,9
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,11,2,11
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,14,2,14
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,16,2,16
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,Gre Ser,18,3,18
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,0,0,0
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,2,0,2
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,4,0,4
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,7,1,7
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,9,0,9
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,11,2,11
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,14,2,14
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,16,3,16
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,Ita Ser,18,3,18
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,0,0,0
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,2,0,2
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,4,0,4
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,7,0,7
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,9,0,9
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,11,0,11
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,14,0,14
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,16,0,16
25-Ita4ConNon-B4,B4,Con,Non,Ita,Ita Non,18,0,18
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,0,0,0
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,2,0,2
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,4,0,4
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,7,0,7
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,9,0,9
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,11,0,11
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,14,0,14
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,16,0,16
26-Gre4ConNon-B4,B4,Con,Non,Gre,Gre Non,18,0,18
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,0,0,0
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,2,0,2
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,4,0,4
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,7,0,7
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,9,0,9
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,11,0,11
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,14,0,14
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,16,0,16
27-Can4ConNon-B4,B4,Con,Non,Can,Can Non,18,0,18
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,0,0,0
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,2,0,2
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,4,0,4
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,7,0,7
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,9,0,9
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,11,0,11
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,14,1,14
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,16,2,16
1-Can5LevSer-B5,B5,Lev,Ser,Can,Can Ser,18,2,18
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,0,0,0
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,2,1,2
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,4,1,4
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,7,1,7
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,9,2,9
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,11,2,11
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,14,2,14
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,16,2,16
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,Gre Ser,18,3,18
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,0,0,0
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,2,0,2
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,4,0,4
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,7,0,7
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,9,0,9
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,11,0,11
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,14,0,14
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,16,0,16
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,Ita Ser,18,0,18
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,0,0,0
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,2,0,2
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,4,0,4
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,7,0,7
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,9,0,9
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,11,0,11
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,14,1,14
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,16,2,16
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,Ita Ser,18,2,18
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,0,0,0
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,2,2,2
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,4,2,4
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,7,3,7
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,9,3,9
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,11,3,11
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,14,4,14
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,16,4,16
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,Gre Ser,18,4,18
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,0,0,0
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,2,1,2
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,4,0,4
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,7,1,7
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,9,1,9
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,11,1,11
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,14,1,14
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,16,1,16
6-Can5BacSer-B5,B5,Bac,Ser,Can,Can Ser,18,1,18
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,0,0,0
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,2,0,2
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,4,0,4
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,7,0,7
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,9,0,9
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,11,0,11
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,14,0,14
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,16,0,16
7-Ita5ConNon-B5,B5,Con,Non,Ita,Ita Non,18,0,18
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,0,0,0
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,2,0,2
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,4,0,4
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,7,0,7
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,9,0,9
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,11,0,11
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,14,0,14
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,16,0,16
