Identity,Bloc,Trt,Wound,Strain,group,Time,Mort_Acc,Times
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,11,0,11
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,14,0,14
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,16,0,16
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,18,0,18
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,0,0,0
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,2,0,2
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,4,1,4
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,7,1,7
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,9,1,9
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,11,1,11
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,14,1,14
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,16,1,16
21-Can6LevSte-B6,B6,Lev,Ste,Can,Can Ste,18,1,18
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,0,0,0
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,2,0,2
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,4,0,4
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,7,3,7
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,9,3,9
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,11,3,11
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,14,3,14
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,16,3,16
22-Ita6ConSer-B6,B6,Con,Ser,Ita,Ita Ser,18,4,18
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,0,0,0
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,2,0,2
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,4,0,4
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,7,0,7
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,9,0,9
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,11,1,11
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,14,2,14
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,16,2,16
23-Gre6ConSer-B6,B6,Con,Ser,Gre,Gre Ser,18,2,18
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,0,0,0
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,2,0,2
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,4,0,4
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,7,0,7
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,9,2,9
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,11,2,11
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,14,2,14
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,16,2,16
24-Can6ConSer-B6,B6,Con,Ser,Can,Can Ser,18,2,18
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,0,0,0
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,2,0,2
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,4,0,4
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,7,0,7
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,9,0,9
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,11,0,11
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,14,0,14
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,16,0,16
25-Gre6LevNon-B6,B6,Lev,Non,Gre,Gre Non,18,0,18
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,0,0,0
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,2,0,2
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,4,0,4
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,7,0,7
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,9,0,9
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,11,0,11
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,14,0,14
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,16,0,16
26-Ita6LevNon-B6,B6,Lev,Non,Ita,Ita Non,18,0,18
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,0,0,0
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,2,0,2
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,4,0,4
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,7,0,7
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,9,0,9
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,11,0,11
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,14,0,14
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,16,0,16
27-Can6LevNon-B6,B6,Lev,Non,Can,Can Non,18,0,18
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,0,0,0
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,2,0,2
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,4,0,4
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,7,0,7
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,9,0,9
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,11,0,11
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,14,0,14
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,16,0,16
1-Ita7BacNon-B7,B7,Bac,Non,Ita,Ita Non,18,0,18
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,0,0,0
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,2,0,2
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,4,0,4
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,7,0,7
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,9,0,9
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,11,0,11
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,14,0,14
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,16,0,16
2-Can7BacNon-B7,B7,Bac,Non,Can,Can Non,18,0,18
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,0,0,0
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,2,0,2
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,4,0,4
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,7,0,7
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,9,0,9
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,11,0,11
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,14,0,14
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,16,0,16
3-Gre7BacNon-B7,B7,Bac,Non,Gre,Gre Non,18,0,18
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,0,0,0
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,2,0,2
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,4,0,4
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,7,0,7
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,9,0,9
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,11,0,11
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,14,0,14
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,16,0,16
4-Gre7LevNon-B7,B7,Lev,Non,Gre,Gre Non,18,0,18
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,0,0,0
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,2,0,2
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,4,0,4
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,7,0,7
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,9,0,9
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,11,0,11
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,14,0,14
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,16,0,16
5-Ita7LevNon-B7,B7,Lev,Non,Ita,Ita Non,18,0,18
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,0,0,0
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,2,0,2
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,4,0,4
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,7,0,7
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,9,0,9
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,11,0,11
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,14,0,14
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,16,0,16
6-Can7LevNon-B7,B7,Lev,Non,Can,Can Non,18,0,18
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,0,0,0
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,2,0,2
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,4,0,4
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,7,0,7
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,9,0,9
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,11,0,11
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,14,0,14
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,16,0,16
7-Ita7BacSer-B7,B7,Bac,Ser,Ita,Ita Ser,18,0,18
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,0,0,0
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,2,0,2
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,4,0,4
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,7,0,7
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,9,0,9
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,11,1,11
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,14,2,14
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,16,2,16
8-Can7BacSer-B7,B7,Bac,Ser,Can,Can Ser,18,2,18
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,0,0,0
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,2,0,2
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,4,0,4
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,7,0,7
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,9,0,9
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,11,0,11
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,14,0,14
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,16,0,16
9-Gre7BacSer-B7,B7,Bac,Ser,Gre,Gre Ser,18,1,18
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,0,0,0
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,2,0,2
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,4,0,4
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,7,0,7
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,9,0,9
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,11,0,11
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,14,0,14
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,16,0,16
10-Ita7LevSte-B7,B7,Lev,Ste,Ita,Ita Ste,18,0,18
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,0,0,0
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,2,0,2
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,4,0,4
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,7,0,7
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,9,0,9
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,11,0,11
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,14,0,14
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,16,0,16
11-Can7LevSte-B7,B7,Lev,Ste,Can,Can Ste,18,0,18
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,0,0,0
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,2,0,2
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,4,0,4
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,7,0,7
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,9,0,9
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,11,0,11
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,14,0,14
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,16,0,16
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,Gre Ste,18,1,18
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,0,0,0
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,2,1,2
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,4,1,4
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,7,1,7
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,9,1,9
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,11,1,11
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,14,1,14
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,16,1,16
13-Can7BacSte-B7,B7,Bac,Ste,Can,Can Ste,18,1,18
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,0,0,0
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,2,0,2
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,4,0,4
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,7,0,7
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,9,0,9
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,11,0,11
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,14,0,14
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,16,1,16
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,Gre Ste,18,1,18
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,0,0,0
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,2,0,2
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,4,0,4
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,7,0,7
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,9,0,9
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,11,0,11
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,14,0,14
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,16,0,16
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,Ita Ste,18,0,18
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,0,0,0
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,2,0,2
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,4,0,4
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,7,0,7
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,9,0,9
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,11,0,11
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,14,0,14
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,16,0,16
16-Gre7ConNon-B7,B7,Con,Non,Gre,Gre Non,18,0,18
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,0,0,0
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,2,0,2
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,4,0,4
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,7,0,7
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,9,0,9
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,11,0,11
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,14,0,14
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,16,0,16
17-Can7ConNon-B7,B7,Con,Non,Can,Can Non,18,0,18
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,0,0,0
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,2,0,2
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,4,0,4
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,7,0,7
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,9,0,9
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,11,0,11
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,14,0,14
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,16,0,16
18-Ita7ConNon-B7,B7,Con,Non,Ita,Ita Non,18,0,18
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,0,0,0
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,2,0,2
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,4,0,4
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,7,0,7
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,9,0,9
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,11,0,11
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,14,0,14
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,16,0,16
19-Gre7ConSte-B7,B7,Con,Ste,Gre,Gre Ste,18,1,18
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,0,0,0
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,2,0,2
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,4,0,4
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,7,0,7
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,9,0,9
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,11,0,11
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,14,0,14
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,16,0,16
20-Ita7ConSte-B7,B7,Con,Ste,Ita,Ita Ste,18,0,18
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,0,0,0
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,2,0,2
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,4,0,4
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,7,0,7
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,9,0,9
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,11,0,11
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,14,0,14
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,16,0,16
21-Can7ConSte-B7,B7,Con,Ste,Can,Can Ste,18,0,18
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,0,0,0
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,2,0,2
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,4,0,4
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,7,0,7
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,9,0,9
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,11,0,11
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,14,0,14
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,16,0,16
22-Ita7ConSer-B7,B7,Con,Ser,Ita,Ita Ser,18,0,18
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,0,0,0
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,2,0,2
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,4,0,4
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,7,0,7
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,9,0,9
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,11,0,11
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,14,0,14
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,16,1,16
23-Can7ConSer-B7,B7,Con,Ser,Can,Can Ser,18,1,18
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,0,0,0
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,2,0,2
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,4,0,4
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,7,0,7
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,9,0,9
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,11,0,11
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,14,0,14
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,16,0,16
24-Gre7ConSer-B7,B7,Con,Ser,Gre,Gre Ser,18,0,18
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,0,0,0
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,2,0,2
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,4,1,4
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,7,1,7
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,9,2,9
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,11,2,11
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,14,2,14
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,16,2,16
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,Ita Ser,18,2,18
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,0,0,0
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,2,1,2
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,4,1,4
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,7,1,7
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,9,2,9
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,11,2,11
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,14,2,14
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,16,2,16
26-Can7LevSer-B7,B7,Lev,Ser,Can,Can Ser,18,3,18
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,0,0,0
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,2,0,2
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,4,0,4
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,7,0,7
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,9,0,9
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,11,0,11
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,14,0,14
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,16,0,16
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,Gre Ser,18,0,18
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,0,0,0
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,2,0,2
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,4,0,4
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,7,0,7
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,9,0,9
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,11,0,11
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,14,0,14
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,16,0,16
1-Ita8BacSte-B8,B8,Bac,Ste,Ita,Ita Ste,18,0,18
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,0,0,0
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,2,0,2
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,4,0,4
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,7,0,7
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,9,0,9
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,11,0,11
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,14,0,14
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,16,0,16
2-Can8BacSte-B8,B8,Bac,Ste,Can,Can Ste,18,0,18
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,0,0,0
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,2,0,2
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,4,0,4
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,7,0,7
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,9,0,9
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,11,0,11
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,14,0,14
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,16,0,16
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,Gre Ste,18,0,18
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,0,0,0
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,2,0,2
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,4,0,4
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,7,0,7
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,9,0,9
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,11,0,11
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,14,0,14
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,16,0,16
4-Can8ConSer-B8,B8,Con,Ser,Can,Can Ser,18,0,18
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,0,0,0
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,2,0,2
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,4,0,4
