Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Rate,Times
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,14,68.33333333333333,14
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,16,60.44444444444446,16
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,18,-10.666666666666629,18
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,2,51.866666666666674,2
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,4,29.849999999999966,4
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,7,41.73333333333335,7
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,9,76.75,9
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,11,31,11
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,14,38.333333333333336,14
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,16,70.69444444444446,16
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,18,11.444444444444457,18
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,2,37.23333333333335,2
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,4,57.55000000000001,4
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,7,18.633333333333326,7
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4729,10,472.9,Non Bac,9,62.44999999999999,9
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,11,-8.5,11
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,14,70.53333333333335,14
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,16,48.10000000000002,16
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,18,13.799999999999955,18
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,2,8.333333333333334,2
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,4,14.650000000000034,4
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,7,79.56666666666665,7
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,9,65.35000000000002,9
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,11,51.85000000000002,11
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,14,101.16666666666663,14
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,16,22.300000000000068,16
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,18,-6.5,18
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,2,21.833333333333332,2
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,4,39.05000000000001,4
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,7,49.70000000000001,7
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,9,36.14999999999998,9
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,11,19.30000000000001,11
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,14,39.0333333333333,14
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,16,3.400000000000091,16
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,18,-31.262500000000045,18
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,2,51.23333333333331,2
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,4,27.75,4
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,7,2.6000000000000227,7
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,9,147.64999999999998,9
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,11,71.35000000000002,11
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,14,57.433333333333316,14
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,16,10.550000000000011,16
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,18,-6.75,18
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,2,11.96666666666666,2
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,4,28.599999999999994,4
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,7,15,7
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,9,29.19999999999999,9
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,11,51.099999999999966,11
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,14,83.26666666666665,14
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,16,15.033333333333417,16
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,18,-6.833333333333371,18
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,2,41.366666666666674,2
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,4,51.19999999999999,4
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,7,48.76666666666665,7
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,9,3.3500000000000227,9
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,11,80.90000000000003,11
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,14,59.833333333333336,14
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,16,32.39999999999998,16
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,18,1.6000000000000227,18
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,2,29.93333333333332,2
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,4,35.950000000000045,4
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,7,12.133333333333326,7
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,9,75.64999999999998,9
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,11,55.89999999999998,11
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,14,104.90000000000002,14
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,16,16.399999999999977,16
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,18,42.572222222222194,18
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,2,45.76666666666665,2
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,4,49.19999999999999,4
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,7,13.53333333333334,7
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,9,29.30000000000001,9
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,11,18.149999999999977,11
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,14,53.53333333333334,14
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,16,104.05555555555554,16
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,18,8.444444444444457,18
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,2,17.799999999999994,2
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,4,31.19999999999999,4
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,7,26.23333333333335,7
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,9,59,9
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,11,62.599999999999966,11
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,14,27.899999999999977,14
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,16,8.550000000000068,16
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,18,11.733333333333348,18
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,2,35.73333333333333,2
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,4,28.19999999999999,4
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,7,16.033333333333342,7
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,9,85.90000000000003,9
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,11,34.77777777777777,11
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,14,84.55092592592594,14
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,16,26.875,16
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,18,2,18
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,2,55.76666666666665,2
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,4,75.44999999999999,4
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,7,8.400000000000015,7
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,9,53.5333333333333,9
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,11,53.94999999999999,11
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,14,39.70000000000001,14
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,16,36.05000000000001,16
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,18,3.1499999999999773,18
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,2,13.266666666666652,2
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,4,49.400000000000034,4
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,7,13.5,7
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,9,64.25,9
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,11,74.90000000000003,11
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,14,67.09999999999998,14
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,16,-15.5,16
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,18,1.3333333333333712,18
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,2,63.26666666666669,2
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,4,56.14999999999998,4
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,7,-2.1666666666666665,7
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,9,39.5,9
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,11,42.33333333333337,11
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,14,80.03703703703702,14
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,16,42.74305555555554,16
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,18,-12.125,18
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,2,30.033333333333342,2
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,4,33.17777777777775,4
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,7,1.4814814814814856,7
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,9,35.05555555555554,9
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,11,83.94999999999999,11
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,14,55.76666666666669,14
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,16,12.5,16
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,18,1.1499999999999773,18
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,2,38.033333333333324,2
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,4,37.60000000000002,4
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,7,26.200000000000006,7
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,9,5.75,9
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,11,31.5,11
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,14,48.46666666666666,14
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,16,17.19999999999999,16
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,18,5.899999999999977,18
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,2,36.09999999999999,2
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,4,30,4
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,7,8.866666666666674,7
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,9,20.150000000000034,9
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,11,33.19999999999999,11
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,14,106.23333333333335,14
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,16,7.5499999999999545,16
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,18,-2.1499999999999773,18
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,2,59.73333333333333,2
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,4,66.75,4
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,7,13.599999999999985,7
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,9,12.150000000000034,9
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,11,42.05000000000001,11
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,14,34.09999999999999,14
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,16,29.399999999999977,16
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,18,36.5,18
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,2,41.99999999999998,2
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,4,24.450000000000045,4
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,7,24.76666666666665,7
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,9,60.19999999999999,9
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,11,64.25,11
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,14,18.583333333333332,14
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,16,1.4375,16
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,18,37.375,18
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,2,10.666666666666666,2
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,4,11.277777777777771,4
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,7,14.925925925925943,7
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,9,66.39583333333331,9
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,11,50.950000000000045,11
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,14,97.66666666666667,14
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,16,-3.6000000000000227,16
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,18,-20.649999999999977,18
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,2,53.333333333333336,2
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,4,83.44999999999999,4
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,7,4.2333333333333485,7
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,9,78.14999999999998,9
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,11,106.70000000000005,11
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,14,48.237037037037,14
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,16,6.611111111111086,16
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,18,-1.7777777777777146,18
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,2,33.43333333333336,2
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,4,56.049999999999955,4
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,7,42.30000000000003,7
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,9,41.14999999999998,9
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,11,56.80000000000001,11
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,14,71.56666666666668,14
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,16,4.850000000000023,16
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,18,-14.150000000000091,18
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,2,46.86666666666664,2
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,4,51.75,4
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,7,23.133333333333365,7
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,9,58.099999999999966,9
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,11,7.5,11
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,14,78.20833333333333,14
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,16,37.41666666666663,16
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,18,80.6833333333334,18
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,2,-0.16666666666666666,2
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,4,5.800000000000011,4
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,7,84.34166666666665,7
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,9,-19.375,9
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,11,12.100000000000023,11
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,14,67.25925925925928,14
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,16,-11.277777777777828,16
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,18,2.013888888888914,18
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,2,37.03333333333334,2
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,4,24.19999999999999,4
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,7,18.366666666666674,7
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,9,83.14999999999998,9
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,11,109.90000000000003,11
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,14,55.5,14
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,16,1.3500000000000227,16
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,18,-0.75,18
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,2,26.133333333333326,2
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,4,60.44999999999999,4
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,7,18.133333333333365,7
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,9,33.849999999999966,9
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,11,35.900000000000034,11
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,14,87.46666666666663,14
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,16,0.6000000000000227,16
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,18,-13.049999999999955,18
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,2,18.899999999999977,2
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,4,48.75,4
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,7,54.9666666666667,7
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,9,29.599999999999966,9
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,11,26.22222222222217,11
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,14,43.74074074074076,14
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,16,39.88888888888886,16
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,18,-7.4444444444444,18
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,2,20.600000000000005,2
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,4,35.061111111111074,4
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,7,23.888888888888914,7
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,9,26.944444444444457,9
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,11,52.16666666666663,11
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,14,48.22222222222221,14
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,16,18.1111111111112,16
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,18,11.833333333333258,18
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,2,46.614814814814814,2
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,4,25.111111111111086,4
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,7,13.481481481481486,7
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,9,65.11111111111114,9
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,11,100.14999999999998,11
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,14,13.933333333333318,14
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,16,35.35000000000002,16
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,18,76.10000000000002,18
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,2,40.63333333333335,2
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,4,43.30000000000001,4
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,7,27.633333333333326,7
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,9,34.44999999999999,9
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,11,39.299999999999955,11
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,14,110.80000000000003,14
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,16,29.949999999999932,16
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,18,-3.5499999999999545,18
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,2,14.233333333333348,2
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,4,71.89999999999998,4
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,7,56.9666666666667,7
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,9,42.25,9
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,11,40.5,11
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,14,77.16666666666667,14
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,16,1.5625,16
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,18,-13.8125,18
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,2,41.833333333333336,2
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,4,41.10000000000002,4
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,7,33.725925925925935,7
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,9,1.1111111111110858,9
