Identity,Bloc,Trt,Wound,Strain,Time,Initial_Mass,Initial_Number,Initial_Mean,Mean,group,Mort_Acc,Times,Biomass
3-Can9ConSer-B9,B9,Con,Ser,Can,14,3755,10,375.5,842.4444444444445,Can Ser,1,14,7582
3-Can9ConSer-B9,B9,Con,Ser,Can,16,3755,10,375.5,967.7777777777778,Can Ser,1,16,8710
3-Can9ConSer-B9,B9,Con,Ser,Can,18,3755,10,375.5,985.3333333333334,Can Ser,1,18,8868
3-Can9ConSer-B9,B9,Con,Ser,Can,2,3755,10,375.5,404.8,Can Ser,0,2,4048
3-Can9ConSer-B9,B9,Con,Ser,Can,4,3755,10,375.5,456.6,Can Ser,0,4,4566
3-Can9ConSer-B9,B9,Con,Ser,Can,7,3755,10,375.5,566.7,Can Ser,0,7,5667
3-Can9ConSer-B9,B9,Con,Ser,Can,9,3755,10,375.5,644.2,Can Ser,0,9,6442
3-Gre10LevNon-B10,B10,Lev,Non,Gre,0,5793,10,579.3,579.3,Gre Non,0,0,5793
3-Gre10LevNon-B10,B10,Lev,Non,Gre,11,5793,10,579.3,1274,Gre Non,0,11,12740
3-Gre10LevNon-B10,B10,Lev,Non,Gre,14,5793,10,579.3,1394.9,Gre Non,0,14,13949
3-Gre10LevNon-B10,B10,Lev,Non,Gre,16,5793,10,579.3,1428.9,Gre Non,0,16,14289
3-Gre10LevNon-B10,B10,Lev,Non,Gre,18,5793,10,579.3,1432.7777777777778,Gre Non,0,18,14327.777777777777
3-Gre10LevNon-B10,B10,Lev,Non,Gre,2,5793,10,579.3,704.1,Gre Non,0,2,7041
3-Gre10LevNon-B10,B10,Lev,Non,Gre,4,5793,10,579.3,834.7,Gre Non,0,4,8347
3-Gre10LevNon-B10,B10,Lev,Non,Gre,7,5793,10,579.3,965.3,Gre Non,0,7,9653
3-Gre10LevNon-B10,B10,Lev,Non,Gre,9,5793,10,579.3,1093.7,Gre Non,0,9,10937
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,0,6762,10,676.2,676.2,Gre Ser,0,0,6762
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,11,6762,10,676.2,1083.5555555555557,Gre Ser,1,11,9752
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,14,6762,10,676.2,1171.7777777777778,Gre Ser,1,14,10546
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,16,6762,10,676.2,1114,Gre Ser,1,16,10026
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,18,6762,10,676.2,1122.5714285714287,Gre Ser,1,18,10103.142857142859
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,2,6762,10,676.2,712.4,Gre Ser,0,2,7124
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,4,6762,10,676.2,782.3,Gre Ser,0,4,7823
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,7,6762,10,676.2,866.2,Gre Ser,0,7,8662
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,9,6762,10,676.2,911.5,Gre Ser,0,9,9115
3-Gre4ConSer-B4,B4,Con,Ser,Gre,0,5185,10,518.5,518.5,Gre Ser,0,0,5185
3-Gre4ConSer-B4,B4,Con,Ser,Gre,11,5185,10,518.5,899.7,Gre Ser,0,11,8997
3-Gre4ConSer-B4,B4,Con,Ser,Gre,14,5185,10,518.5,917.3,Gre Ser,0,14,9173
3-Gre4ConSer-B4,B4,Con,Ser,Gre,16,5185,10,518.5,1053.2,Gre Ser,0,16,10532
3-Gre4ConSer-B4,B4,Con,Ser,Gre,18,5185,10,518.5,1174.5555555555557,Gre Ser,1,18,10571
3-Gre4ConSer-B4,B4,Con,Ser,Gre,2,5185,10,518.5,587.1,Gre Ser,0,2,5871
3-Gre4ConSer-B4,B4,Con,Ser,Gre,4,5185,10,518.5,642.7,Gre Ser,0,4,6427
3-Gre4ConSer-B4,B4,Con,Ser,Gre,7,5185,10,518.5,694.9,Gre Ser,0,7,6949
3-Gre4ConSer-B4,B4,Con,Ser,Gre,9,5185,10,518.5,834.5,Gre Ser,0,9,8345
3-Gre7BacNon-B7,B7,Bac,Non,Gre,0,5852,10,585.2,585.2,Gre Non,0,0,5852
3-Gre7BacNon-B7,B7,Bac,Non,Gre,11,5852,10,585.2,1068.5,Gre Non,0,11,10685
3-Gre7BacNon-B7,B7,Bac,Non,Gre,14,5852,10,585.2,1394.3333333333333,Gre Non,0,14,13943.333333333332
3-Gre7BacNon-B7,B7,Bac,Non,Gre,16,5852,10,585.2,1435,Gre Non,0,16,14350
3-Gre7BacNon-B7,B7,Bac,Non,Gre,18,5852,10,585.2,1427.6666666666667,Gre Non,0,18,14276.666666666668
3-Gre7BacNon-B7,B7,Bac,Non,Gre,2,5852,10,585.2,721.7,Gre Non,0,2,7217
3-Gre7BacNon-B7,B7,Bac,Non,Gre,4,5852,10,585.2,843.4,Gre Non,0,4,8434
3-Gre7BacNon-B7,B7,Bac,Non,Gre,7,5852,10,585.2,922.9,Gre Non,0,7,9229
3-Gre7BacNon-B7,B7,Bac,Non,Gre,9,5852,10,585.2,1013.7,Gre Non,0,9,10137
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,0,6191,10,619.1,619.1,Gre Ste,0,0,6191
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,11,6191,10,619.1,1131,Gre Ste,0,11,11310
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,14,6191,10,619.1,1290.2,Gre Ste,0,14,12902
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,16,6191,10,619.1,1299.6,Gre Ste,0,16,12996
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,18,6191,10,619.1,1315.8,Gre Ste,0,18,13158
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,2,6191,10,619.1,722.9,Gre Ste,0,2,7229
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,4,6191,10,619.1,818.3,Gre Ste,0,4,8183
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,7,6191,10,619.1,864.2,Gre Ste,0,7,8642
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,9,6191,10,619.1,1002.6,Gre Ste,0,9,10026
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,0,6915,10,691.5,691.5,Ita Ser,0,0,6915
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,11,6915,10,691.5,1120.7,Ita Ser,0,11,11207
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,14,6915,10,691.5,1200.2,Ita Ser,0,14,12002
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,16,6915,10,691.5,1222.4,Ita Ser,0,16,12224
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,18,6915,10,691.5,1208.5,Ita Ser,0,18,12085
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,2,6915,10,691.5,767.6,Ita Ser,0,2,7676
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,4,6915,10,691.5,855,Ita Ser,0,4,8550
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,7,6915,10,691.5,891,Ita Ser,0,7,8910
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,9,6915,10,691.5,1026.3,Ita Ser,0,9,10263
4-Can10LevSer-B10,B10,Lev,Ser,Can,0,3856,10,385.6,385.6,Can Ser,0,0,3856
4-Can10LevSer-B10,B10,Lev,Ser,Can,11,3856,10,385.6,624.2,Can Ser,0,11,6242
4-Can10LevSer-B10,B10,Lev,Ser,Can,14,3856,10,385.6,641,Can Ser,0,14,6410
4-Can10LevSer-B10,B10,Lev,Ser,Can,16,3856,10,385.6,690.2,Can Ser,0,16,6902
4-Can10LevSer-B10,B10,Lev,Ser,Can,18,3856,10,385.6,703,Can Ser,0,18,7030
4-Can10LevSer-B10,B10,Lev,Ser,Can,2,3856,10,385.6,425.8,Can Ser,0,2,4258
4-Can10LevSer-B10,B10,Lev,Ser,Can,4,3856,10,385.6,464.8,Can Ser,0,4,4648
4-Can10LevSer-B10,B10,Lev,Ser,Can,7,3856,10,385.6,511,Can Ser,0,7,5110
4-Can10LevSer-B10,B10,Lev,Ser,Can,9,3856,10,385.6,563,Can Ser,0,9,5630
4-Can1ConSer-B1,B1,Con,Ser,Can,0,4854,10,485.4,485.4,Can Ser,0,0,4854
4-Can1ConSer-B1,B1,Con,Ser,Can,11,4854,10,485.4,834.375,Can Ser,2,11,6675
4-Can1ConSer-B1,B1,Con,Ser,Can,14,4854,10,485.4,886.375,Can Ser,2,14,7091
4-Can1ConSer-B1,B1,Con,Ser,Can,16,4854,10,485.4,871.125,Can Ser,2,16,6969
4-Can1ConSer-B1,B1,Con,Ser,Can,18,4854,10,485.4,847.5,Can Ser,2,18,6780
4-Can1ConSer-B1,B1,Con,Ser,Can,2,4854,10,485.4,497.5,Can Ser,0,2,4975
4-Can1ConSer-B1,B1,Con,Ser,Can,4,4854,10,485.4,550.4,Can Ser,0,4,5504
4-Can1ConSer-B1,B1,Con,Ser,Can,7,4854,10,485.4,591.3333333333334,Can Ser,1,7,5322
4-Can1ConSer-B1,B1,Con,Ser,Can,9,4854,10,485.4,703.4444444444445,Can Ser,1,9,6331
4-Can3LevNon-B3,B3,Lev,Non,Can,0,5136,10,513.6,513.6,Can Non,0,0,5136
4-Can3LevNon-B3,B3,Lev,Non,Can,11,5136,10,513.6,998.5,Can Non,0,11,9985
4-Can3LevNon-B3,B3,Lev,Non,Can,14,5136,10,513.6,1268.888888888889,Can Non,0,14,12688.888888888889
4-Can3LevNon-B3,B3,Lev,Non,Can,16,5136,10,513.6,1266,Can Non,0,16,12660
4-Can3LevNon-B3,B3,Lev,Non,Can,18,5136,10,513.6,1239.4444444444443,Can Non,0,18,12394.444444444443
4-Can3LevNon-B3,B3,Lev,Non,Can,2,5136,10,513.6,652.1,Can Non,0,2,6521
4-Can3LevNon-B3,B3,Lev,Non,Can,4,5136,10,513.6,733.4,Can Non,0,4,7334
4-Can3LevNon-B3,B3,Lev,Non,Can,7,5136,10,513.6,808.1,Can Non,0,7,8081
4-Can3LevNon-B3,B3,Lev,Non,Can,9,5136,10,513.6,896.9,Can Non,0,9,8969
4-Can8ConSer-B8,B8,Con,Ser,Can,0,4310,10,431,431,Can Ser,0,0,4310
4-Can8ConSer-B8,B8,Con,Ser,Can,11,4310,10,431,670.6,Can Ser,0,11,6706
4-Can8ConSer-B8,B8,Con,Ser,Can,14,4310,10,431,739,Can Ser,0,14,7390
4-Can8ConSer-B8,B8,Con,Ser,Can,16,4310,10,431,729.5,Can Ser,0,16,7295
4-Can8ConSer-B8,B8,Con,Ser,Can,18,4310,10,431,746.5,Can Ser,0,18,7465
4-Can8ConSer-B8,B8,Con,Ser,Can,2,4310,10,431,490.4,Can Ser,0,2,4904
4-Can8ConSer-B8,B8,Con,Ser,Can,4,4310,10,431,557.1,Can Ser,0,4,5571
4-Can8ConSer-B8,B8,Con,Ser,Can,7,4310,10,431,515.7,Can Ser,0,7,5157
4-Can8ConSer-B8,B8,Con,Ser,Can,9,4310,10,431,625.7,Can Ser,0,9,6257
4-Gre4BacNon-B4,B4,Bac,Non,Gre,0,5792,10,579.2,579.2,Gre Non,0,0,5792
4-Gre4BacNon-B4,B4,Bac,Non,Gre,11,5792,10,579.2,1116.4,Gre Non,0,11,11164
4-Gre4BacNon-B4,B4,Bac,Non,Gre,14,5792,10,579.2,1220.4,Gre Non,0,14,12204
4-Gre4BacNon-B4,B4,Bac,Non,Gre,16,5792,10,579.2,1312.888888888889,Gre Non,0,16,13128.888888888889
4-Gre4BacNon-B4,B4,Bac,Non,Gre,18,5792,10,579.2,1323,Gre Non,0,18,13230
4-Gre4BacNon-B4,B4,Bac,Non,Gre,2,5792,10,579.2,658.8,Gre Non,0,2,6588
4-Gre4BacNon-B4,B4,Bac,Non,Gre,4,5792,10,579.2,780.5,Gre Non,0,4,7805
4-Gre4BacNon-B4,B4,Bac,Non,Gre,7,5792,10,579.2,826.9,Gre Non,0,7,8269
4-Gre4BacNon-B4,B4,Bac,Non,Gre,9,5792,10,579.2,1036.5,Gre Non,0,9,10365
4-Gre7LevNon-B7,B7,Lev,Non,Gre,0,6811,10,681.1,681.1,Gre Non,0,0,6811
4-Gre7LevNon-B7,B7,Lev,Non,Gre,11,6811,10,681.1,1260.9,Gre Non,0,11,12609
4-Gre7LevNon-B7,B7,Lev,Non,Gre,14,6811,10,681.1,1390.4,Gre Non,0,14,13904
4-Gre7LevNon-B7,B7,Lev,Non,Gre,16,6811,10,681.1,1364.3,Gre Non,0,16,13643
4-Gre7LevNon-B7,B7,Lev,Non,Gre,18,6811,10,681.1,1323.1666666666667,Gre Non,0,18,13231.666666666668
4-Gre7LevNon-B7,B7,Lev,Non,Gre,2,6811,10,681.1,870.6,Gre Non,0,2,8706
4-Gre7LevNon-B7,B7,Lev,Non,Gre,4,6811,10,681.1,932.4,Gre Non,0,4,9324
4-Gre7LevNon-B7,B7,Lev,Non,Gre,7,6811,10,681.1,1020.4,Gre Non,0,7,10204
4-Gre7LevNon-B7,B7,Lev,Non,Gre,9,6811,10,681.1,1197,Gre Non,0,9,11970
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,0,6684,10,668.4,668.4,Gre Ser,0,0,6684
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,11,6684,10,668.4,1148.7777777777778,Gre Ser,1,11,10339
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,14,6684,10,668.4,1268.3333333333333,Gre Ser,1,14,11415
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,16,6684,10,668.4,1232.7777777777778,Gre Ser,1,16,11095
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,18,6684,10,668.4,1232.111111111111,Gre Ser,1,18,11089
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,2,6684,10,668.4,771.8,Gre Ser,0,2,7718
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,4,6684,10,668.4,928,Gre Ser,1,4,8352
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,7,6684,10,668.4,911.3333333333334,Gre Ser,1,7,8202
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,9,6684,10,668.4,1072.7777777777778,Gre Ser,1,9,9655
4-Ita2LevNon-B2,B2,Lev,Non,Ita,0,6305,10,630.5,630.5,Ita Non,0,0,6305
4-Ita2LevNon-B2,B2,Lev,Non,Ita,11,6305,10,630.5,1204.2,Ita Non,0,11,12042
4-Ita2LevNon-B2,B2,Lev,Non,Ita,14,6305,10,630.5,1361.5555555555557,Ita Non,1,14,12254
4-Ita2LevNon-B2,B2,Lev,Non,Ita,16,6305,10,630.5,1378.5555555555557,Ita Non,1,16,12407
4-Ita2LevNon-B2,B2,Lev,Non,Ita,18,6305,10,630.5,1229.2,Ita Non,0,18,12292
4-Ita2LevNon-B2,B2,Lev,Non,Ita,2,6305,10,630.5,792.2,Ita Non,0,2,7922
4-Ita2LevNon-B2,B2,Lev,Non,Ita,4,6305,10,630.5,903.9,Ita Non,0,4,9039
4-Ita2LevNon-B2,B2,Lev,Non,Ita,7,6305,10,630.5,924.9,Ita Non,0,7,9249
4-Ita2LevNon-B2,B2,Lev,Non,Ita,9,6305,10,630.5,1070.2,Ita Non,0,9,10702
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,0,5950,10,595,595,Ita Ser,0,0,5950
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,11,5950,10,595,908.3,Ita Ser,0,11,9083
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,14,5950,10,595,983.4444444444445,Ita Ser,1,14,8851
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,16,5950,10,595,1068.875,Ita Ser,2,16,8551
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,18,5950,10,595,1092.125,Ita Ser,2,18,8737
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,2,5950,10,595,637.7,Ita Ser,0,2,6377
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,4,5950,10,595,709.1,Ita Ser,0,4,7091
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,7,5950,10,595,710.5,Ita Ser,0,7,7105
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,9,5950,10,595,780.1,Ita Ser,0,9,7801
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,0,3525,10,352.5,352.5,Ita Ser,0,0,3525
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,11,3525,10,352.5,540.5714285714286,Ita Ser,3,11,3784
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,14,3525,10,352.5,692.5714285714286,Ita Ser,3,14,4848
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,16,3525,10,352.5,705.7142857142857,Ita Ser,3,16,4940
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,18,3525,10,352.5,729,Ita Ser,3,18,5103
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,2,3525,10,352.5,362.6666666666667,Ita Ser,1,2,3264
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,4,3525,10,352.5,426.375,Ita Ser,2,4,3411
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,7,3525,10,352.5,491.125,Ita Ser,2,7,3929
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,9,3525,10,352.5,508.2857142857143,Ita Ser,3,9,3558
5-Can2LevNon-B2,B2,Lev,Non,Can,0,5291,9,587.8888888888889,587.8888888888889,Can Non,0,0,5878.888888888889
5-Can2LevNon-B2,B2,Lev,Non,Can,11,5291,9,587.8888888888889,1123.8,Can Non,0,11,11238
5-Can2LevNon-B2,B2,Lev,Non,Can,14,5291,9,587.8888888888889,1245,Can Non,0,14,12450
5-Can2LevNon-B2,B2,Lev,Non,Can,16,5291,9,587.8888888888889,1256.9,Can Non,0,16,12569
5-Can2LevNon-B2,B2,Lev,Non,Can,18,5291,9,587.8888888888889,1235.7,Can Non,0,18,12357
5-Can2LevNon-B2,B2,Lev,Non,Can,2,5291,9,587.8888888888889,706.7,Can Non,0,2,7067
5-Can2LevNon-B2,B2,Lev,Non,Can,4,5291,9,587.8888888888889,807,Can Non,0,4,8070
5-Can2LevNon-B2,B2,Lev,Non,Can,7,5291,9,587.8888888888889,887.3,Can Non,0,7,8873
5-Can2LevNon-B2,B2,Lev,Non,Can,9,5291,9,587.8888888888889,990.1,Can Non,0,9,9901
5-Can4BacNon-B4,B4,Bac,Non,Can,0,4300,10,430,430,Can Non,0,0,4300
5-Can4BacNon-B4,B4,Bac,Non,Can,11,4300,10,430,840.6,Can Non,0,11,8406
5-Can4BacNon-B4,B4,Bac,Non,Can,14,4300,10,430,1089.8,Can Non,0,14,10898
5-Can4BacNon-B4,B4,Bac,Non,Can,16,4300,10,430,1160.1,Can Non,0,16,11601
5-Can4BacNon-B4,B4,Bac,Non,Can,18,4300,10,430,1144.4,Can Non,0,18,11444
5-Can4BacNon-B4,B4,Bac,Non,Can,2,4300,10,430,468.4,Can Non,0,2,4684
5-Can4BacNon-B4,B4,Bac,Non,Can,4,4300,10,430,602.9,Can Non,0,4,6029
5-Can4BacNon-B4,B4,Bac,Non,Can,7,4300,10,430,716.1,Can Non,0,7,7161
5-Can4BacNon-B4,B4,Bac,Non,Can,9,4300,10,430,753.8,Can Non,0,9,7538
5-Can9LevSer-B9,B9,Lev,Ser,Can,0,3079,10,307.9,307.9,Can Ser,0,0,3079
5-Can9LevSer-B9,B9,Lev,Ser,Can,11,3079,10,307.9,786.3333333333334,Can Ser,1,11,7077
5-Can9LevSer-B9,B9,Lev,Ser,Can,14,3079,10,307.9,863.2222222222222,Can Ser,1,14,7769
5-Can9LevSer-B9,B9,Lev,Ser,Can,16,3079,10,307.9,1021,Can Ser,1,16,9189
5-Can9LevSer-B9,B9,Lev,Ser,Can,18,3079,10,307.9,1071.6666666666667,Can Ser,1,18,9645
5-Can9LevSer-B9,B9,Lev,Ser,Can,2,3079,10,307.9,399.8,Can Ser,0,2,3998
5-Can9LevSer-B9,B9,Lev,Ser,Can,4,3079,10,307.9,436.1,Can Ser,0,4,4361
5-Can9LevSer-B9,B9,Lev,Ser,Can,7,3079,10,307.9,536.5,Can Ser,0,7,5365
5-Can9LevSer-B9,B9,Lev,Ser,Can,9,3079,10,307.9,690.9,Can Ser,0,9,6909
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,0,5483,10,548.3,548.3,Gre Ser,0,0,5483
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,11,5483,10,548.3,856.2,Gre Ser,0,11,8562
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,14,5483,10,548.3,956.5,Gre Ser,0,14,9565
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,16,5483,10,548.3,1066.6666666666667,Gre Ser,1,16,9600
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,18,5483,10,548.3,1062.7777777777778,Gre Ser,1,18,9565
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,2,5483,10,548.3,599.9,Gre Ser,0,2,5999
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,4,5483,10,548.3,660.4,Gre Ser,0,4,6604
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,7,5483,10,548.3,710.3,Gre Ser,0,7,7103
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,9,5483,10,548.3,770.5,Gre Ser,0,9,7705
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,0,6137,10,613.7,613.7,Gre Ser,0,0,6137
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,11,6137,10,613.7,1073.7142857142858,Gre Ser,3,11,7516
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,14,6137,10,613.7,1187.5,Gre Ser,4,14,7125
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,16,6137,10,613.7,1297.5,Gre Ser,4,16,7785
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,18,6137,10,613.7,1344.8333333333333,Gre Ser,4,18,8069
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,2,6137,10,613.7,699.75,Gre Ser,2,2,5598
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,4,6137,10,613.7,772.375,Gre Ser,2,4,6179
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,7,6137,10,613.7,815,Gre Ser,3,7,5705
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,9,6137,10,613.7,1006.2857142857143,Gre Ser,3,9,7044
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,0,5185,10,518.5,518.5,Gre Ser,0,0,5185
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,11,5185,10,518.5,979.1111111111111,Gre Ser,1,11,8812
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,14,5185,10,518.5,1118.111111111111,Gre Ser,1,14,10063
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,16,5185,10,518.5,1183.2222222222222,Gre Ser,1,16,10649
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,18,5185,10,518.5,1189.2222222222222,Gre Ser,1,18,10703
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,2,5185,10,518.5,572.4,Gre Ser,0,2,5724
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,4,5185,10,518.5,660.6,Gre Ser,0,4,6606
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,7,5185,10,518.5,697,Gre Ser,1,7,6273
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,9,5185,10,518.5,848,Gre Ser,1,9,7632
5-Ita1ConSer-B1,B1,Con,Ser,Ita,0,5674,10,567.4,567.4,Ita Ser,0,0,5674
5-Ita1ConSer-B1,B1,Con,Ser,Ita,11,5674,10,567.4,955.1428571428571,Ita Ser,3,11,6686
5-Ita1ConSer-B1,B1,Con,Ser,Ita,14,5674,10,567.4,1133.4285714285713,Ita Ser,3,14,7933.999999999999
5-Ita1ConSer-B1,B1,Con,Ser,Ita,16,5674,10,567.4,1135.4285714285713,Ita Ser,3,16,7947.999999999999
5-Ita1ConSer-B1,B1,Con,Ser,Ita,18,5674,10,567.4,1135.4285714285713,Ita Ser,3,18,7947.999999999999
5-Ita1ConSer-B1,B1,Con,Ser,Ita,2,5674,10,567.4,640.1,Ita Ser,0,2,6401
5-Ita1ConSer-B1,B1,Con,Ser,Ita,4,5674,10,567.4,696.8,Ita Ser,0,4,6968
5-Ita1ConSer-B1,B1,Con,Ser,Ita,7,5674,10,567.4,823.4285714285714,Ita Ser,3,7,5764
5-Ita1ConSer-B1,B1,Con,Ser,Ita,9,5674,10,567.4,911.4285714285714,Ita Ser,3,9,6380
5-Ita3LevNon-B3,B3,Lev,Non,Ita,0,6691,10,669.1,669.1,Ita Non,0,0,6691
5-Ita3LevNon-B3,B3,Lev,Non,Ita,11,6691,10,669.1,1106.5,Ita Non,0,11,11065
5-Ita3LevNon-B3,B3,Lev,Non,Ita,14,6691,10,669.1,1216.2222222222222,Ita Non,0,14,12162.222222222223
5-Ita3LevNon-B3,B3,Lev,Non,Ita,16,6691,10,669.1,1307.5555555555557,Ita Non,0,16,13075.555555555557
5-Ita3LevNon-B3,B3,Lev,Non,Ita,18,6691,10,669.1,1298.625,Ita Non,0,18,12986.25
5-Ita3LevNon-B3,B3,Lev,Non,Ita,2,6691,10,669.1,744.9,Ita Non,0,2,7449
5-Ita3LevNon-B3,B3,Lev,Non,Ita,4,6691,10,669.1,797.5,Ita Non,0,4,7975
5-Ita3LevNon-B3,B3,Lev,Non,Ita,7,6691,10,669.1,916.6,Ita Non,0,7,9166
5-Ita3LevNon-B3,B3,Lev,Non,Ita,9,6691,10,669.1,1045.6,Ita Non,0,9,10456
5-Ita7LevNon-B7,B7,Lev,Non,Ita,0,6141,10,614.1,614.1,Ita Non,0,0,6141
5-Ita7LevNon-B7,B7,Lev,Non,Ita,11,6141,10,614.1,1041.5,Ita Non,0,11,10415
5-Ita7LevNon-B7,B7,Lev,Non,Ita,14,6141,10,614.1,1272.9,Ita Non,0,14,12729
5-Ita7LevNon-B7,B7,Lev,Non,Ita,16,6141,10,614.1,1264.8,Ita Non,0,16,12648
5-Ita7LevNon-B7,B7,Lev,Non,Ita,18,6141,10,614.1,1246.3333333333333,Ita Non,0,18,12463.333333333332
5-Ita7LevNon-B7,B7,Lev,Non,Ita,2,6141,10,614.1,742.6,Ita Non,0,2,7426
5-Ita7LevNon-B7,B7,Lev,Non,Ita,4,6141,10,614.1,795.8,Ita Non,0,4,7958
5-Ita7LevNon-B7,B7,Lev,Non,Ita,7,6141,10,614.1,817.4,Ita Non,0,7,8174
5-Ita7LevNon-B7,B7,Lev,Non,Ita,9,6141,10,614.1,918.5,Ita Non,0,9,9185
5-Ita8ConSer-B8,B8,Con,Ser,Ita,0,5402,10,540.2,540.2,Ita Ser,0,0,5402
5-Ita8ConSer-B8,B8,Con,Ser,Ita,11,5402,10,540.2,973.4,Ita Ser,0,11,9734
5-Ita8ConSer-B8,B8,Con,Ser,Ita,14,5402,10,540.2,1081.75,Ita Ser,1,14,9735.75
5-Ita8ConSer-B8,B8,Con,Ser,Ita,16,5402,10,540.2,1094.125,Ita Ser,1,16,9847.125
5-Ita8ConSer-B8,B8,Con,Ser,Ita,18,5402,10,540.2,1094.625,Ita Ser,1,18,9851.625
5-Ita8ConSer-B8,B8,Con,Ser,Ita,2,5402,10,540.2,599.2,Ita Ser,0,2,5992
5-Ita8ConSer-B8,B8,Con,Ser,Ita,4,5402,10,540.2,730.5,Ita Ser,0,4,7305
5-Ita8ConSer-B8,B8,Con,Ser,Ita,7,5402,10,540.2,764.1,Ita Ser,0,7,7641
5-Ita8ConSer-B8,B8,Con,Ser,Ita,9,5402,10,540.2,882.8,Ita Ser,0,9,8828
6-Can5BacSer-B5,B5,Bac,Ser,Can,0,4873,10,487.3,487.3,Can Ser,0,0,4873
