Identity,Bloc,Trt,Wound,Strain,Day,Initial_Mass,Mass,Initial_Number,Number,Mean,Survival,True_Mass
25-Gre9ConNon-B9,B9,Con,Non,Gre,4,4693,6612,10,10,661.2,10,6612
25-Gre9ConNon-B9,B9,Con,Non,Gre,7,4693,7453,10,10,745.3,10,7453
25-Gre9ConNon-B9,B9,Con,Non,Gre,9,4693,9037,10,10,903.7,10,9037
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,11,3703,5958,10,9,662,9,5958
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,14,3703,6492,10,9,721.3333333333334,9,6492
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,16,3703,6151,10,8,768.875,8,6151
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,18,3703,6322,10,8,790.25,8,6322
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,2,3703,4057,10,10,405.7,10,4057
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,4,3703,4094,10,9,454.8888888888889,9,4094
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,7,3703,4511,10,9,501.22222222222223,9,4511
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,9,3703,4915,10,9,546.1111111111111,9,4915
25-Ita2BacNon-B2,B2,Bac,Non,Ita,11,4981,9621,10,10,962.1,10,9621
25-Ita2BacNon-B2,B2,Bac,Non,Ita,14,4981,11553,10,10,1155.3,10,11553
25-Ita2BacNon-B2,B2,Bac,Non,Ita,16,4981,12332,10,10,1233.2,10,12332
25-Ita2BacNon-B2,B2,Bac,Non,Ita,18,4981,12756,10,10,1275.6,10,12756
25-Ita2BacNon-B2,B2,Bac,Non,Ita,2,4981,5431,10,10,543.1,10,5431
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4,4981,6305,10,10,630.5,10,6305
25-Ita2BacNon-B2,B2,Bac,Non,Ita,7,4981,7482,10,10,748.2,10,7482
25-Ita2BacNon-B2,B2,Bac,Non,Ita,9,4981,9007,10,10,900.7,10,9007
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,11,6006,11366,10,10,1136.6,10,11366
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,14,6006,13654,10,10,1365.4,10,13654
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,16,6006,13955,10,10,1395.5,10,13955
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,18,6006,13870,10,10,1387,10,13870
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,2,6006,6140,10,10,614,10,6140
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,4,6006,7435,10,10,743.5,10,7435
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,7,6006,8763,10,10,876.3,10,8763
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,9,6006,9801,10,10,980.1,10,9801
25-Ita4ConNon-B4,B4,Con,Non,Ita,11,6412,11274,10,10,1127.4,10,11274
25-Ita4ConNon-B4,B4,Con,Non,Ita,14,6412,13861,10,10,1386.1,10,13861
25-Ita4ConNon-B4,B4,Con,Non,Ita,16,6412,12604,10,9,1400.4444444444443,10,14004.444444444443
25-Ita4ConNon-B4,B4,Con,Non,Ita,18,6412,12045,10,9,1338.3333333333333,10,13383.333333333332
25-Ita4ConNon-B4,B4,Con,Non,Ita,2,6412,7616,10,10,761.6,10,7616
25-Ita4ConNon-B4,B4,Con,Non,Ita,4,6412,8119,10,10,811.9,10,8119
25-Ita4ConNon-B4,B4,Con,Non,Ita,7,6412,10237,10,10,1023.7,10,10237
25-Ita4ConNon-B4,B4,Con,Non,Ita,9,6412,10521,10,10,1052.1,10,10521
25-Ita5ConSer-B5,B5,Con,Ser,Ita,11,6496,10324,10,9,1147.111111111111,9,10324
25-Ita5ConSer-B5,B5,Con,Ser,Ita,14,6496,10715,10,9,1190.5555555555557,9,10715
25-Ita5ConSer-B5,B5,Con,Ser,Ita,16,6496,11923,10,9,1324.7777777777778,9,11923
25-Ita5ConSer-B5,B5,Con,Ser,Ita,18,6496,12359,10,9,1373.2222222222222,9,12359
25-Ita5ConSer-B5,B5,Con,Ser,Ita,2,6496,7039,10,10,703.9,10,7039
25-Ita5ConSer-B5,B5,Con,Ser,Ita,4,6496,8048,10,10,804.8,10,8048
25-Ita5ConSer-B5,B5,Con,Ser,Ita,7,6496,8072,10,10,807.2,10,8072
25-Ita5ConSer-B5,B5,Con,Ser,Ita,9,6496,10175,10,10,1017.5,10,10175
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,11,6491,8983,10,8,1122.875,8,8983
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,14,6491,8162,10,7,1166,8,9328
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,16,6491,8010,10,7,1144.2857142857142,8,9154.285714285714
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,18,6491,6805,10,6,1134.1666666666667,8,9073.333333333334
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,2,6491,7225,10,10,722.5,10,7225
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,4,6491,7563,10,9,840.3333333333334,9,7563
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,7,6491,6989,10,9,776.5555555555555,9,6989
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,9,6491,8254,10,8,1031.75,8,8254
26-Can10BacSer-B10,B10,Bac,Ser,Can,11,4580,5627,10,8,703.375,8,5627
26-Can10BacSer-B10,B10,Bac,Ser,Can,14,4580,5841,10,8,730.125,8,5841
26-Can10BacSer-B10,B10,Bac,Ser,Can,16,4580,5889,10,8,736.125,8,5889
26-Can10BacSer-B10,B10,Bac,Ser,Can,18,4580,5865,10,8,733.125,8,5865
26-Can10BacSer-B10,B10,Bac,Ser,Can,2,4580,4395,10,9,488.3333333333333,9,4395
26-Can10BacSer-B10,B10,Bac,Ser,Can,4,4580,5088,10,9,565.3333333333334,9,5088
26-Can10BacSer-B10,B10,Bac,Ser,Can,7,4580,4542,10,8,567.75,8,4542
26-Can10BacSer-B10,B10,Bac,Ser,Can,9,4580,4817,10,8,602.125,8,4817
26-Can5ConSer-B5,B5,Con,Ser,Can,11,4256,3813,10,6,635.5,6,3813
26-Can5ConSer-B5,B5,Con,Ser,Can,14,4256,4047,10,6,674.5,6,4047
26-Can5ConSer-B5,B5,Con,Ser,Can,16,4256,3441,10,5,688.2,6,4129.200000000001
26-Can5ConSer-B5,B5,Con,Ser,Can,18,4256,3408,10,4,852,5,4260
26-Can5ConSer-B5,B5,Con,Ser,Can,2,4256,3646,10,9,405.1111111111111,9,3646
26-Can5ConSer-B5,B5,Con,Ser,Can,4,4256,2742,10,7,391.7142857142857,7,2742
26-Can5ConSer-B5,B5,Con,Ser,Can,7,4256,3433,10,7,490.42857142857144,7,3433
26-Can5ConSer-B5,B5,Con,Ser,Can,9,4256,3971,10,7,567.2857142857143,7,3971.0000000000005
26-Can7LevSer-B7,B7,Lev,Ser,Can,11,4803,5499,10,8,687.375,8,5499
26-Can7LevSer-B7,B7,Lev,Ser,Can,14,4803,6494,10,8,811.75,8,6494
26-Can7LevSer-B7,B7,Lev,Ser,Can,16,4803,6186,10,8,773.25,8,6186
26-Can7LevSer-B7,B7,Lev,Ser,Can,18,4803,5798,10,7,828.2857142857143,7,5798
26-Can7LevSer-B7,B7,Lev,Ser,Can,2,4803,4587,10,9,509.6666666666667,9,4587
26-Can7LevSer-B7,B7,Lev,Ser,Can,4,4803,5201,10,9,577.8888888888889,9,5201
26-Can7LevSer-B7,B7,Lev,Ser,Can,7,4803,5038,10,9,559.7777777777778,9,5038
26-Can7LevSer-B7,B7,Lev,Ser,Can,9,4803,5038,10,8,629.75,8,5038
26-Gre1BacNon-B1,B1,Bac,Non,Gre,11,6545,12339,10,10,1233.9,10,12339
26-Gre1BacNon-B1,B1,Bac,Non,Gre,14,6545,14223,10,10,1422.3,10,14223
26-Gre1BacNon-B1,B1,Bac,Non,Gre,16,6545,12823,10,9,1424.7777777777778,10,14247.777777777777
26-Gre1BacNon-B1,B1,Bac,Non,Gre,18,6545,11469,10,8,1433.625,10,14336.25
26-Gre1BacNon-B1,B1,Bac,Non,Gre,2,6545,7991,10,10,799.1,10,7991
26-Gre1BacNon-B1,B1,Bac,Non,Gre,4,6545,8899,10,10,889.9,10,8899
26-Gre1BacNon-B1,B1,Bac,Non,Gre,7,6545,10644,10,10,1064.4,10,10644
26-Gre1BacNon-B1,B1,Bac,Non,Gre,9,6545,11465,10,10,1146.5,10,11465
26-Gre2BacNon-B2,B2,Bac,Non,Gre,11,5945,12168,10,10,1216.8,10,12168
26-Gre2BacNon-B2,B2,Bac,Non,Gre,14,5945,13747,10,10,1374.7,10,13747
26-Gre2BacNon-B2,B2,Bac,Non,Gre,16,5945,13756,10,10,1375.6,10,13756
26-Gre2BacNon-B2,B2,Bac,Non,Gre,18,5945,13683,10,10,1368.3,10,13683
26-Gre2BacNon-B2,B2,Bac,Non,Gre,2,5945,7967,10,10,796.7,10,7967
26-Gre2BacNon-B2,B2,Bac,Non,Gre,4,5945,9196,10,10,919.6,10,9196
26-Gre2BacNon-B2,B2,Bac,Non,Gre,7,5945,9417,10,10,941.7,10,9417
26-Gre2BacNon-B2,B2,Bac,Non,Gre,9,5945,10203,10,10,1020.3,10,10203
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,11,6039,10628,10,10,1062.8,10,10628
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,14,6039,12777,10,10,1277.7,10,12777
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,16,6039,12842,10,10,1284.2,10,12842
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,18,6039,12554,10,9,1394.888888888889,9,12554
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,2,6039,7076,10,10,707.6,10,7076
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,4,6039,8038,10,10,803.8,10,8038
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,7,6039,8665,10,10,866.5,10,8665
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,9,6039,9537,10,10,953.7,10,9537
26-Gre4ConNon-B4,B4,Con,Non,Gre,11,4433,10122,9,10,1012.2,10,10122
26-Gre4ConNon-B4,B4,Con,Non,Gre,14,4433,12269,9,10,1226.9,10,12269
26-Gre4ConNon-B4,B4,Con,Non,Gre,16,4433,12832,9,10,1283.2,10,12832
26-Gre4ConNon-B4,B4,Con,Non,Gre,18,4433,12890,9,10,1289,10,12890
26-Gre4ConNon-B4,B4,Con,Non,Gre,2,4433,6449,9,10,644.9,10,6449
26-Gre4ConNon-B4,B4,Con,Non,Gre,4,4433,7299,9,10,729.9,10,7299
26-Gre4ConNon-B4,B4,Con,Non,Gre,7,4433,7907,9,10,790.7,10,7907
26-Gre4ConNon-B4,B4,Con,Non,Gre,9,4433,9181,9,10,918.1,10,9181
26-Ita6LevNon-B6,B6,Lev,Non,Ita,11,5659,11296,9,10,1129.6,10,11296
26-Ita6LevNon-B6,B6,Lev,Non,Ita,14,5659,13605,9,10,1360.5,10,13605
26-Ita6LevNon-B6,B6,Lev,Non,Ita,16,5659,13551,9,10,1355.1,10,13551
26-Ita6LevNon-B6,B6,Lev,Non,Ita,18,5659,13197,9,10,1319.7,10,13197
26-Ita6LevNon-B6,B6,Lev,Non,Ita,2,5659,7124,9,10,712.4,10,7124
26-Ita6LevNon-B6,B6,Lev,Non,Ita,4,5659,8113,9,10,811.3,10,8113
26-Ita6LevNon-B6,B6,Lev,Non,Ita,7,5659,8513,9,10,851.3,10,8513
26-Ita6LevNon-B6,B6,Lev,Non,Ita,9,5659,10155,9,10,1015.5,10,10155
26-Ita8LevNon-B8,B8,Lev,Non,Ita,11,5588,10963,10,10,1096.3,10,10963
26-Ita8LevNon-B8,B8,Lev,Non,Ita,14,5588,12694,10,10,1269.4,10,12694
26-Ita8LevNon-B8,B8,Lev,Non,Ita,16,5588,12587,10,10,1258.7,10,12587
26-Ita8LevNon-B8,B8,Lev,Non,Ita,18,5588,11400,10,9,1266.6666666666667,10,12666.666666666668
26-Ita8LevNon-B8,B8,Lev,Non,Ita,2,5588,6800,10,10,680,10,6800
26-Ita8LevNon-B8,B8,Lev,Non,Ita,4,5588,7679,10,10,767.9,10,7679
26-Ita8LevNon-B8,B8,Lev,Non,Ita,7,5588,8276,10,10,827.6,10,8276
26-Ita8LevNon-B8,B8,Lev,Non,Ita,9,5588,10024,10,10,1002.4,10,10024
26-Ita9ConNon-B9,B9,Con,Non,Ita,11,5687,11425,10,10,1142.5,10,11425
26-Ita9ConNon-B9,B9,Con,Non,Ita,14,5687,12943,10,10,1294.3,10,12943
26-Ita9ConNon-B9,B9,Con,Non,Ita,16,5687,13161,10,10,1316.1,10,13161
26-Ita9ConNon-B9,B9,Con,Non,Ita,18,5687,11790,10,9,1310,10,13100
26-Ita9ConNon-B9,B9,Con,Non,Ita,2,5687,6985,10,10,698.5,10,6985
26-Ita9ConNon-B9,B9,Con,Non,Ita,4,5687,7803,10,10,780.3,10,7803
26-Ita9ConNon-B9,B9,Con,Non,Ita,7,5687,8937,10,10,893.7,10,8937
26-Ita9ConNon-B9,B9,Con,Non,Ita,9,5687,10688,10,10,1068.8,10,10688
27-Can2BacNon-B2,B2,Bac,Non,Can,11,4402,9705,10,10,970.5,10,9705
27-Can2BacNon-B2,B2,Bac,Non,Can,14,4402,11205,10,10,1120.5,10,11205
27-Can2BacNon-B2,B2,Bac,Non,Can,16,4402,11094,10,10,1109.4,10,11094
27-Can2BacNon-B2,B2,Bac,Non,Can,18,4402,11190,10,10,1119,10,11190
27-Can2BacNon-B2,B2,Bac,Non,Can,2,4402,5846,10,10,584.6,10,5846
27-Can2BacNon-B2,B2,Bac,Non,Can,4,4402,6868,10,10,686.8,10,6868
27-Can2BacNon-B2,B2,Bac,Non,Can,7,4402,7078,10,10,707.8,10,7078
27-Can2BacNon-B2,B2,Bac,Non,Can,9,4402,7938,10,10,793.8,10,7938
27-Can3BacSte-B3,B3,Bac,Ste,Can,11,4639,8719,10,10,871.9,10,8719
27-Can3BacSte-B3,B3,Bac,Ste,Can,14,4639,10905,10,10,1090.5,10,10905
27-Can3BacSte-B3,B3,Bac,Ste,Can,16,4639,11027,10,10,1102.7,10,11027
27-Can3BacSte-B3,B3,Bac,Ste,Can,18,4639,10782,10,10,1078.2,10,10782
27-Can3BacSte-B3,B3,Bac,Ste,Can,2,4639,5497,10,10,549.7,10,5497
27-Can3BacSte-B3,B3,Bac,Ste,Can,4,4639,6218,10,10,621.8,10,6218
27-Can3BacSte-B3,B3,Bac,Ste,Can,7,4639,6804,10,10,680.4,10,6804
27-Can3BacSte-B3,B3,Bac,Ste,Can,9,4639,7368,10,10,736.8,10,7368
27-Can4ConNon-B4,B4,Con,Non,Can,11,4489,8258,10,10,825.8,10,8258
27-Can4ConNon-B4,B4,Con,Non,Can,14,4489,11172,10,10,1117.2,10,11172
27-Can4ConNon-B4,B4,Con,Non,Can,16,4489,10901,10,10,1090.1,10,10901
27-Can4ConNon-B4,B4,Con,Non,Can,18,4489,10731,10,10,1073.1,10,10731
27-Can4ConNon-B4,B4,Con,Non,Can,2,4489,5345,10,10,534.5,10,5345
27-Can4ConNon-B4,B4,Con,Non,Can,4,4489,6706,10,10,670.6,10,6706
27-Can4ConNon-B4,B4,Con,Non,Can,7,4489,7119,10,10,711.9,10,7119
27-Can4ConNon-B4,B4,Con,Non,Can,9,4489,7239,10,10,723.9,10,7239
27-Can6LevNon-B6,B6,Lev,Non,Can,11,5154,10194,10,10,1019.4,10,10194
27-Can6LevNon-B6,B6,Lev,Non,Can,14,5154,12474,10,10,1247.4,10,12474
27-Can6LevNon-B6,B6,Lev,Non,Can,16,5154,12713,10,10,1271.3,10,12713
27-Can6LevNon-B6,B6,Lev,Non,Can,18,5154,12761,10,10,1276.1,10,12761
27-Can6LevNon-B6,B6,Lev,Non,Can,2,5154,6270,10,10,627,10,6270
27-Can6LevNon-B6,B6,Lev,Non,Can,4,5154,7521,10,10,752.1,10,7521
27-Can6LevNon-B6,B6,Lev,Non,Can,7,5154,7878,10,10,787.8,10,7878
27-Can6LevNon-B6,B6,Lev,Non,Can,9,5154,9048,10,10,904.8,10,9048
27-Can8LevNon-B8,B8,Lev,Non,Can,11,3988,9014,10,10,901.4,10,9014
27-Can8LevNon-B8,B8,Lev,Non,Can,14,3988,11982,10,10,1198.2,10,11982
27-Can8LevNon-B8,B8,Lev,Non,Can,16,3988,11549,10,10,1154.9,10,11549
27-Can8LevNon-B8,B8,Lev,Non,Can,18,3988,11356,10,10,1135.6,10,11356
27-Can8LevNon-B8,B8,Lev,Non,Can,2,3988,5701,10,10,570.1,10,5701
27-Can8LevNon-B8,B8,Lev,Non,Can,4,3988,6714,10,10,671.4,10,6714
27-Can8LevNon-B8,B8,Lev,Non,Can,7,3988,7087,10,10,708.7,10,7087
27-Can8LevNon-B8,B8,Lev,Non,Can,9,3988,7913,10,10,791.3,10,7913
27-Can9ConNon-B9,B9,Con,Non,Can,11,4004,8657,10,10,865.7,10,8657
27-Can9ConNon-B9,B9,Con,Non,Can,14,4004,10620,10,10,1062,10,10620
27-Can9ConNon-B9,B9,Con,Non,Can,16,4004,10621,10,10,1062.1,10,10621
27-Can9ConNon-B9,B9,Con,Non,Can,18,4004,10389,10,10,1038.9,10,10389
27-Can9ConNon-B9,B9,Con,Non,Can,2,4004,4756,10,10,475.6,10,4756
27-Can9ConNon-B9,B9,Con,Non,Can,4,4004,6176,10,10,617.6,10,6176
27-Can9ConNon-B9,B9,Con,Non,Can,7,4004,6470,10,10,647,10,6470
27-Can9ConNon-B9,B9,Con,Non,Can,9,4004,7815,10,10,781.5,10,7815
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,11,5357,9977,10,10,997.7,10,9977
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,14,5357,10253,10,10,1025.3,10,10253
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,16,5357,11204,10,10,1120.4,10,11204
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,18,5357,11600,10,10,1160,10,11600
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,2,5357,6105,10,10,610.5,10,6105
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,4,5357,6704,10,10,670.4,10,6704
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,7,5357,6962,10,10,696.2,10,6962
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,9,5357,9358,10,10,935.8,10,9358
27-Gre5ConSer-B5,B5,Con,Ser,Gre,11,5719,9032,10,9,1003.5555555555555,9,9032
27-Gre5ConSer-B5,B5,Con,Ser,Gre,14,5719,9779,10,9,1086.5555555555557,9,9779
27-Gre5ConSer-B5,B5,Con,Ser,Gre,16,5719,10003,10,9,1111.4444444444443,9,10003
27-Gre5ConSer-B5,B5,Con,Ser,Gre,18,5719,10203,10,9,1133.6666666666667,9,10203
27-Gre5ConSer-B5,B5,Con,Ser,Gre,2,5719,6239,10,10,623.9,10,6239
27-Gre5ConSer-B5,B5,Con,Ser,Gre,4,5719,6715,10,10,671.5,10,6715
27-Gre5ConSer-B5,B5,Con,Ser,Gre,7,5719,7254,10,10,725.4,10,7254
27-Gre5ConSer-B5,B5,Con,Ser,Gre,9,5719,8584,10,10,858.4,10,8584
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,11,6188,8665,10,10,866.5,10,8665
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,14,6188,9589,10,10,958.9,10,9589
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,16,6188,9108,10,10,910.8,10,9108
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,18,6188,6750,10,9,750,10,7500
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,2,6188,6625,10,10,662.5,10,6625
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,4,6188,6932,10,10,693.2,10,6932
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,7,6188,7029,10,10,702.9,10,7029
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,9,6188,8178,10,10,817.8,10,8178
27-Ita1BacNon-B1,B1,Bac,Non,Ita,11,5149,9851,10,10,985.1,10,9851
27-Ita1BacNon-B1,B1,Bac,Non,Ita,14,5149,12920,10,10,1292,10,12920
27-Ita1BacNon-B1,B1,Bac,Non,Ita,16,5149,13178,10,10,1317.8,10,13178
27-Ita1BacNon-B1,B1,Bac,Non,Ita,18,5149,13015,10,10,1301.5,10,13015
27-Ita1BacNon-B1,B1,Bac,Non,Ita,2,5149,5851,10,10,585.1,10,5851
27-Ita1BacNon-B1,B1,Bac,Non,Ita,4,5149,7559,10,10,755.9,10,7559
27-Ita1BacNon-B1,B1,Bac,Non,Ita,7,5149,8667,10,10,866.7,10,8667
27-Ita1BacNon-B1,B1,Bac,Non,Ita,9,5149,9166,10,10,916.6,10,9166
3-Can2ConNon-B2,B2,Con,Non,Can,11,4774,9904,10,10,990.4,10,9904
3-Can2ConNon-B2,B2,Con,Non,Can,14,4774,11171,10,10,1117.1,10,11171
3-Can2ConNon-B2,B2,Con,Non,Can,16,4774,10109,10,9,1123.2222222222222,10,11232.222222222223
3-Can2ConNon-B2,B2,Con,Non,Can,18,4774,10254,10,9,1139.3333333333333,10,11393.333333333332
3-Can2ConNon-B2,B2,Con,Non,Can,2,4774,5826,10,10,582.6,10,5826
3-Can2ConNon-B2,B2,Con,Non,Can,4,4774,6896,10,10,689.6,10,6896
3-Can2ConNon-B2,B2,Con,Non,Can,7,4774,7533,10,10,753.3,10,7533
3-Can2ConNon-B2,B2,Con,Non,Can,9,4774,8455,10,10,845.5,10,8455
3-Can3LevSte-B3,B3,Lev,Ste,Can,11,4549,9083,10,10,908.3,10,9083
3-Can3LevSte-B3,B3,Lev,Ste,Can,14,4549,10257,10,10,1025.7,10,10257
3-Can3LevSte-B3,B3,Lev,Ste,Can,16,4549,10563,10,10,1056.3,10,10563
3-Can3LevSte-B3,B3,Lev,Ste,Can,18,4549,10312,10,10,1031.2,10,10312
3-Can3LevSte-B3,B3,Lev,Ste,Can,2,4549,5541,10,10,554.1,10,5541
3-Can3LevSte-B3,B3,Lev,Ste,Can,4,4549,6275,10,10,627.5,10,6275
3-Can3LevSte-B3,B3,Lev,Ste,Can,7,4549,6656,10,10,665.6,10,6656
3-Can3LevSte-B3,B3,Lev,Ste,Can,9,4549,8543,10,10,854.3,10,8543
3-Can6ConNon-B6,B6,Con,Non,Can,11,4153,7211,10,9,801.2222222222222,9,7211
3-Can6ConNon-B6,B6,Con,Non,Can,14,4153,10737,10,9,1193,9,10737
3-Can6ConNon-B6,B6,Con,Non,Can,16,4153,10345,10,9,1149.4444444444443,9,10345
3-Can6ConNon-B6,B6,Con,Non,Can,18,4153,10123,10,9,1124.7777777777778,9,10123
3-Can6ConNon-B6,B6,Con,Non,Can,2,4153,4319,10,9,479.8888888888889,9,4319
3-Can6ConNon-B6,B6,Con,Non,Can,4,4153,5913,10,9,657,9,5913
3-Can6ConNon-B6,B6,Con,Non,Can,7,4153,6265,10,9,696.1111111111111,9,6265
3-Can6ConNon-B6,B6,Con,Non,Can,9,4153,6590,10,9,732.2222222222222,9,6590
3-Can9ConSer-B9,B9,Con,Ser,Can,11,3755,6318,10,10,631.8,10,6318
3-Can9ConSer-B9,B9,Con,Ser,Can,14,3755,7582,10,9,842.4444444444445,9,7582
3-Can9ConSer-B9,B9,Con,Ser,Can,16,3755,8710,10,9,967.7777777777778,9,8710
3-Can9ConSer-B9,B9,Con,Ser,Can,18,3755,8868,10,9,985.3333333333334,9,8868
3-Can9ConSer-B9,B9,Con,Ser,Can,2,3755,4048,10,10,404.8,10,4048
3-Can9ConSer-B9,B9,Con,Ser,Can,4,3755,4566,10,10,456.6,10,4566
3-Can9ConSer-B9,B9,Con,Ser,Can,7,3755,5667,10,10,566.7,10,5667
3-Can9ConSer-B9,B9,Con,Ser,Can,9,3755,6442,10,10,644.2,10,6442
3-Gre10LevNon-B10,B10,Lev,Non,Gre,11,5793,12740,10,10,1274,10,12740
3-Gre10LevNon-B10,B10,Lev,Non,Gre,14,5793,13949,10,10,1394.9,10,13949
3-Gre10LevNon-B10,B10,Lev,Non,Gre,16,5793,14289,10,10,1428.9,10,14289
3-Gre10LevNon-B10,B10,Lev,Non,Gre,18,5793,12895,10,9,1432.7777777777778,10,14327.777777777777
3-Gre10LevNon-B10,B10,Lev,Non,Gre,2,5793,7041,10,10,704.1,10,7041
3-Gre10LevNon-B10,B10,Lev,Non,Gre,4,5793,8347,10,10,834.7,10,8347
3-Gre10LevNon-B10,B10,Lev,Non,Gre,7,5793,9653,10,10,965.3,10,9653
3-Gre10LevNon-B10,B10,Lev,Non,Gre,9,5793,10937,10,10,1093.7,10,10937
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,11,6762,9752,10,9,1083.5555555555557,9,9752
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,14,6762,10546,10,9,1171.7777777777778,9,10546
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,16,6762,7798,10,7,1114,9,10026
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,18,6762,7858,10,7,1122.5714285714287,9,10103.142857142859
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,2,6762,7124,10,10,712.4,10,7124
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,4,6762,7823,10,10,782.3,10,7823
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,7,6762,8662,10,10,866.2,10,8662
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,9,6762,9115,10,10,911.5,10,9115
3-Gre4ConSer-B4,B4,Con,Ser,Gre,11,5185,8997,10,10,899.7,10,8997
3-Gre4ConSer-B4,B4,Con,Ser,Gre,14,5185,9173,10,10,917.3,10,9173
3-Gre4ConSer-B4,B4,Con,Ser,Gre,16,5185,10532,10,10,1053.2,10,10532
3-Gre4ConSer-B4,B4,Con,Ser,Gre,18,5185,10571,10,9,1174.5555555555557,9,10571
3-Gre4ConSer-B4,B4,Con,Ser,Gre,2,5185,5871,10,10,587.1,10,5871
3-Gre4ConSer-B4,B4,Con,Ser,Gre,4,5185,6427,10,10,642.7,10,6427
3-Gre4ConSer-B4,B4,Con,Ser,Gre,7,5185,6949,10,10,694.9,10,6949
3-Gre4ConSer-B4,B4,Con,Ser,Gre,9,5185,8345,10,10,834.5,10,8345
3-Gre7BacNon-B7,B7,Bac,Non,Gre,11,5852,10685,10,10,1068.5,10,10685
3-Gre7BacNon-B7,B7,Bac,Non,Gre,14,5852,12549,10,9,1394.3333333333333,10,13943.333333333332
3-Gre7BacNon-B7,B7,Bac,Non,Gre,16,5852,12915,10,9,1435,10,14350
3-Gre7BacNon-B7,B7,Bac,Non,Gre,18,5852,12849,10,9,1427.6666666666667,10,14276.666666666668
3-Gre7BacNon-B7,B7,Bac,Non,Gre,2,5852,7217,10,10,721.7,10,7217
3-Gre7BacNon-B7,B7,Bac,Non,Gre,4,5852,8434,10,10,843.4,10,8434
3-Gre7BacNon-B7,B7,Bac,Non,Gre,7,5852,9229,10,10,922.9,10,9229
3-Gre7BacNon-B7,B7,Bac,Non,Gre,9,5852,10137,10,10,1013.7,10,10137
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,11,6191,11310,10,10,1131,10,11310
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,14,6191,12902,10,10,1290.2,10,12902
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,16,6191,12996,10,10,1299.6,10,12996
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,18,6191,13158,10,10,1315.8,10,13158
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,2,6191,7229,10,10,722.9,10,7229
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,4,6191,8183,10,10,818.3,10,8183
