Identity,Bloc,Trt,Wound,Strain,Day,Initial_Mass,Mass,Initial_Number,Number,Mean,Survival,True_Mass
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,11,4724,8740,10,10,874,10,8740
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,14,4724,10744,10,10,1074.4,10,10744
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,16,4724,10721,10,10,1072.1,10,10721
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,18,4724,10878,10,10,1087.8,10,10878
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,2,4724,5605,10,10,560.5,10,5605
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4,4724,6582,10,10,658.2,10,6582
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,7,4724,6849,10,10,684.9,10,6849
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,9,4724,7715,10,10,771.5,10,7715
16-Can5BacNon-B5,B5,Bac,Non,Can,11,3935,8174,10,10,817.4,10,8174
16-Can5BacNon-B5,B5,Bac,Non,Can,14,3935,9919,10,10,991.9,10,9919
16-Can5BacNon-B5,B5,Bac,Non,Can,16,3935,11109,10,10,1110.9,10,11109
16-Can5BacNon-B5,B5,Bac,Non,Can,18,3935,11374,10,10,1137.4,10,11374
16-Can5BacNon-B5,B5,Bac,Non,Can,2,3935,4297,10,10,429.7,10,4297
16-Can5BacNon-B5,B5,Bac,Non,Can,4,3935,4652,10,10,465.2,10,4652
16-Can5BacNon-B5,B5,Bac,Non,Can,7,3935,6453,10,10,645.3,10,6453
16-Can5BacNon-B5,B5,Bac,Non,Can,9,3935,7589,10,10,758.9,10,7589
16-Can6BacNon-B6,B6,Bac,Non,Can,11,5000,9358,10,10,935.8,10,9358
16-Can6BacNon-B6,B6,Bac,Non,Can,14,5000,12361,10,10,1236.1,10,12361
16-Can6BacNon-B6,B6,Bac,Non,Can,16,5000,12385,10,10,1238.5,10,12385
16-Can6BacNon-B6,B6,Bac,Non,Can,18,5000,12250,10,10,1225,10,12250
16-Can6BacNon-B6,B6,Bac,Non,Can,2,5000,5652,10,10,565.2,10,5652
16-Can6BacNon-B6,B6,Bac,Non,Can,4,5000,6886,10,10,688.6,10,6886
16-Can6BacNon-B6,B6,Bac,Non,Can,7,5000,7975,10,10,797.5,10,7975
16-Can6BacNon-B6,B6,Bac,Non,Can,9,5000,8344,10,10,834.4,10,8344
16-Can8BacNon-B8,B8,Bac,Non,Can,11,4138,9185,10,10,918.5,10,9185
16-Can8BacNon-B8,B8,Bac,Non,Can,14,4138,11537,10,10,1153.7,10,11537
16-Can8BacNon-B8,B8,Bac,Non,Can,16,4138,11469,10,10,1146.9,10,11469
16-Can8BacNon-B8,B8,Bac,Non,Can,18,4138,11695,10,10,1169.5,10,11695
16-Can8BacNon-B8,B8,Bac,Non,Can,2,4138,5184,10,10,518.4,10,5184
16-Can8BacNon-B8,B8,Bac,Non,Can,4,4138,6415,10,10,641.5,10,6415
16-Can8BacNon-B8,B8,Bac,Non,Can,7,4138,7298,10,10,729.8,10,7298
16-Can8BacNon-B8,B8,Bac,Non,Can,9,4138,8338,10,10,833.8,10,8338
16-Can9LevNon-B9,B9,Lev,Non,Can,11,4868,8793,10,10,879.3,10,8793
16-Can9LevNon-B9,B9,Lev,Non,Can,14,4868,11919,10,10,1191.9,10,11919
16-Can9LevNon-B9,B9,Lev,Non,Can,16,4868,12415,10,10,1241.5,10,12415
16-Can9LevNon-B9,B9,Lev,Non,Can,18,4868,12234,10,10,1223.4,10,12234
16-Can9LevNon-B9,B9,Lev,Non,Can,2,4868,5475,10,10,547.5,10,5475
16-Can9LevNon-B9,B9,Lev,Non,Can,4,4868,5820,10,10,582,10,5820
16-Can9LevNon-B9,B9,Lev,Non,Can,7,4868,7522,10,10,752.2,10,7522
16-Can9LevNon-B9,B9,Lev,Non,Can,9,4868,8628,10,10,862.8,10,8628
16-Gre2ConSer-B2,B2,Con,Ser,Gre,11,5234,8177,10,9,908.5555555555555,9,8177
16-Gre2ConSer-B2,B2,Con,Ser,Gre,14,5234,8156,10,8,1019.5,8,8156
16-Gre2ConSer-B2,B2,Con,Ser,Gre,16,5234,8001,10,8,1000.125,8,8001
16-Gre2ConSer-B2,B2,Con,Ser,Gre,18,5234,7974,10,8,996.75,8,7974
16-Gre2ConSer-B2,B2,Con,Ser,Gre,2,5234,6010,10,10,601,10,6010
16-Gre2ConSer-B2,B2,Con,Ser,Gre,4,5234,6338,10,9,704.2222222222222,9,6338
16-Gre2ConSer-B2,B2,Con,Ser,Gre,7,5234,6359,10,9,706.5555555555555,9,6359
16-Gre2ConSer-B2,B2,Con,Ser,Gre,9,5234,7168,10,9,796.4444444444445,9,7168
16-Gre7ConNon-B7,B7,Con,Non,Gre,11,5201,9857,10,10,985.7,10,9857
16-Gre7ConNon-B7,B7,Con,Non,Gre,14,5201,13298,10,10,1329.8,10,13298
16-Gre7ConNon-B7,B7,Con,Non,Gre,16,5201,13280,10,10,1328,10,13280
16-Gre7ConNon-B7,B7,Con,Non,Gre,18,5201,13218,10,10,1321.8,10,13218
16-Gre7ConNon-B7,B7,Con,Non,Gre,2,5201,6033,10,10,603.3,10,6033
16-Gre7ConNon-B7,B7,Con,Non,Gre,4,5201,7421,10,10,742.1,10,7421
16-Gre7ConNon-B7,B7,Con,Non,Gre,7,5201,8099,10,10,809.9,10,8099
16-Gre7ConNon-B7,B7,Con,Non,Gre,9,5201,8906,10,10,890.6,10,8906
16-Ita10BacNon-B10,B10,Bac,Non,Ita,11,4116,10186,9,10,1018.6,10,10186
16-Ita10BacNon-B10,B10,Bac,Non,Ita,14,4116,11413,9,10,1141.3,10,11413
16-Ita10BacNon-B10,B10,Bac,Non,Ita,16,4116,11798,9,10,1179.8,10,11798
16-Ita10BacNon-B10,B10,Bac,Non,Ita,18,4116,11665,9,10,1166.5,10,11665
16-Ita10BacNon-B10,B10,Bac,Non,Ita,2,4116,6099,9,10,609.9,10,6099
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4,4116,7097,9,10,709.7,10,7097
16-Ita10BacNon-B10,B10,Bac,Non,Ita,7,4116,7971,9,10,797.1,10,7971
16-Ita10BacNon-B10,B10,Bac,Non,Ita,9,4116,8699,9,10,869.9,10,8699
16-Ita1ConSte-B1,B1,Con,Ste,Ita,11,5776,10235,10,10,1023.5,10,10235
16-Ita1ConSte-B1,B1,Con,Ste,Ita,14,5776,12543,10,10,1254.3,10,12543
16-Ita1ConSte-B1,B1,Con,Ste,Ita,16,5776,11257,10,9,1250.7777777777778,10,12507.777777777777
16-Ita1ConSte-B1,B1,Con,Ste,Ita,18,5776,11029,10,9,1225.4444444444443,10,12254.444444444443
16-Ita1ConSte-B1,B1,Con,Ste,Ita,2,5776,6437,10,10,643.7,10,6437
16-Ita1ConSte-B1,B1,Con,Ste,Ita,4,5776,7666,10,10,766.6,10,7666
16-Ita1ConSte-B1,B1,Con,Ste,Ita,7,5776,9277,10,10,927.7,10,9277
16-Ita1ConSte-B1,B1,Con,Ste,Ita,9,5776,9648,10,10,964.8,10,9648
16-Ita3BacNon-B3,B3,Bac,Non,Ita,11,5241,10793,10,10,1079.3,10,10793
16-Ita3BacNon-B3,B3,Bac,Non,Ita,14,5241,11635,10,10,1163.5,10,11635
16-Ita3BacNon-B3,B3,Bac,Non,Ita,16,5241,12983,10,10,1298.3,10,12983
16-Ita3BacNon-B3,B3,Bac,Non,Ita,18,5241,12439,10,10,1243.9,10,12439
16-Ita3BacNon-B3,B3,Bac,Non,Ita,2,5241,6421,10,10,642.1,10,6421
16-Ita3BacNon-B3,B3,Bac,Non,Ita,4,5241,7415,10,10,741.5,10,7415
16-Ita3BacNon-B3,B3,Bac,Non,Ita,7,5241,7841,10,10,784.1,10,7841
16-Ita3BacNon-B3,B3,Bac,Non,Ita,9,5241,9352,10,10,935.2,10,9352
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,11,6979,8584,10,9,953.7777777777778,9,8584
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,14,6979,10845,10,9,1205,9,10845
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,16,6979,10641,10,9,1182.3333333333333,9,10641
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,18,6979,10298,10,8,1287.25,8,10298
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,2,6979,6700,10,10,670,10,6700
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,4,6979,7157,10,10,715.7,10,7157
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,7,6979,7671,10,10,767.1,10,7671
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,9,6979,8436,10,9,937.3333333333334,9,8436
17-Can10BacNon-B10,B10,Bac,Non,Can,11,4243,9003,11,10,900.3,10,9003
17-Can10BacNon-B10,B10,Bac,Non,Can,14,4243,10425,11,10,1042.5,10,10425
17-Can10BacNon-B10,B10,Bac,Non,Can,16,4243,10795,11,10,1079.5,10,10795
17-Can10BacNon-B10,B10,Bac,Non,Can,18,4243,10824,11,10,1082.4,10,10824
17-Can10BacNon-B10,B10,Bac,Non,Can,2,4243,5315,11,10,531.5,10,5315
17-Can10BacNon-B10,B10,Bac,Non,Can,4,4243,5904,11,10,590.4,10,5904
17-Can10BacNon-B10,B10,Bac,Non,Can,7,4243,6887,11,10,688.7,10,6887
17-Can10BacNon-B10,B10,Bac,Non,Can,9,4243,7908,11,10,790.8,10,7908
17-Can1ConSte-B1,B1,Con,Ste,Can,11,5395,9261,10,10,926.1,10,9261
17-Can1ConSte-B1,B1,Con,Ste,Can,14,5395,12063,10,10,1206.3,10,12063
17-Can1ConSte-B1,B1,Con,Ste,Can,16,5395,12376,10,10,1237.6,10,12376
17-Can1ConSte-B1,B1,Con,Ste,Can,18,5395,11835,10,10,1183.5,10,11835
17-Can1ConSte-B1,B1,Con,Ste,Can,2,5395,6139,10,10,613.9,10,6139
17-Can1ConSte-B1,B1,Con,Ste,Can,4,5395,7363,10,10,736.3,10,7363
17-Can1ConSte-B1,B1,Con,Ste,Can,7,5395,8480,10,10,848,10,8480
17-Can1ConSte-B1,B1,Con,Ste,Can,9,5395,8862,10,10,886.2,10,8862
17-Can3BacNon-B3,B3,Bac,Non,Can,11,4775,9585,10,10,958.5,10,9585
17-Can3BacNon-B3,B3,Bac,Non,Can,14,4775,10483,10,10,1048.3,10,10483
17-Can3BacNon-B3,B3,Bac,Non,Can,16,4775,11808,10,10,1180.8,10,11808
17-Can3BacNon-B3,B3,Bac,Non,Can,18,4775,11834,10,10,1183.4,10,11834
17-Can3BacNon-B3,B3,Bac,Non,Can,2,4775,5645,10,10,564.5,10,5645
17-Can3BacNon-B3,B3,Bac,Non,Can,4,4775,6137,10,10,613.7,10,6137
17-Can3BacNon-B3,B3,Bac,Non,Can,7,4775,6831,10,10,683.1,10,6831
17-Can3BacNon-B3,B3,Bac,Non,Can,9,4775,9150,10,10,915,10,9150
17-Can7ConNon-B7,B7,Con,Non,Can,11,5028,8804,10,10,880.4,10,8804
17-Can7ConNon-B7,B7,Con,Non,Can,14,5028,12299,10,10,1229.9,10,12299
17-Can7ConNon-B7,B7,Con,Non,Can,16,5028,12702,10,10,1270.2,10,12702
17-Can7ConNon-B7,B7,Con,Non,Can,18,5028,12453,10,10,1245.3,10,12453
17-Can7ConNon-B7,B7,Con,Non,Can,2,5028,6000,10,10,600,10,6000
17-Can7ConNon-B7,B7,Con,Non,Can,4,5028,7116,10,10,711.6,10,7116
17-Can7ConNon-B7,B7,Con,Non,Can,7,5028,8234,10,10,823.4,10,8234
17-Can7ConNon-B7,B7,Con,Non,Can,9,5028,8307,10,10,830.7,10,8307
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,11,5691,8179,10,9,908.7777777777778,9,8179
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,14,5691,7965,10,8,995.625,8,7965
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,16,5691,7568,10,7,1081.142857142857,7,7568
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,18,5691,7525,10,7,1075,7,7525
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,2,5691,6354,10,10,635.4,10,6354
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,4,5691,6471,10,9,719,9,6471
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,7,5691,6806,10,8,850.75,8,6806
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,9,5691,7729,10,9,858.7777777777778,9,7729
17-Gre8BacNon-B8,B8,Bac,Non,Gre,11,4789,9384,10,9,1042.6666666666667,9,9384
17-Gre8BacNon-B8,B8,Bac,Non,Gre,14,4789,10634,10,9,1181.5555555555557,9,10634
17-Gre8BacNon-B8,B8,Bac,Non,Gre,16,4789,11574,10,9,1286,9,11574
17-Gre8BacNon-B8,B8,Bac,Non,Gre,18,4789,12001,10,9,1333.4444444444443,9,12001
17-Gre8BacNon-B8,B8,Bac,Non,Gre,2,4789,6087,10,9,676.3333333333334,9,6087
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4,4789,6558,10,9,728.6666666666666,9,6558
17-Gre8BacNon-B8,B8,Bac,Non,Gre,7,4789,7007,10,9,778.5555555555555,9,7007
17-Gre8BacNon-B8,B8,Bac,Non,Gre,9,4789,8444,10,9,938.2222222222222,9,8444
17-Gre9LevNon-B9,B9,Lev,Non,Gre,11,6532,11550,10,10,1155,10,11550
17-Gre9LevNon-B9,B9,Lev,Non,Gre,14,6532,14090,10,10,1409,10,14090
17-Gre9LevNon-B9,B9,Lev,Non,Gre,16,6532,14806,10,10,1480.6,10,14806
17-Gre9LevNon-B9,B9,Lev,Non,Gre,18,6532,14289,10,10,1428.9,10,14289
17-Gre9LevNon-B9,B9,Lev,Non,Gre,2,6532,7513,10,10,751.3,10,7513
17-Gre9LevNon-B9,B9,Lev,Non,Gre,4,6532,8350,10,10,835,10,8350
17-Gre9LevNon-B9,B9,Lev,Non,Gre,7,6532,9530,10,10,953,10,9530
17-Gre9LevNon-B9,B9,Lev,Non,Gre,9,6532,10869,10,10,1086.9,10,10869
17-Ita2ConSer-B2,B2,Con,Ser,Ita,11,5945,9584,10,9,1064.888888888889,9,9584
17-Ita2ConSer-B2,B2,Con,Ser,Ita,14,5945,10146,10,8,1268.25,8,10146
17-Ita2ConSer-B2,B2,Con,Ser,Ita,16,5945,10025,10,8,1253.125,8,10025
17-Ita2ConSer-B2,B2,Con,Ser,Ita,18,5945,8599,10,7,1228.4285714285713,8,9827.42857142857
17-Ita2ConSer-B2,B2,Con,Ser,Ita,2,5945,6165,10,9,685,9,6165
17-Ita2ConSer-B2,B2,Con,Ser,Ita,4,5945,7099,10,9,788.7777777777778,9,7099
17-Ita2ConSer-B2,B2,Con,Ser,Ita,7,5945,7372,10,9,819.1111111111111,9,7372
17-Ita2ConSer-B2,B2,Con,Ser,Ita,9,5945,8446,10,9,938.4444444444445,9,8446
17-Ita5BacNon-B5,B5,Bac,Non,Ita,11,4979,10412,10,10,1041.2,10,10412
17-Ita5BacNon-B5,B5,Bac,Non,Ita,14,4979,12328,10,10,1232.8,10,12328
17-Ita5BacNon-B5,B5,Bac,Non,Ita,16,4979,12530,10,10,1253,10,12530
17-Ita5BacNon-B5,B5,Bac,Non,Ita,18,4979,12406,10,10,1240.6,10,12406
17-Ita5BacNon-B5,B5,Bac,Non,Ita,2,4979,5499,10,10,549.9,10,5499
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4,4979,6881,10,10,688.1,10,6881
17-Ita5BacNon-B5,B5,Bac,Non,Ita,7,4979,8035,10,10,803.5,10,8035
17-Ita5BacNon-B5,B5,Bac,Non,Ita,9,4979,8968,10,10,896.8,10,8968
17-Ita6BacNon-B6,B6,Bac,Non,Ita,11,5118,9926,10,10,992.6,10,9926
17-Ita6BacNon-B6,B6,Bac,Non,Ita,14,5118,13031,10,10,1303.1,10,13031
17-Ita6BacNon-B6,B6,Bac,Non,Ita,16,5118,13026,10,10,1302.6,10,13026
17-Ita6BacNon-B6,B6,Bac,Non,Ita,18,5118,13010,10,10,1301,10,13010
17-Ita6BacNon-B6,B6,Bac,Non,Ita,2,5118,5997,10,10,599.7,10,5997
17-Ita6BacNon-B6,B6,Bac,Non,Ita,4,5118,7251,10,10,725.1,10,7251
17-Ita6BacNon-B6,B6,Bac,Non,Ita,7,5118,8409,10,10,840.9,10,8409
17-Ita6BacNon-B6,B6,Bac,Non,Ita,9,5118,9315,10,10,931.5,10,9315
18-Can2ConSer-B2,B2,Con,Ser,Can,11,5079,8324,10,9,924.8888888888889,9,8324
18-Can2ConSer-B2,B2,Con,Ser,Can,14,5079,9117,10,9,1013,9,9117
18-Can2ConSer-B2,B2,Con,Ser,Can,16,5079,9578,10,9,1064.2222222222222,9,9578
18-Can2ConSer-B2,B2,Con,Ser,Can,18,5079,9812,10,9,1090.2222222222222,9,9812
18-Can2ConSer-B2,B2,Con,Ser,Can,2,5079,5395,10,10,539.5,10,5395
18-Can2ConSer-B2,B2,Con,Ser,Can,4,5079,5436,10,9,604,9,5436
18-Can2ConSer-B2,B2,Con,Ser,Can,7,5079,5751,10,9,639,9,5751
18-Can2ConSer-B2,B2,Con,Ser,Can,9,5079,7653,10,9,850.3333333333334,9,7653
18-Can4LevSer-B4,B4,Lev,Ser,Can,11,4606,6233,10,9,692.5555555555555,9,6233
18-Can4LevSer-B4,B4,Lev,Ser,Can,14,4606,6994,10,9,777.1111111111111,9,6994
18-Can4LevSer-B4,B4,Lev,Ser,Can,16,4606,7336,10,9,815.1111111111111,9,7336
18-Can4LevSer-B4,B4,Lev,Ser,Can,18,4606,5803,10,8,725.375,9,6528.375
18-Can4LevSer-B4,B4,Lev,Ser,Can,2,4606,4785,10,10,478.5,10,4785
18-Can4LevSer-B4,B4,Lev,Ser,Can,4,4606,4861,10,10,486.1,10,4861
18-Can4LevSer-B4,B4,Lev,Ser,Can,7,4606,5686,10,9,631.7777777777778,9,5686
18-Can4LevSer-B4,B4,Lev,Ser,Can,9,4606,6050,10,9,672.2222222222222,9,6050
18-Gre10BacNon-B10,B10,Bac,Non,Gre,11,4326,9148,10,9,1016.4444444444445,9,9148
18-Gre10BacNon-B10,B10,Bac,Non,Gre,14,4326,9926,10,9,1102.888888888889,9,9926
18-Gre10BacNon-B10,B10,Bac,Non,Gre,16,4326,10321,10,9,1146.7777777777778,9,10321
18-Gre10BacNon-B10,B10,Bac,Non,Gre,18,4326,10752,10,9,1194.6666666666667,9,10752
18-Gre10BacNon-B10,B10,Bac,Non,Gre,2,4326,5440,10,10,544,10,5440
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4,4326,6211,10,9,690.1111111111111,9,6211
18-Gre10BacNon-B10,B10,Bac,Non,Gre,7,4326,6082,10,9,675.7777777777778,9,6082
18-Gre10BacNon-B10,B10,Bac,Non,Gre,9,4326,7841,10,9,871.2222222222222,9,7841
18-Gre1ConSte-B1,B1,Con,Ste,Gre,11,5220,9859,10,10,985.9,10,9859
18-Gre1ConSte-B1,B1,Con,Ste,Gre,14,5220,12875,10,10,1287.5,10,12875
18-Gre1ConSte-B1,B1,Con,Ste,Gre,16,5220,13420,10,10,1342,10,13420
18-Gre1ConSte-B1,B1,Con,Ste,Gre,18,5220,13405,10,10,1340.5,10,13405
18-Gre1ConSte-B1,B1,Con,Ste,Gre,2,5220,6306,10,10,630.6,10,6306
18-Gre1ConSte-B1,B1,Con,Ste,Gre,4,5220,7534,10,10,753.4,10,7534
18-Gre1ConSte-B1,B1,Con,Ste,Gre,7,5220,8174,10,10,817.4,10,8174
18-Gre1ConSte-B1,B1,Con,Ste,Gre,9,5220,9028,10,10,902.8,10,9028
18-Gre3BacNon-B3,B3,Bac,Non,Gre,11,6300,12368,10,10,1236.8,10,12368
18-Gre3BacNon-B3,B3,Bac,Non,Gre,14,6300,13518,10,10,1351.8,10,13518
18-Gre3BacNon-B3,B3,Bac,Non,Gre,16,6300,11664,10,8,1458,10,14580
18-Gre3BacNon-B3,B3,Bac,Non,Gre,18,6300,11727,10,8,1465.875,10,14658.75
18-Gre3BacNon-B3,B3,Bac,Non,Gre,2,6300,7660,10,10,766,10,7660
18-Gre3BacNon-B3,B3,Bac,Non,Gre,4,6300,9685,10,10,968.5,10,9685
18-Gre3BacNon-B3,B3,Bac,Non,Gre,7,6300,10109,10,10,1010.9,10,10109
18-Gre3BacNon-B3,B3,Bac,Non,Gre,9,6300,11093,10,10,1109.3,10,11093
18-Gre5BacNon-B5,B5,Bac,Non,Gre,11,5015,10236,10,9,1137.3333333333333,9,10236
18-Gre5BacNon-B5,B5,Bac,Non,Gre,14,5015,12081,10,9,1342.3333333333333,9,12081
18-Gre5BacNon-B5,B5,Bac,Non,Gre,16,5015,13169,10,9,1463.2222222222222,9,13169
18-Gre5BacNon-B5,B5,Bac,Non,Gre,18,5015,12977,10,9,1441.888888888889,9,12977
18-Gre5BacNon-B5,B5,Bac,Non,Gre,2,5015,6571,10,10,657.1,10,6571
18-Gre5BacNon-B5,B5,Bac,Non,Gre,4,5015,7168,10,10,716.8,10,7168
18-Gre5BacNon-B5,B5,Bac,Non,Gre,7,5015,8420,10,10,842,10,8420
18-Gre5BacNon-B5,B5,Bac,Non,Gre,9,5015,9955,10,10,995.5,10,9955
18-Gre6BacNon-B6,B6,Bac,Non,Gre,11,4729,9425,10,10,942.5,10,9425
18-Gre6BacNon-B6,B6,Bac,Non,Gre,14,4729,10575,10,10,1057.5,10,10575
18-Gre6BacNon-B6,B6,Bac,Non,Gre,16,4729,10790,10,9,1198.888888888889,10,11988.888888888889
18-Gre6BacNon-B6,B6,Bac,Non,Gre,18,4729,10996,10,9,1221.7777777777778,10,12217.777777777777
18-Gre6BacNon-B6,B6,Bac,Non,Gre,2,4729,5846,10,10,584.6,10,5846
18-Gre6BacNon-B6,B6,Bac,Non,Gre,4,4729,6997,10,10,699.7,10,6997
18-Gre6BacNon-B6,B6,Bac,Non,Gre,7,4729,7556,10,10,755.6,10,7556
18-Gre6BacNon-B6,B6,Bac,Non,Gre,9,4729,8805,10,10,880.5,10,8805
18-Ita7ConNon-B7,B7,Con,Non,Ita,11,5329,9396,10,10,939.6,10,9396
18-Ita7ConNon-B7,B7,Con,Non,Ita,14,5329,11512,10,10,1151.2,10,11512
18-Ita7ConNon-B7,B7,Con,Non,Ita,16,5329,12474,10,10,1247.4,10,12474
18-Ita7ConNon-B7,B7,Con,Non,Ita,18,5329,11475,10,9,1275,10,12750
18-Ita7ConNon-B7,B7,Con,Non,Ita,2,5329,5579,10,10,557.9,10,5579
18-Ita7ConNon-B7,B7,Con,Non,Ita,4,5329,5872,10,10,587.2,10,5872
18-Ita7ConNon-B7,B7,Con,Non,Ita,7,5329,8259,10,10,825.9,10,8259
18-Ita7ConNon-B7,B7,Con,Non,Ita,9,5329,9566,10,10,956.6,10,9566
18-Ita8BacNon-B8,B8,Bac,Non,Ita,11,4854,9541,10,10,954.1,10,9541
18-Ita8BacNon-B8,B8,Bac,Non,Ita,14,4854,12576,10,10,1257.6,10,12576
18-Ita8BacNon-B8,B8,Bac,Non,Ita,16,4854,13022,10,10,1302.2,10,13022
18-Ita8BacNon-B8,B8,Bac,Non,Ita,18,4854,12892,10,10,1289.2,10,12892
18-Ita8BacNon-B8,B8,Bac,Non,Ita,2,4854,5509,10,10,550.9,10,5509
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4,4854,6290,10,10,629,10,6290
18-Ita8BacNon-B8,B8,Bac,Non,Ita,7,4854,7781,10,10,778.1,10,7781
18-Ita8BacNon-B8,B8,Bac,Non,Ita,9,4854,8504,10,10,850.4,10,8504
18-Ita9LevNon-B9,B9,Lev,Non,Ita,11,4776,10285,10,10,1028.5,10,10285
18-Ita9LevNon-B9,B9,Lev,Non,Ita,14,4776,11456,10,10,1145.6,10,11456
18-Ita9LevNon-B9,B9,Lev,Non,Ita,16,4776,11524,10,10,1152.4,10,11524
18-Ita9LevNon-B9,B9,Lev,Non,Ita,18,4776,8719,10,8,1089.875,10,10898.75
18-Ita9LevNon-B9,B9,Lev,Non,Ita,2,4776,6313,10,10,631.3,10,6313
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4,4776,6868,10,10,686.8,10,6868
18-Ita9LevNon-B9,B9,Lev,Non,Ita,7,4776,6946,10,10,694.6,10,6946
18-Ita9LevNon-B9,B9,Lev,Non,Ita,9,4776,9899,10,10,989.9,10,9899
19-Can3ConSte-B3,B3,Con,Ste,Can,11,4648,8040,10,10,804,9,7236
19-Can3ConSte-B3,B3,Con,Ste,Can,14,4648,9763,10,10,976.3,10,9763
19-Can3ConSte-B3,B3,Con,Ste,Can,16,4648,9974,10,10,997.4,10,9974
19-Can3ConSte-B3,B3,Con,Ste,Can,18,4648,9839,10,10,983.9,10,9839
19-Can3ConSte-B3,B3,Con,Ste,Can,2,4648,5007,10,10,500.7,10,5007
19-Can3ConSte-B3,B3,Con,Ste,Can,4,4648,5579,10,10,557.9,10,5579
19-Can3ConSte-B3,B3,Con,Ste,Can,7,4648,6029,10,10,602.9,10,6029
19-Can3ConSte-B3,B3,Con,Ste,Can,9,4648,6613,10,10,661.3,10,6613
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,11,6381,11198,10,10,1119.8,10,11198
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,14,6381,13696,10,10,1369.6,10,13696
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,16,6381,12597,10,9,1399.6666666666667,10,13996.666666666668
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,18,6381,12474,10,9,1386,10,13860
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,2,6381,7622,10,10,762.2,10,7622
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,4,6381,8646,10,10,864.6,10,8646
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,7,6381,10109,10,10,1010.9,10,10109
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,9,6381,10176,10,10,1017.6,10,10176
19-Gre2ConSte-B2,B2,Con,Ste,Gre,11,5205,10317,10,10,1031.7,10,10317
19-Gre2ConSte-B2,B2,Con,Ste,Gre,14,5205,12112,10,10,1211.2,10,12112
19-Gre2ConSte-B2,B2,Con,Ste,Gre,16,5205,12760,10,10,1276,10,12760
19-Gre2ConSte-B2,B2,Con,Ste,Gre,18,5205,12792,10,10,1279.2,10,12792
19-Gre2ConSte-B2,B2,Con,Ste,Gre,2,5205,6103,10,10,610.3,10,6103
19-Gre2ConSte-B2,B2,Con,Ste,Gre,4,5205,6822,10,10,682.2,10,6822
19-Gre2ConSte-B2,B2,Con,Ste,Gre,7,5205,7186,10,10,718.6,10,7186
19-Gre2ConSte-B2,B2,Con,Ste,Gre,9,5205,8699,10,10,869.9,10,8699
19-Gre7ConSte-B7,B7,Con,Ste,Gre,11,4491,8958,10,10,895.8,10,8958
19-Gre7ConSte-B7,B7,Con,Ste,Gre,14,4491,12105,10,10,1210.5,10,12105
19-Gre7ConSte-B7,B7,Con,Ste,Gre,16,4491,12433,10,10,1243.3,10,12433
19-Gre7ConSte-B7,B7,Con,Ste,Gre,18,4491,11956,10,9,1328.4444444444443,9,11956
19-Gre7ConSte-B7,B7,Con,Ste,Gre,2,4491,5864,10,10,586.4,10,5864
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4,4491,6848,10,10,684.8,10,6848
19-Gre7ConSte-B7,B7,Con,Ste,Gre,7,4491,7254,10,10,725.4,10,7254
19-Gre7ConSte-B7,B7,Con,Ste,Gre,9,4491,7840,10,10,784,10,7840
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,11,5086,8574,10,10,857.4,10,8574
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,14,5086,10180,10,10,1018,10,10180
