"","Identity","Bloc","Trt","Wound","Strain","Time","Survival","Initial_Mass","Initial_Number","Initial_Mean","group","Growth_Acc","Times","Biom_Acc"
"1053","21-Can2ConSte-B2","B2","Con","Ste","Can","2",10,4757,10,475.7,"Ste Con",34.8,"2",348
"1054","21-Can2ConSte-B2","B2","Con","Ste","Can","4",10,4757,10,475.7,"Ste Con",101.7,"4",1017
"1055","21-Can2ConSte-B2","B2","Con","Ste","Can","7",10,4757,10,475.7,"Ste Con",264.1,"7",2641
"1056","21-Can2ConSte-B2","B2","Con","Ste","Can","9",10,4757,10,475.7,"Ste Con",275.1,"9",2751
"1057","21-Can5BacSte-B5","B5","Bac","Ste","Can","11",10,4841,10,484.1,"Ste Bac",399.3,"11",3993
"1058","21-Can5BacSte-B5","B5","Bac","Ste","Can","14",10,4841,10,484.1,"Ste Bac",483.1,"14",4831
"1059","21-Can5BacSte-B5","B5","Bac","Ste","Can","16",10,4841,10,484.1,"Ste Bac",503.9,"16",5039
"1060","21-Can5BacSte-B5","B5","Bac","Ste","Can","18",10,4841,10,484.1,"Ste Bac",533.7,"18",5337
"1061","21-Can5BacSte-B5","B5","Bac","Ste","Can","2",10,4841,10,484.1,"Ste Bac",64.6,"2",646
"1062","21-Can5BacSte-B5","B5","Bac","Ste","Can","4",10,4841,10,484.1,"Ste Bac",132.7,"4",1327
"1063","21-Can5BacSte-B5","B5","Bac","Ste","Can","7",10,4841,10,484.1,"Ste Bac",176.6,"7",1766
"1064","21-Can5BacSte-B5","B5","Bac","Ste","Can","9",10,4841,10,484.1,"Ste Bac",307.4,"9",3074
"1065","21-Can6LevSte-B6","B6","Lev","Ste","Can","11",9,5615,10,561.5,"Ste Lev",468.5,"11",4216.5
"1066","21-Can6LevSte-B6","B6","Lev","Ste","Can","14",9,5615,10,561.5,"Ste Lev",663.166666666667,"14",5968.5
"1067","21-Can6LevSte-B6","B6","Lev","Ste","Can","16",9,5615,10,561.5,"Ste Lev",714.055555555556,"16",6426.5
"1068","21-Can6LevSte-B6","B6","Lev","Ste","Can","18",9,5615,10,561.5,"Ste Lev",690.055555555556,"18",6210.5
"1069","21-Can6LevSte-B6","B6","Lev","Ste","Can","2",10,5615,10,561.5,"Ste Lev",79,"2",790
"1070","21-Can6LevSte-B6","B6","Lev","Ste","Can","4",9,5615,10,561.5,"Ste Lev",164.611111111111,"4",1481.5
"1071","21-Can6LevSte-B6","B6","Lev","Ste","Can","7",9,5615,10,561.5,"Ste Lev",207.833333333333,"7",1870.5
"1072","21-Can6LevSte-B6","B6","Lev","Ste","Can","9",9,5615,10,561.5,"Ste Lev",356.166666666667,"9",3205.5
"1073","21-Can7ConSte-B7","B7","Con","Ste","Can","11",10,4332,10,433.2,"Ste Con",419.7,"11",4197
"1074","21-Can7ConSte-B7","B7","Con","Ste","Can","14",10,4332,10,433.2,"Ste Con",506.7,"14",5067
"1075","21-Can7ConSte-B7","B7","Con","Ste","Can","16",10,4332,10,433.2,"Ste Con",498.6,"16",4986
"1076","21-Can7ConSte-B7","B7","Con","Ste","Can","18",10,4332,10,433.2,"Ste Con",542.3,"18",5423
"1077","21-Can7ConSte-B7","B7","Con","Ste","Can","2",10,4332,10,433.2,"Ste Con",94.6,"2",946
"1078","21-Can7ConSte-B7","B7","Con","Ste","Can","4",10,4332,10,433.2,"Ste Con",132.9,"4",1329
"1079","21-Can7ConSte-B7","B7","Con","Ste","Can","7",10,4332,10,433.2,"Ste Con",128.3,"7",1283
"1080","21-Can7ConSte-B7","B7","Con","Ste","Can","9",10,4332,10,433.2,"Ste Con",351.3,"9",3513
"1081","21-Can9BacSer-B9","B9","Bac","Ser","Can","11",9,4258,10,425.8,"Ser Bac",281.311111111111,"11",2531.8
"1082","21-Can9BacSer-B9","B9","Bac","Ser","Can","14",9,4258,10,425.8,"Ser Bac",420.755555555556,"14",3786.8
"1083","21-Can9BacSer-B9","B9","Bac","Ser","Can","16",9,4258,10,425.8,"Ser Bac",379.575,"16",3416.175
"1084","21-Can9BacSer-B9","B9","Bac","Ser","Can","18",9,4258,10,425.8,"Ser Bac",379.825,"18",3418.425
"1085","21-Can9BacSer-B9","B9","Bac","Ser","Can","2",10,4258,10,425.8,"Ser Bac",93.4,"2",934
"1086","21-Can9BacSer-B9","B9","Bac","Ser","Can","4",10,4258,10,425.8,"Ser Bac",131.1,"4",1311
"1087","21-Can9BacSer-B9","B9","Bac","Ser","Can","7",9,4258,10,425.8,"Ser Bac",197.866666666667,"7",1780.8
"1088","21-Can9BacSer-B9","B9","Bac","Ser","Can","9",9,4258,10,425.8,"Ser Bac",239.311111111111,"9",2153.8
"1089","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","11",10,5142,10,514.2,"Ste Lev",541.5,"11",5415
"1090","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","14",10,5142,10,514.2,"Ste Lev",680,"14",6800
"1091","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","16",10,5142,10,514.2,"Ste Lev",703.2,"16",7032
"1092","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","18",10,5142,10,514.2,"Ste Lev",654.688888888889,"18",6546.88888888889
"1093","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","2",10,5142,10,514.2,"Ste Lev",91.6999999999999,"2",916.999999999999
"1094","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","4",10,5142,10,514.2,"Ste Lev",171.3,"4",1713
"1095","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","7",10,5142,10,514.2,"Ste Lev",285.6,"7",2856
"1096","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","9",10,5142,10,514.2,"Ste Lev",338,"9",3380
"1097","21-Gre4LevNon-B4","B4","Lev","Non","Gre","11",10,6446,10,644.6,"Non Lev",557.8,"11",5578
"1098","21-Gre4LevNon-B4","B4","Lev","Non","Gre","14",10,6446,10,644.6,"Non Lev",744.3,"14",7443
"1099","21-Gre4LevNon-B4","B4","Lev","Non","Gre","16",10,6446,10,644.6,"Non Lev",745.5,"16",7455
"1100","21-Gre4LevNon-B4","B4","Lev","Non","Gre","18",10,6446,10,644.6,"Non Lev",729.9,"18",7299
"1101","21-Gre4LevNon-B4","B4","Lev","Non","Gre","2",10,6446,10,644.6,"Non Lev",80.1999999999999,"2",801.999999999999
"1102","21-Gre4LevNon-B4","B4","Lev","Non","Gre","4",10,6446,10,644.6,"Non Lev",217.7,"4",2177
"1103","21-Gre4LevNon-B4","B4","Lev","Non","Gre","7",10,6446,10,644.6,"Non Lev",298.8,"7",2988
"1104","21-Gre4LevNon-B4","B4","Lev","Non","Gre","9",10,6446,10,644.6,"Non Lev",440,"9",4400
"1105","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","11",10,5004,10,500.4,"Ser Lev",301.4,"11",3014
"1106","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","14",9,5004,10,500.4,"Ser Lev",480.377777777778,"14",4323.4
"1107","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","16",9,5004,10,500.4,"Ser Lev",609.488888888889,"16",5485.4
"1108","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","18",9,5004,10,500.4,"Ser Lev",615.488888888889,"18",5539.4
"1109","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","2",10,5004,10,500.4,"Ser Lev",81.8000000000001,"2",818.000000000001
"1110","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","4",10,5004,10,500.4,"Ser Lev",104.8,"4",1048
"1111","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","7",10,5004,10,500.4,"Ser Lev",161.5,"7",1615
"1112","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","9",10,5004,10,500.4,"Ser Lev",257,"9",2570
"1113","21-Ita3ConSte-B3","B3","Con","Ste","Ita","11",10,5997,10,599.7,"Ste Con",523.522222222222,"11",5235.22222222222
"1114","21-Ita3ConSte-B3","B3","Con","Ste","Ita","14",9,5997,10,599.7,"Ste Con",645.966666666667,"14",5813.7
"1115","21-Ita3ConSte-B3","B3","Con","Ste","Ita","16",9,5997,10,599.7,"Ste Con",725.188888888889,"16",6526.7
"1116","21-Ita3ConSte-B3","B3","Con","Ste","Ita","18",9,5997,10,599.7,"Ste Con",675.175,"18",6076.575
"1117","21-Ita3ConSte-B3","B3","Con","Ste","Ita","2",10,5997,10,599.7,"Ste Con",64.8,"2",648
"1118","21-Ita3ConSte-B3","B3","Con","Ste","Ita","4",10,5997,10,599.7,"Ste Con",162.9,"4",1629
"1119","21-Ita3ConSte-B3","B3","Con","Ste","Ita","7",10,5997,10,599.7,"Ste Con",242.6,"7",2426
"1120","21-Ita3ConSte-B3","B3","Con","Ste","Ita","9",10,5997,10,599.7,"Ste Con",395.5,"9",3955
"1121","22-Can1BacSer-B1","B1","Bac","Ser","Can","11",9,4963,10,496.3,"Ser Bac",380.366666666667,"11",3423.3
"1122","22-Can1BacSer-B1","B1","Bac","Ser","Can","14",9,4963,10,496.3,"Ser Bac",486.7,"14",4380.3
"1123","22-Can1BacSer-B1","B1","Bac","Ser","Can","16",9,4963,10,496.3,"Ser Bac",463.7,"16",4173.3
"1124","22-Can1BacSer-B1","B1","Bac","Ser","Can","18",9,4963,10,496.3,"Ser Bac",451.325,"18",4061.925
"1125","22-Can1BacSer-B1","B1","Bac","Ser","Can","2",9,4963,10,496.3,"Ser Bac",100.255555555556,"2",902.3
"1126","22-Can1BacSer-B1","B1","Bac","Ser","Can","4",9,4963,10,496.3,"Ser Bac",152.144444444444,"4",1369.3
"1127","22-Can1BacSer-B1","B1","Bac","Ser","Can","7",9,4963,10,496.3,"Ser Bac",223.033333333333,"7",2007.3
"1128","22-Can1BacSer-B1","B1","Bac","Ser","Can","9",9,4963,10,496.3,"Ser Bac",332.7,"9",2994.3
"1129","22-Can4BacSer-B4","B4","Bac","Ser","Can","11",9,4603,10,460.3,"Ser Bac",270.7,"11",2436.3
"1130","22-Can4BacSer-B4","B4","Bac","Ser","Can","14",9,4603,10,460.3,"Ser Bac",281.477777777778,"14",2533.3
"1131","22-Can4BacSer-B4","B4","Bac","Ser","Can","16",9,4603,10,460.3,"Ser Bac",431.588888888889,"16",3884.3
"1132","22-Can4BacSer-B4","B4","Bac","Ser","Can","18",9,4603,10,460.3,"Ser Bac",336.95,"18",3032.55
"1133","22-Can4BacSer-B4","B4","Bac","Ser","Can","2",10,4603,10,460.3,"Ser Bac",57.2,"2",572
"1134","22-Can4BacSer-B4","B4","Bac","Ser","Can","4",10,4603,10,460.3,"Ser Bac",56.4,"4",564
"1135","22-Can4BacSer-B4","B4","Bac","Ser","Can","7",9,4603,10,460.3,"Ser Bac",202.366666666667,"7",1821.3
"1136","22-Can4BacSer-B4","B4","Bac","Ser","Can","9",9,4603,10,460.3,"Ser Bac",208.7,"9",1878.3
"1137","22-Can9LevSte-B9","B9","Lev","Ste","Can","11",10,4435,10,443.5,"Ste Lev",357,"11",3570
"1138","22-Can9LevSte-B9","B9","Lev","Ste","Can","14",10,4435,10,443.5,"Ste Lev",639.3,"14",6393
"1139","22-Can9LevSte-B9","B9","Lev","Ste","Can","16",10,4435,10,443.5,"Ste Lev",671.2,"16",6712
"1140","22-Can9LevSte-B9","B9","Lev","Ste","Can","18",9,4435,10,443.5,"Ste Lev",733.055555555556,"18",6597.5
"1141","22-Can9LevSte-B9","B9","Lev","Ste","Can","2",10,4435,10,443.5,"Ste Lev",83.3,"2",833
"1142","22-Can9LevSte-B9","B9","Lev","Ste","Can","4",10,4435,10,443.5,"Ste Lev",152.4,"4",1524
"1143","22-Can9LevSte-B9","B9","Lev","Ste","Can","7",10,4435,10,443.5,"Ste Lev",245.4,"7",2454
"1144","22-Can9LevSte-B9","B9","Lev","Ste","Can","9",10,4435,10,443.5,"Ste Lev",291.4,"9",2914
"1145","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","11",10,5949,10,594.9,"Ser Bac",437.7,"11",4377
"1146","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","14",10,5949,10,594.9,"Ser Bac",574.1,"14",5741
"1147","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","16",10,5949,10,594.9,"Ser Bac",606.1,"16",6061
"1148","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","18",10,5949,10,594.9,"Ser Bac",604.5,"18",6045
"1149","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","2",10,5949,10,594.9,"Ser Bac",116.9,"2",1169
"1150","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","4",10,5949,10,594.9,"Ser Bac",228.7,"4",2287
"1151","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","7",10,5949,10,594.9,"Ser Bac",223.7,"7",2237
"1152","22-Gre2BacSer-B2","B2","Bac","Ser","Gre","9",10,5949,10,594.9,"Ser Bac",313.2,"9",3132
"1153","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","11",10,5659,10,565.9,"Ser Lev",270.1,"11",2701
"1154","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","14",9,5659,10,565.9,"Ser Lev",324.1,"14",2916.9
"1155","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","16",9,5659,10,565.9,"Ser Lev",388.766666666667,"16",3498.9
"1156","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","18",9,5659,10,565.9,"Ser Lev",371.544444444444,"18",3343.9
"1157","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","2",10,5659,10,565.9,"Ser Lev",58.7,"2",587
"1158","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","4",10,5659,10,565.9,"Ser Lev",107.7,"4",1077
"1159","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","7",10,5659,10,565.9,"Ser Lev",133,"7",1330
"1160","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","9",10,5659,10,565.9,"Ser Lev",208,"9",2080
"1161","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","11",10,6380,10,638,"Ste Lev",596.7,"11",5967
"1162","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","14",10,6380,10,638,"Ste Lev",681,"14",6810
"1163","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","16",10,6380,10,638,"Ste Lev",720.444444444444,"16",7204.44444444444
"1164","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","18",10,6380,10,638,"Ste Lev",672.125,"18",6721.25
"1165","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","2",10,6380,10,638,"Ste Lev",64.2,"2",642
"1166","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","4",10,6380,10,638,"Ste Lev",169.8,"4",1698
"1167","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","7",10,6380,10,638,"Ste Lev",288.6,"7",2886
"1168","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","9",10,6380,10,638,"Ste Lev",425,"9",4250
"1169","22-Ita10ConSer-B10","B10","Con","Ser","Ita","11",9,4888,10,488.8,"Ser Con",358.533333333333,"11",3226.8
"1170","22-Ita10ConSer-B10","B10","Con","Ser","Ita","14",8,4888,10,488.8,"Ser Con",638.45,"14",5107.6
"1171","22-Ita10ConSer-B10","B10","Con","Ser","Ita","16",8,4888,10,488.8,"Ser Con",717.2,"16",5737.6
"1172","22-Ita10ConSer-B10","B10","Con","Ser","Ita","18",8,4888,10,488.8,"Ser Con",740.7,"18",5925.6
"1173","22-Ita10ConSer-B10","B10","Con","Ser","Ita","2",10,4888,10,488.8,"Ser Con",13.4,"2",134
"1174","22-Ita10ConSer-B10","B10","Con","Ser","Ita","4",9,4888,10,488.8,"Ser Con",25.5333333333334,"4",229.8
"1175","22-Ita10ConSer-B10","B10","Con","Ser","Ita","7",9,4888,10,488.8,"Ser Con",192.866666666667,"7",1735.8
"1176","22-Ita10ConSer-B10","B10","Con","Ser","Ita","9",9,4888,10,488.8,"Ser Con",280.311111111111,"9",2522.8
"1177","22-Ita6ConSer-B6","B6","Con","Ser","Ita","11",7,5988,10,598.8,"Ser Con",337.628571428571,"11",2363.4
"1178","22-Ita6ConSer-B6","B6","Con","Ser","Ita","14",7,5988,10,598.8,"Ser Con",540.342857142857,"14",3782.4
"1179","22-Ita6ConSer-B6","B6","Con","Ser","Ita","16",7,5988,10,598.8,"Ser Con",508.485714285714,"16",3559.4
"1180","22-Ita6ConSer-B6","B6","Con","Ser","Ita","18",6,5988,10,598.8,"Ser Con",643.2,"18",3859.2
"1181","22-Ita6ConSer-B6","B6","Con","Ser","Ita","2",10,5988,10,598.8,"Ser Con",51.2,"2",512
"1182","22-Ita6ConSer-B6","B6","Con","Ser","Ita","4",10,5988,10,598.8,"Ser Con",77.9000000000001,"4",779.000000000001
"1183","22-Ita6ConSer-B6","B6","Con","Ser","Ita","7",7,5988,10,598.8,"Ser Con",150.342857142857,"7",1052.4
"1184","22-Ita6ConSer-B6","B6","Con","Ser","Ita","9",7,5988,10,598.8,"Ser Con",236.485714285714,"9",1655.4
"1185","22-Ita7ConSer-B7","B7","Con","Ser","Ita","11",10,4981,10,498.1,"Ser Con",384.2,"11",3842
"1186","22-Ita7ConSer-B7","B7","Con","Ser","Ita","14",10,4981,10,498.1,"Ser Con",525.4,"14",5254
"1187","22-Ita7ConSer-B7","B7","Con","Ser","Ita","16",10,4981,10,498.1,"Ser Con",524.4,"16",5244
"1188","22-Ita7ConSer-B7","B7","Con","Ser","Ita","18",10,4981,10,498.1,"Ser Con",528.1,"18",5281
"1189","22-Ita7ConSer-B7","B7","Con","Ser","Ita","2",10,4981,10,498.1,"Ser Con",105.8,"2",1058
"1190","22-Ita7ConSer-B7","B7","Con","Ser","Ita","4",10,4981,10,498.1,"Ser Con",190.6,"4",1906
"1191","22-Ita7ConSer-B7","B7","Con","Ser","Ita","7",10,4981,10,498.1,"Ser Con",168.7,"7",1687
"1192","22-Ita7ConSer-B7","B7","Con","Ser","Ita","9",10,4981,10,498.1,"Ser Con",300.3,"9",3003
"1193","22-Ita8ConSte-B8","B8","Con","Ste","Ita","11",10,6660,10,666,"Ste Con",389.777777777778,"11",3897.77777777778
"1194","22-Ita8ConSte-B8","B8","Con","Ste","Ita","14",10,6660,10,666,"Ste Con",590.444444444444,"14",5904.44444444444
"1195","22-Ita8ConSte-B8","B8","Con","Ste","Ita","16",10,6660,10,666,"Ste Con",642.5,"16",6425
"1196","22-Ita8ConSte-B8","B8","Con","Ste","Ita","18",10,6660,10,666,"Ste Con",614.428571428571,"18",6144.28571428571
"1197","22-Ita8ConSte-B8","B8","Con","Ste","Ita","2",10,6660,10,666,"Ste Con",70.3,"2",703
"1198","22-Ita8ConSte-B8","B8","Con","Ste","Ita","4",10,6660,10,666,"Ste Con",149.5,"4",1495
"1199","22-Ita8ConSte-B8","B8","Con","Ste","Ita","7",10,6660,10,666,"Ste Con",248.2,"7",2482
"1200","22-Ita8ConSte-B8","B8","Con","Ste","Ita","9",10,6660,10,666,"Ste Con",342.9,"9",3429
"1201","23-Can10ConSer-B10","B10","Con","Ser","Can","11",10,3981,10,398.1,"Ser Con",334.7,"11",3347
"1202","23-Can10ConSer-B10","B10","Con","Ser","Can","14",10,3981,10,398.1,"Ser Con",436.6,"14",4366
"1203","23-Can10ConSer-B10","B10","Con","Ser","Can","16",10,3981,10,398.1,"Ser Con",474,"16",4740
"1204","23-Can10ConSer-B10","B10","Con","Ser","Can","18",10,3981,10,398.1,"Ser Con",479.6,"18",4796
"1205","23-Can10ConSer-B10","B10","Con","Ser","Can","2",10,3981,10,398.1,"Ser Con",58.7,"2",587
"1206","23-Can10ConSer-B10","B10","Con","Ser","Can","4",10,3981,10,398.1,"Ser Con",109.1,"4",1091
"1207","23-Can10ConSer-B10","B10","Con","Ser","Can","7",10,3981,10,398.1,"Ser Con",165.8,"7",1658
"1208","23-Can10ConSer-B10","B10","Con","Ser","Can","9",10,3981,10,398.1,"Ser Con",225.1,"9",2251
"1209","23-Can2BacSer-B2","B2","Bac","Ser","Can","11",7,4731,10,473.1,"Ser Bac",379.614285714286,"11",2657.3
"1210","23-Can2BacSer-B2","B2","Bac","Ser","Can","14",7,4731,10,473.1,"Ser Bac",426.042857142857,"14",2982.3
"1211","23-Can2BacSer-B2","B2","Bac","Ser","Can","16",7,4731,10,473.1,"Ser Bac",430.328571428571,"16",3012.3
"1212","23-Can2BacSer-B2","B2","Bac","Ser","Can","18",7,4731,10,473.1,"Ser Bac",437.328571428571,"18",3061.3
"1213","23-Can2BacSer-B2","B2","Bac","Ser","Can","2",9,4731,10,473.1,"Ser Bac",77.2333333333333,"2",695.1
"1214","23-Can2BacSer-B2","B2","Bac","Ser","Can","4",8,4731,10,473.1,"Ser Bac",154.025,"4",1232.2
"1215","23-Can2BacSer-B2","B2","Bac","Ser","Can","7",7,4731,10,473.1,"Ser Bac",153.757142857143,"7",1076.3
"1216","23-Can2BacSer-B2","B2","Bac","Ser","Can","9",7,4731,10,473.1,"Ser Bac",301.9,"9",2113.3
"1217","23-Can7ConSer-B7","B7","Con","Ser","Can","11",10,4083,10,408.3,"Ser Con",219.3,"11",2193
"1218","23-Can7ConSer-B7","B7","Con","Ser","Can","14",10,4083,10,408.3,"Ser Con",432.7,"14",4327
"1219","23-Can7ConSer-B7","B7","Con","Ser","Can","16",9,4083,10,408.3,"Ser Con",521.144444444444,"16",4690.3
"1220","23-Can7ConSer-B7","B7","Con","Ser","Can","18",9,4083,10,408.3,"Ser Con",467.588888888889,"18",4208.3
"1221","23-Can7ConSer-B7","B7","Con","Ser","Can","2",10,4083,10,408.3,"Ser Con",59.5,"2",595
"1222","23-Can7ConSer-B7","B7","Con","Ser","Can","4",10,4083,10,408.3,"Ser Con",115.4,"4",1154
"1223","23-Can7ConSer-B7","B7","Con","Ser","Can","7",10,4083,10,408.3,"Ser Con",162.3,"7",1623
"1224","23-Can7ConSer-B7","B7","Con","Ser","Can","9",10,4083,10,408.3,"Ser Con",164.3,"9",1643
"1225","23-Can8ConSte-B8","B8","Con","Ste","Can","11",9,4711,10,471.1,"Ste Con",273.788888888889,"11",2464.1
"1226","23-Can8ConSte-B8","B8","Con","Ste","Can","14",9,4711,10,471.1,"Ste Con",379.233333333333,"14",3413.1
"1227","23-Can8ConSte-B8","B8","Con","Ste","Can","16",9,4711,10,471.1,"Ste Con",379.9,"16",3419.1
"1228","23-Can8ConSte-B8","B8","Con","Ste","Can","18",9,4711,10,471.1,"Ste Con",369.233333333333,"18",3323.1
"1229","23-Can8ConSte-B8","B8","Con","Ste","Can","2",10,4711,10,471.1,"Ste Con",59.6,"2",596
"1230","23-Can8ConSte-B8","B8","Con","Ste","Can","4",10,4711,10,471.1,"Ste Con",107,"4",1070
"1231","23-Can8ConSte-B8","B8","Con","Ste","Can","7",10,4711,10,471.1,"Ste Con",134.5,"7",1345
"1232","23-Can8ConSte-B8","B8","Con","Ste","Can","9",9,4711,10,471.1,"Ste Con",245.455555555556,"9",2209.1
"1233","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","11",10,5478,10,547.8,"Ser Bac",342.1,"11",3421
"1234","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","14",10,5478,10,547.8,"Ser Bac",508.1,"14",5081
"1235","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","16",10,5478,10,547.8,"Ser Bac",518.8,"16",5188
"1236","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","18",10,5478,10,547.8,"Ser Bac",508,"18",5080
"1237","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","2",10,5478,10,547.8,"Ser Bac",58.7,"2",587
"1238","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","4",10,5478,10,547.8,"Ser Bac",124.5,"4",1245
"1239","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","7",10,5478,10,547.8,"Ser Bac",184.9,"7",1849
"1240","23-Gre1BacSer-B1","B1","Bac","Ser","Gre","9",10,5478,10,547.8,"Ser Bac",258.2,"9",2582
"1241","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","11",8,5641,10,564.1,"Ser Bac",199.15,"11",1593.2
"1242","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","14",8,5641,10,564.1,"Ser Bac",316.275,"14",2530.2
"1243","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","16",8,5641,10,564.1,"Ser Bac",359.15,"16",2873.2
"1244","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","18",7,5641,10,564.1,"Ser Bac",439.185714285714,"18",3074.3
"1245","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","2",10,5641,10,564.1,"Ser Bac",14.6999999999999,"2",146.999999999999
"1246","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","4",10,5641,10,564.1,"Ser Bac",61.9,"4",619
"1247","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","7",10,5641,10,564.1,"Ser Bac",118.7,"7",1187
"1248","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","9",9,5641,10,564.1,"Ser Bac",138.344444444444,"9",1245.1
"1249","23-Gre6ConSer-B6","B6","Con","Ser","Gre","11",9,5071,10,507.1,"Ser Con",140.122222222222,"11",1261.1
"1250","23-Gre6ConSer-B6","B6","Con","Ser","Gre","14",8,5071,10,507.1,"Ser Con",375.15,"14",3001.2
"1251","23-Gre6ConSer-B6","B6","Con","Ser","Gre","16",8,5071,10,507.1,"Ser Con",355.9,"16",2847.2
"1252","23-Gre6ConSer-B6","B6","Con","Ser","Gre","18",8,5071,10,507.1,"Ser Con",343.15,"18",2745.2
"1253","23-Gre6ConSer-B6","B6","Con","Ser","Gre","2",10,5071,10,507.1,"Ser Con",45.1,"2",451
"1254","23-Gre6ConSer-B6","B6","Con","Ser","Gre","4",10,5071,10,507.1,"Ser Con",57.8,"4",578
"1255","23-Gre6ConSer-B6","B6","Con","Ser","Gre","7",10,5071,10,507.1,"Ser Con",94.1,"7",941
"1256","23-Gre6ConSer-B6","B6","Con","Ser","Gre","9",10,5071,10,507.1,"Ser Con",105.8,"9",1058
"1257","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","11",8,5641,10,564.1,"Ste Lev",599.025,"11",4792.2
"1258","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","14",8,5641,10,564.1,"Ste Lev",821.775,"14",6574.2
"1259","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","16",8,5641,10,564.1,"Ste Lev",802.4,"16",6419.2
"1260","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","18",8,5641,10,564.1,"Ste Lev",757.185714285714,"18",6057.48571428571
"1261","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","2",9,5641,10,564.1,"Ste Lev",150.455555555556,"2",1354.1
"1262","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","4",9,5641,10,564.1,"Ste Lev",287.566666666667,"4",2588.1
"1263","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","7",9,5641,10,564.1,"Ste Lev",341.011111111111,"7",3069.1
"1264","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","9",8,5641,10,564.1,"Ste Lev",494.525,"9",3956.2
"1265","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","11",10,6345,10,634.5,"Ser Lev",328.5,"11",3285
"1266","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","14",10,6345,10,634.5,"Ser Lev",501.7,"14",5017
"1267","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","16",10,6345,10,634.5,"Ser Lev",516.944444444444,"16",5169.44444444444
"1268","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","18",10,6345,10,634.5,"Ser Lev",485.5,"18",4855
"1269","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","2",10,6345,10,634.5,"Ser Lev",46.6,"2",466
