"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Rate","Times"
"1610","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",14,39.1333333333334,"14"
"1611","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",16,15.3,"16"
"1612","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",18,-12.55,"18"
"1613","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",2,33.0666666666667,"2"
"1614","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",4,36.7,"4"
"1615","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",7,12.7,"7"
"1616","3-Can3LevSte-B3","B3","Lev","Ste","Can",4549,10,454.9,"Ste Lev",9,94.35,"9"
"1617","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",11,34.5,"11"
"1618","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",14,130.592592592593,"14"
"1619","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",16,-21.7777777777778,"16"
"1620","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",18,-12.3333333333333,"18"
"1621","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",2,21.5296296296296,"2"
"1622","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",4,88.5555555555555,"4"
"1623","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",7,13.037037037037,"7"
"1624","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",9,18.0555555555555,"9"
"1625","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",11,-6.20000000000005,"11"
"1626","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",14,70.2148148148148,"14"
"1627","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",16,62.6666666666667,"16"
"1628","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",18,8.77777777777777,"18"
"1629","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",2,9.76666666666667,"2"
"1630","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",4,25.9,"4"
"1631","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",7,36.7,"7"
"1632","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",9,38.75,"9"
"1633","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",11,90.15,"11"
"1634","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",14,40.3,"14"
"1635","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",16,17,"16"
"1636","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",18,1.93888888888887,"18"
"1637","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",2,41.6,"2"
"1638","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",4,65.3,"4"
"1639","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",7,43.5333333333333,"7"
"1640","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",9,64.2,"9"
"1641","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",11,86.0277777777778,"11"
"1642","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",14,29.4074074074074,"14"
"1643","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",16,-28.8888888888889,"16"
"1644","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",18,4.28571428571433,"18"
"1645","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",2,12.0666666666666,"2"
"1646","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",4,34.95,"4"
"1647","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",7,27.9666666666667,"7"
"1648","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",9,22.65,"9"
"1649","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",11,32.6,"11"
"1650","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",14,5.86666666666664,"14"
"1651","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",16,67.95,"16"
"1652","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",18,60.6777777777778,"18"
"1653","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",2,22.8666666666667,"2"
"1654","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",4,27.8,"4"
"1655","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",7,17.4,"7"
"1656","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",9,69.8,"9"
"1657","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",11,27.4,"11"
"1658","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",14,108.611111111111,"14"
"1659","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",16,20.3333333333334,"16"
"1660","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",18,-3.66666666666663,"18"
"1661","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",2,45.5,"2"
"1662","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",4,60.85,"4"
"1663","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",7,26.5,"7"
"1664","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",9,45.4,"9"
"1665","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",11,64.2,"11"
"1666","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",14,53.0666666666667,"14"
"1667","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",16,4.69999999999993,"16"
"1668","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",18,8.10000000000002,"18"
"1669","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",2,34.6,"2"
"1670","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",4,47.7,"4"
"1671","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",7,15.3,"7"
"1672","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",9,69.2,"9"
"1673","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",11,47.2,"11"
"1674","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",14,26.5,"14"
"1675","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",16,11.1,"16"
"1676","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",18,-6.95000000000005,"18"
"1677","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",2,25.3666666666667,"2"
"1678","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",4,43.7,"4"
"1679","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",7,12,"7"
"1680","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",9,67.65,"9"
"1681","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",11,30.6,"11"
"1682","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",14,5.59999999999998,"14"
"1683","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",16,24.6,"16"
"1684","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",18,6.39999999999998,"18"
"1685","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",2,13.4,"2"
"1686","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",4,19.5,"4"
"1687","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",7,15.4,"7"
"1688","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",9,26,"9"
"1689","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",11,65.4652777777778,"11"
"1690","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",14,17.3333333333333,"14"
"1691","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",16,-7.625,"16"
"1692","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",18,-11.8125,"18"
"1693","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",2,4.03333333333334,"2"
"1694","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",4,26.45,"4"
"1695","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",7,13.6444444444445,"7"
"1696","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",9,56.0555555555555,"9"
"1697","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",11,50.8,"11"
"1698","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",14,90.1296296296296,"14"
"1699","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",16,-1.44444444444446,"16"
"1700","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",18,-13.2777777777778,"18"
"1701","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",2,46.1666666666667,"2"
"1702","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",4,40.65,"4"
"1703","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",7,24.9,"7"
"1704","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",9,44.4,"9"
"1705","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",11,22.45,"11"
"1706","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",14,22.8,"14"
"1707","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",16,-4.75,"16"
"1708","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",18,8.5,"18"
"1709","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",2,19.8,"2"
"1710","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",4,33.35,"4"
"1711","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",7,-13.8,"7"
"1712","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",9,55,"9"
"1713","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",11,39.95,"11"
"1714","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",14,34.6666666666667,"14"
"1715","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",16,46.2444444444444,"16"
"1716","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",18,5.05555555555554,"18"
"1717","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",2,26.5333333333333,"2"
"1718","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",4,60.85,"4"
"1719","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",7,15.4666666666667,"7"
"1720","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",9,104.8,"9"
"1721","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",11,31.95,"11"
"1722","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",14,43.1666666666667,"14"
"1723","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",16,-13.0500000000001,"16"
"1724","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",18,-20.5666666666666,"18"
"1725","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",2,63.1666666666667,"2"
"1726","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",4,30.9,"4"
"1727","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",7,29.3333333333333,"7"
"1728","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",9,88.3,"9"
"1729","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",11,38,"11"
"1730","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",14,39.8518518518518,"14"
"1731","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",16,-17.7777777777777,"16"
"1732","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",18,-0.333333333333371,"18"
"1733","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",2,34.4666666666667,"2"
"1734","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",4,78.1,"4"
"1735","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",7,-5.55555555555554,"7"
"1736","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",9,80.7222222222222,"9"
"1737","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",11,67,"11"
"1738","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",14,52.4518518518519,"14"
"1739","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",16,8.5,"16"
"1740","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",18,-74.6777777777778,"18"
"1741","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",2,53.9,"2"
"1742","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",4,55.85,"4"
"1743","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",7,7,"7"
"1744","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",9,72.65,"9"
"1745","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",11,64.1,"11"
"1746","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",14,25.0481481481482,"14"
"1747","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",16,42.7152777777778,"16"
"1748","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",18,11.625,"18"
"1749","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",2,14.2333333333333,"2"
"1750","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",4,35.7,"4"
"1751","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",7,0.466666666666659,"7"
"1752","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",9,34.8,"9"
"1753","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",11,16.1428571428571,"11"
"1754","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",14,50.6666666666667,"14"
"1755","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",16,6.57142857142856,"16"
"1756","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",18,11.6428571428572,"18"
"1757","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",2,3.3888888888889,"2"
"1758","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",4,31.8541666666667,"4"
"1759","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",7,21.5833333333333,"7"
"1760","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",9,8.58035714285714,"9"
"1761","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",11,66.85,"11"
"1762","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",14,40.4,"14"
"1763","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",16,5.95000000000005,"16"
"1764","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",18,-10.6,"18"
"1765","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",2,39.6037037037037,"2"
"1766","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",4,50.15,"4"
"1767","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",7,26.7666666666667,"7"
"1768","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",9,51.4,"9"
"1769","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",11,43.4,"11"
"1770","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",14,83.0666666666666,"14"
"1771","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",16,35.15,"16"
"1772","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",18,-7.84999999999991,"18"
"1773","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",2,12.8,"2"
"1774","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",4,67.25,"4"
"1775","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",7,37.7333333333333,"7"
"1776","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",9,18.85,"9"
"1777","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",11,47.7166666666667,"11"
"1778","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",14,25.6296296296296,"14"
"1779","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",16,78.8888888888889,"16"
"1780","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",18,25.3333333333334,"18"
"1781","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",2,30.6333333333333,"2"
"1782","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",4,18.15,"4"
"1783","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",7,33.4666666666667,"7"
"1784","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",9,77.2,"9"
"1785","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",11,42.85,"11"
"1786","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",14,33.4333333333333,"14"
"1787","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",16,55.0833333333334,"16"
"1788","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",18,-1.94444444444446,"18"
"1789","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",2,17.2,"2"
"1790","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",4,30.25,"4"
"1791","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",7,16.6333333333333,"7"
"1792","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",9,30.1,"9"
"1793","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",11,33.7142857142857,"11"
"1794","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",14,37.9285714285714,"14"
"1795","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",16,55,"16"
"1796","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",18,23.6666666666666,"18"
"1797","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",2,28.6833333333333,"2"
"1798","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",4,36.3125,"4"
"1799","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",7,14.2083333333333,"7"
"1800","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",9,95.6428571428572,"9"
"1801","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",11,65.5555555555555,"11"
"1802","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",14,46.3333333333333,"14"
"1803","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",16,32.5555555555555,"16"
"1804","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",18,3,"18"
"1805","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",2,17.9666666666667,"2"
"1806","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",4,44.1,"4"
"1807","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",7,12.1333333333333,"7"
"1808","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",9,75.5,"9"
"1809","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",11,21.8571428571428,"11"
"1810","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",14,59.4285714285714,"14"
"1811","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",16,1,"16"
"1812","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",18,0,"18"
"1813","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",2,24.2333333333333,"2"
"1814","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",4,28.35,"4"
"1815","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",7,42.2095238095238,"7"
"1816","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",9,44,"9"
"1817","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",11,30.45,"11"
"1818","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",14,36.5740740740741,"14"
"1819","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",16,45.6666666666667,"16"
"1820","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",18,-4.46527777777783,"18"
"1821","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",2,25.2666666666667,"2"
"1822","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",4,26.3,"4"
"1823","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",7,39.7,"7"
"1824","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",9,64.4999999999999,"9"
"1825","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",11,61.5,"11"
"1826","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",14,77.1333333333334,"14"
"1827","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",16,-4.05000000000007,"16"
"1828","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",18,-9.23333333333335,"18"
"1829","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",2,42.8333333333333,"2"
"1830","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",4,26.6,"4"
"1831","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",7,7.20000000000001,"7"
"1832","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",9,50.55,"9"
"1833","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",11,45.3,"11"
"1834","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",14,36.1166666666667,"14"
"1835","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",16,6.1875,"16"
"1836","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",18,0.25,"18"
"1837","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",2,19.6666666666667,"2"
"1838","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",4,65.65,"4"
"1839","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",7,11.2,"7"
"1840","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",9,59.35,"9"
"1841","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",11,39.3888888888889,"11"
