"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Acc","Times"
"1621","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",2,64.5888888888889,"2"
"1622","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",4,241.7,"4"
"1623","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",7,280.811111111111,"7"
"1624","3-Can6ConNon-B6","B6","Con","Non","Can",4153,10,415.3,"Non Con",9,316.922222222222,"9"
"1625","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",11,256.3,"11"
"1626","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",14,466.944444444444,"14"
"1627","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",16,592.277777777778,"16"
"1628","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",18,609.833333333333,"18"
"1629","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",2,29.3,"2"
"1630","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",4,81.1,"4"
"1631","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",7,191.2,"7"
"1632","3-Can9ConSer-B9","B9","Con","Ser","Can",3755,10,375.5,"Ser Con",9,268.7,"9"
"1633","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",11,694.7,"11"
"1634","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",14,815.6,"14"
"1635","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",16,849.6,"16"
"1636","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",18,853.477777777778,"18"
"1637","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",2,124.8,"2"
"1638","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",4,255.4,"4"
"1639","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",7,386,"7"
"1640","3-Gre10LevNon-B10","B10","Lev","Non","Gre",5793,10,579.3,"Non Lev",9,514.4,"9"
"1641","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",11,407.355555555556,"11"
"1642","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",14,495.577777777778,"14"
"1643","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",16,437.8,"16"
"1644","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",18,446.371428571429,"18"
"1645","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",2,36.1999999999999,"2"
"1646","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",4,106.1,"4"
"1647","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",7,190,"7"
"1648","3-Gre1LevSer-B1","B1","Lev","Ser","Gre",6762,10,676.2,"Ser Lev",9,235.3,"9"
"1649","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",11,381.2,"11"
"1650","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",14,398.8,"14"
"1651","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",16,534.7,"16"
"1652","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",18,656.055555555556,"18"
"1653","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",2,68.6,"2"
"1654","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",4,124.2,"4"
"1655","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",7,176.4,"7"
"1656","3-Gre4ConSer-B4","B4","Con","Ser","Gre",5185,10,518.5,"Ser Con",9,316,"9"
"1657","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",11,483.3,"11"
"1658","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",14,809.133333333333,"14"
"1659","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",16,849.8,"16"
"1660","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",18,842.466666666667,"18"
"1661","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",2,136.5,"2"
"1662","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",4,258.2,"4"
"1663","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",7,337.7,"7"
"1664","3-Gre7BacNon-B7","B7","Bac","Non","Gre",5852,10,585.2,"Non Bac",9,428.5,"9"
"1665","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",11,511.9,"11"
"1666","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",14,671.1,"14"
"1667","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",16,680.5,"16"
"1668","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",18,696.7,"18"
"1669","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",2,103.8,"2"
"1670","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",4,199.2,"4"
"1671","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",7,245.1,"7"
"1672","3-Gre8BacSte-B8","B8","Bac","Ste","Gre",6191,10,619.1,"Ste Bac",9,383.5,"9"
"1673","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",11,429.2,"11"
"1674","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",14,508.7,"14"
"1675","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",16,530.9,"16"
"1676","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",18,517,"18"
"1677","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",2,76.1,"2"
"1678","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",4,163.5,"4"
"1679","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",7,199.5,"7"
"1680","3-Ita5LevSer-B5","B5","Lev","Ser","Ita",6915,10,691.5,"Ser Lev",9,334.8,"9"
"1681","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",11,238.6,"11"
"1682","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",14,255.4,"14"
"1683","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",16,304.6,"16"
"1684","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",18,317.4,"18"
"1685","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",2,40.2,"2"
"1686","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",4,79.2,"4"
"1687","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",7,125.4,"7"
"1688","4-Can10LevSer-B10","B10","Lev","Ser","Can",3856,10,385.6,"Ser Lev",9,177.4,"9"
"1689","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",11,348.975,"11"
"1690","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",14,400.975,"14"
"1691","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",16,385.725,"16"
"1692","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",18,362.1,"18"
"1693","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",2,12.1,"2"
"1694","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",4,65,"4"
"1695","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",7,105.933333333333,"7"
"1696","4-Can1ConSer-B1","B1","Con","Ser","Can",4854,10,485.4,"Ser Con",9,218.044444444444,"9"
"1697","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",11,484.9,"11"
"1698","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",14,755.288888888889,"14"
"1699","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",16,752.4,"16"
"1700","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",18,725.844444444444,"18"
"1701","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",2,138.5,"2"
"1702","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",4,219.8,"4"
"1703","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",7,294.5,"7"
"1704","4-Can3LevNon-B3","B3","Lev","Non","Can",5136,10,513.6,"Non Lev",9,383.3,"9"
"1705","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",11,239.6,"11"
"1706","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",14,308,"14"
"1707","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",16,298.5,"16"
"1708","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",18,315.5,"18"
"1709","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",2,59.4,"2"
"1710","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",4,126.1,"4"
"1711","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",7,84.7,"7"
"1712","4-Can8ConSer-B8","B8","Con","Ser","Can",4310,10,431,"Ser Con",9,194.7,"9"
"1713","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",11,537.2,"11"
"1714","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",14,641.2,"14"
"1715","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",16,733.688888888889,"16"
"1716","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",18,743.8,"18"
"1717","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",2,79.5999999999999,"2"
"1718","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",4,201.3,"4"
"1719","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",7,247.7,"7"
"1720","4-Gre4BacNon-B4","B4","Bac","Non","Gre",5792,10,579.2,"Non Bac",9,457.3,"9"
"1721","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",11,579.8,"11"
"1722","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",14,709.3,"14"
"1723","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",16,683.2,"16"
"1724","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",18,642.066666666667,"18"
"1725","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",2,189.5,"2"
"1726","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",4,251.3,"4"
"1727","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",7,339.3,"7"
"1728","4-Gre7LevNon-B7","B7","Lev","Non","Gre",6811,10,681.1,"Non Lev",9,515.9,"9"
"1729","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",11,480.377777777778,"11"
"1730","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",14,599.933333333333,"14"
"1731","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",16,564.377777777778,"16"
"1732","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",18,563.711111111111,"18"
"1733","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",2,103.4,"2"
"1734","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",4,259.6,"4"
"1735","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",7,242.933333333333,"7"
"1736","4-Gre9LevSer-B9","B9","Lev","Ser","Gre",6684,10,668.4,"Ser Lev",9,404.377777777778,"9"
"1737","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",11,573.7,"11"
"1738","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",14,731.055555555556,"14"
"1739","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",16,748.055555555556,"16"
"1740","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",18,598.7,"18"
"1741","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",2,161.7,"2"
"1742","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",4,273.4,"4"
"1743","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",7,294.4,"7"
"1744","4-Ita2LevNon-B2","B2","Lev","Non","Ita",6305,10,630.5,"Non Lev",9,439.7,"9"
"1745","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",11,313.3,"11"
"1746","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",14,388.444444444444,"14"
"1747","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",16,473.875,"16"
"1748","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",18,497.125,"18"
"1749","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",2,42.7,"2"
"1750","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",4,114.1,"4"
"1751","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",7,115.5,"7"
"1752","4-Ita5BacSer-B5","B5","Bac","Ser","Ita",5950,10,595,"Ser Bac",9,185.1,"9"
"1753","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",11,188.071428571429,"11"
"1754","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",14,340.071428571429,"14"
"1755","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",16,353.214285714286,"16"
"1756","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",18,376.5,"18"
"1757","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",2,10.1666666666667,"2"
"1758","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",4,73.875,"4"
"1759","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",7,138.625,"7"
"1760","4-Ita6BacSer-B6","B6","Bac","Ser","Ita",3525,10,352.5,"Ser Bac",9,155.785714285714,"9"
"1761","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",11,535.911111111111,"11"
"1762","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",14,657.111111111111,"14"
"1763","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",16,669.011111111111,"16"
"1764","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",18,647.811111111111,"18"
"1765","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",2,118.811111111111,"2"
"1766","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",4,219.111111111111,"4"
"1767","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",7,299.411111111111,"7"
"1768","5-Can2LevNon-B2","B2","Lev","Non","Can",5291,9,587.888888888889,"Non Lev",9,402.211111111111,"9"
"1769","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",11,410.6,"11"
"1770","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",14,659.8,"14"
"1771","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",16,730.1,"16"
"1772","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",18,714.4,"18"
"1773","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",2,38.4,"2"
"1774","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",4,172.9,"4"
"1775","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",7,286.1,"7"
"1776","5-Can4BacNon-B4","B4","Bac","Non","Can",4300,10,430,"Non Bac",9,323.8,"9"
"1777","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",11,478.433333333333,"11"
"1778","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",14,555.322222222222,"14"
"1779","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",16,713.1,"16"
"1780","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",18,763.766666666667,"18"
"1781","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",2,91.9,"2"
"1782","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",4,128.2,"4"
"1783","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",7,228.6,"7"
"1784","5-Can9LevSer-B9","B9","Lev","Ser","Can",3079,10,307.9,"Ser Lev",9,383,"9"
"1785","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",11,307.9,"11"
"1786","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",14,408.2,"14"
"1787","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",16,518.366666666667,"16"
"1788","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",18,514.477777777778,"18"
"1789","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",2,51.6,"2"
"1790","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",4,112.1,"4"
"1791","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",7,162,"7"
"1792","5-Gre10LevSer-B10","B10","Lev","Ser","Gre",5483,10,548.3,"Ser Lev",9,222.2,"9"
"1793","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",11,460.014285714286,"11"
"1794","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",14,573.8,"14"
"1795","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",16,683.8,"16"
"1796","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",18,731.133333333333,"18"
"1797","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",2,86.05,"2"
"1798","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",4,158.675,"4"
"1799","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",7,201.3,"7"
"1800","5-Gre5BacSer-B5","B5","Bac","Ser","Gre",6137,10,613.7,"Ser Bac",9,392.585714285714,"9"
"1801","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",11,460.611111111111,"11"
"1802","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",14,599.611111111111,"14"
"1803","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",16,664.722222222222,"16"
"1804","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",18,670.722222222222,"18"
"1805","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",2,53.9,"2"
"1806","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",4,142.1,"4"
"1807","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",7,178.5,"7"
"1808","5-Gre6BacSer-B6","B6","Bac","Ser","Gre",5185,10,518.5,"Ser Bac",9,329.5,"9"
"1809","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",11,387.742857142857,"11"
"1810","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",14,566.028571428571,"14"
"1811","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",16,568.028571428571,"16"
"1812","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",18,568.028571428571,"18"
"1813","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",2,72.7,"2"
"1814","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",4,129.4,"4"
"1815","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",7,256.028571428571,"7"
"1816","5-Ita1ConSer-B1","B1","Con","Ser","Ita",5674,10,567.4,"Ser Con",9,344.028571428571,"9"
"1817","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",11,437.4,"11"
"1818","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",14,547.122222222222,"14"
"1819","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",16,638.455555555556,"16"
"1820","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",18,629.525,"18"
"1821","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",2,75.8,"2"
"1822","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",4,128.4,"4"
"1823","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",7,247.5,"7"
"1824","5-Ita3LevNon-B3","B3","Lev","Non","Ita",6691,10,669.1,"Non Lev",9,376.5,"9"
"1825","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",11,427.4,"11"
"1826","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",14,658.8,"14"
"1827","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",16,650.7,"16"
"1828","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",18,632.233333333333,"18"
"1829","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",2,128.5,"2"
"1830","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",4,181.7,"4"
"1831","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",7,203.3,"7"
"1832","5-Ita7LevNon-B7","B7","Lev","Non","Ita",6141,10,614.1,"Non Lev",9,304.4,"9"
"1833","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",11,433.2,"11"
"1834","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",14,541.55,"14"
"1835","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",16,553.925,"16"
"1836","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",18,554.425,"18"
"1837","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",2,59,"2"
"1838","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",4,190.3,"4"
"1839","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",7,223.9,"7"
"1840","5-Ita8ConSer-B8","B8","Con","Ser","Ita",5402,10,540.2,"Ser Con",9,342.6,"9"
"1841","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",11,314.811111111111,"11"
"1842","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",14,469.255555555556,"14"
"1843","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",16,481.144444444444,"16"
"1844","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",18,499.033333333333,"18"
"1845","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",2,39.2555555555555,"2"
"1846","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",4,39.6,"4"
"1847","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",7,174.477777777778,"7"
"1848","6-Can5BacSer-B5","B5","Bac","Ser","Can",4873,10,487.3,"Ser Bac",9,236.033333333333,"9"
"1849","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",11,302.433333333333,"11"
"1850","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",14,653.6,"14"
"1851","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",16,686.85,"16"
"1852","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",18,649.475,"18"
"1853","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",2,65.6,"2"
"1854","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",4,142.2,"4"
"1855","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",7,221.988888888889,"7"
"1856","6-Can6BacSer-B6","B6","Bac","Ser","Can",4739,10,473.9,"Ser Bac",9,230.766666666667,"9"
