"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"2139","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",11,0,"11"
"2140","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",14,0,"14"
"2141","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",16,0,"16"
"2142","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",18,1,"18"
"2143","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",0,0,"0"
"2144","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",2,1,"2"
"2145","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",4,1,"4"
"2146","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",7,1,"7"
"2147","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",9,2,"9"
"2148","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",11,2,"11"
"2149","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",14,2,"14"
"2150","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",16,2,"16"
"2151","23-Gre9LevSte-B9","B9","Lev","Ste","Gre","Gre Ste",18,2,"18"
"2152","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",0,0,"0"
"2153","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",2,0,"2"
"2154","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",4,0,"4"
"2155","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",7,0,"7"
"2156","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",9,0,"9"
"2157","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",11,0,"11"
"2158","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",14,0,"14"
"2159","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",16,0,"16"
"2160","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","Ita Ste",18,0,"18"
"2161","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",0,0,"0"
"2162","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",2,0,"2"
"2163","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",4,0,"4"
"2164","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",7,0,"7"
"2165","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",9,0,"9"
"2166","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",11,0,"11"
"2167","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",14,0,"14"
"2168","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",16,0,"16"
"2169","25-Gre9ConNon-B9","B9","Con","Non","Gre","Gre Non",18,0,"18"
"2170","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",0,0,"0"
"2171","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",2,0,"2"
"2172","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",4,0,"4"
"2173","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",7,0,"7"
"2174","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",9,0,"9"
"2175","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",11,0,"11"
"2176","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",14,0,"14"
"2177","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",16,0,"16"
"2178","26-Ita9ConNon-B9","B9","Con","Non","Ita","Ita Non",18,0,"18"
"2179","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",0,0,"0"
"2180","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",2,0,"2"
"2181","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",4,0,"4"
"2182","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",7,0,"7"
"2183","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",9,0,"9"
"2184","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",11,0,"11"
"2185","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",14,0,"14"
"2186","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",16,0,"16"
"2187","27-Can9ConNon-B9","B9","Con","Non","Can","Can Non",18,0,"18"
"2188","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",0,0,"0"
"2189","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",2,0,"2"
"2190","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",4,0,"4"
"2191","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",7,0,"7"
"2192","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",9,0,"9"
"2193","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",11,0,"11"
"2194","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",14,0,"14"
"2195","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",16,0,"16"
"2196","1-Ita10LevNon-B10","B10","Lev","Non","Ita","Ita Non",18,0,"18"
"2197","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",0,0,"0"
"2198","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",2,0,"2"
"2199","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",4,0,"4"
"2200","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",7,0,"7"
"2201","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",9,0,"9"
"2202","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",11,0,"11"
"2203","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",14,0,"14"
"2204","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",16,0,"16"
"2205","2-Can10LevNon-B10","B10","Lev","Non","Can","Can Non",18,0,"18"
"2206","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",0,0,"0"
"2207","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",2,0,"2"
"2208","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",4,0,"4"
"2209","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",7,0,"7"
"2210","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",9,0,"9"
"2211","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",11,0,"11"
"2212","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",14,0,"14"
"2213","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",16,0,"16"
"2214","3-Gre10LevNon-B10","B10","Lev","Non","Gre","Gre Non",18,0,"18"
"2215","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",0,0,"0"
"2216","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",2,0,"2"
"2217","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",4,0,"4"
"2218","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",7,0,"7"
"2219","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",9,0,"9"
"2220","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",11,0,"11"
"2221","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",14,0,"14"
"2222","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",16,0,"16"
"2223","4-Can10LevSer-B10","B10","Lev","Ser","Can","Can Ser",18,0,"18"
"2224","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",0,0,"0"
"2225","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",2,0,"2"
"2226","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",4,0,"4"
"2227","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",7,0,"7"
"2228","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",9,0,"9"
"2229","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",11,0,"11"
"2230","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",14,0,"14"
"2231","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",16,1,"16"
"2232","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","Gre Ser",18,1,"18"
"2233","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",0,0,"0"
"2234","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",2,0,"2"
"2235","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",4,1,"4"
"2236","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",7,1,"7"
"2237","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",9,1,"9"
"2238","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",11,1,"11"
"2239","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",14,1,"14"
"2240","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",16,1,"16"
"2241","6-Ita10LevSer-B10","B10","Lev","Ser","Ita","Ita Ser",18,1,"18"
"2242","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",0,0,"0"
"2243","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",2,0,"2"
"2244","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",4,0,"4"
"2245","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",7,0,"7"
"2246","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",9,0,"9"
"2247","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",11,0,"11"
"2248","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",14,0,"14"
"2249","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",16,0,"16"
"2250","7-Can10ConSte-B10","B10","Con","Ste","Can","Can Ste",18,1,"18"
"2251","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",0,0,"0"
"2252","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",2,0,"2"
"2253","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",4,0,"4"
"2254","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",7,0,"7"
"2255","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",9,0,"9"
"2256","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",11,0,"11"
"2257","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",14,0,"14"
"2258","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",16,0,"16"
"2259","8-Ita10ConSte-B10","B10","Con","Ste","Ita","Ita Ste",18,0,"18"
"2260","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",0,0,"0"
"2261","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",2,0,"2"
"2262","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",4,0,"4"
"2263","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",7,0,"7"
"2264","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",9,0,"9"
"2265","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",11,0,"11"
"2266","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",14,1,"14"
"2267","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",16,1,"16"
"2268","9-Gre10ConSte-B10","B10","Con","Ste","Gre","Gre Ste",18,1,"18"
"2269","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",0,0,"0"
"2270","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",2,0,"2"
"2271","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",4,0,"4"
"2272","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",7,0,"7"
"2273","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",9,0,"9"
"2274","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",11,0,"11"
"2275","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",14,0,"14"
"2276","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",16,0,"16"
"2277","10-Can10ConNon-B10","B10","Con","Non","Can","Can Non",18,0,"18"
"2278","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",0,0,"0"
"2279","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",2,0,"2"
"2280","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",4,0,"4"
"2281","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",7,0,"7"
"2282","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",9,0,"9"
"2283","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",11,0,"11"
"2284","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",14,0,"14"
"2285","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",16,0,"16"
"2286","11-Ita10ConNon-B10","B10","Con","Non","Ita","Ita Non",18,0,"18"
"2287","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",0,0,"0"
"2288","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",2,0,"2"
"2289","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",4,0,"4"
"2290","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",7,0,"7"
"2291","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",9,0,"9"
"2292","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",11,0,"11"
"2293","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",14,0,"14"
"2294","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",16,0,"16"
"2295","12-Gre10ConNon-B10","B10","Con","Non","Gre","Gre Non",18,0,"18"
"2296","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",0,0,"0"
"2297","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",2,0,"2"
"2298","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",4,0,"4"
"2299","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",7,0,"7"
"2300","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",9,0,"9"
"2301","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",11,0,"11"
"2302","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",14,0,"14"
"2303","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",16,0,"16"
"2304","13-Can10BacSte-B10","B10","Bac","Ste","Can","Can Ste",18,0,"18"
"2305","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",0,0,"0"
"2306","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",2,0,"2"
"2307","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",4,0,"4"
"2308","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",7,0,"7"
"2309","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",9,0,"9"
"2310","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",11,0,"11"
"2311","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",14,0,"14"
"2312","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",16,0,"16"
"2313","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","Gre Ste",18,0,"18"
"2314","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",0,0,"0"
"2315","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",2,1,"2"
"2316","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",4,1,"4"
"2317","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",7,1,"7"
"2318","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",9,1,"9"
"2319","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",11,1,"11"
"2320","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",14,1,"14"
"2321","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",16,1,"16"
"2322","15-Ita10BacSte-B10","B10","Bac","Ste","Ita","Ita Ste",18,1,"18"
"2323","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",0,0,"0"
"2324","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",2,0,"2"
"2325","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",4,0,"4"
"2326","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",7,0,"7"
"2327","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",9,0,"9"
"2328","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",11,0,"11"
"2329","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",14,0,"14"
"2330","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",16,0,"16"
"2331","16-Ita10BacNon-B10","B10","Bac","Non","Ita","Ita Non",18,0,"18"
"2332","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",0,0,"0"
"2333","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",2,0,"2"
"2334","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",4,0,"4"
"2335","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",7,0,"7"
"2336","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",9,0,"9"
"2337","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",11,0,"11"
"2338","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",14,0,"14"
"2339","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",16,0,"16"
"2340","17-Can10BacNon-B10","B10","Bac","Non","Can","Can Non",18,0,"18"
"2341","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",0,0,"0"
"2342","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",2,0,"2"
"2343","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",4,1,"4"
"2344","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",7,1,"7"
"2345","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",9,1,"9"
"2346","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",11,1,"11"
"2347","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",14,1,"14"
"2348","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",16,1,"16"
"2349","18-Gre10BacNon-B10","B10","Bac","Non","Gre","Gre Non",18,1,"18"
"2350","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",0,0,"0"
"2351","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",2,0,"2"
"2352","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",4,0,"4"
"2353","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",7,0,"7"
"2354","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",9,0,"9"
"2355","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",11,0,"11"
"2356","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",14,0,"14"
"2357","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",16,0,"16"
"2358","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","Ita Ste",18,0,"18"
"2359","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",0,0,"0"
"2360","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",2,0,"2"
"2361","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",4,0,"4"
"2362","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",7,0,"7"
"2363","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",9,0,"9"
"2364","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",11,0,"11"
"2365","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",14,0,"14"
"2366","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",16,0,"16"
"2367","20-Can10LevSte-B10","B10","Lev","Ste","Can","Can Ste",18,0,"18"
"2368","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",0,0,"0"
"2369","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",2,0,"2"
"2370","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",4,0,"4"
"2371","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",7,0,"7"
"2372","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",9,0,"9"
"2373","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",11,0,"11"
"2374","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",14,0,"14"
"2375","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",16,0,"16"
"2376","21-Gre10LevSte-B10","B10","Lev","Ste","Gre","Gre Ste",18,0,"18"
"2377","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",0,0,"0"
"2378","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",2,0,"2"
"2379","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",4,1,"4"
"2380","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",7,1,"7"
"2381","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",9,1,"9"
"2382","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",11,1,"11"
"2383","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",14,2,"14"
"2384","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",16,2,"16"
"2385","22-Ita10ConSer-B10","B10","Con","Ser","Ita","Ita Ser",18,2,"18"
"2386","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",0,0,"0"
"2387","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",2,0,"2"
"2388","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",4,0,"4"
"2389","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",7,0,"7"
"2390","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",9,0,"9"
"2391","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",11,0,"11"
"2392","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",14,0,"14"
"2393","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",16,0,"16"
"2394","23-Can10ConSer-B10","B10","Con","Ser","Can","Can Ser",18,0,"18"
"2395","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",0,0,"0"
"2396","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",2,0,"2"
"2397","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",4,0,"4"
"2398","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",7,0,"7"
"2399","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",9,0,"9"
"2400","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",11,0,"11"
"2401","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",14,0,"14"
"2402","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",16,0,"16"
"2403","24-Gre10ConSer-B10","B10","Con","Ser","Gre","Gre Ser",18,0,"18"
"2404","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",0,0,"0"
"2405","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",2,0,"2"
"2406","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",4,1,"4"
"2407","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",7,1,"7"
"2408","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",9,1,"9"
"2409","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",11,1,"11"
"2410","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",14,1,"14"
"2411","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",16,2,"16"
"2412","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","Ita Ser",18,2,"18"
"2413","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",0,0,"0"
"2414","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",2,1,"2"
"2415","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",4,1,"4"
"2416","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",7,2,"7"
"2417","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",9,2,"9"
"2418","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",11,2,"11"
"2419","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",14,2,"14"
"2420","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",16,2,"16"
"2421","26-Can10BacSer-B10","B10","Bac","Ser","Can","Can Ser",18,2,"18"
"2422","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",0,0,"0"
"2423","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",2,0,"2"
"2424","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",4,0,"4"
"2425","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",7,0,"7"
"2426","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",9,0,"9"
"2427","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",11,0,"11"
"2428","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",14,0,"14"
"2429","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",16,0,"16"
"2430","27-Gre10BacSer-B10","B10","Bac","Ser","Gre","Gre Ser",18,0,"18"
