"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"617","15-Can3ConNon-B3","B3","Con","Non","Can","Can Non",9,0,"9"
"618","15-Can3ConNon-B3","B3","Con","Non","Can","Can Non",11,0,"11"
"619","15-Can3ConNon-B3","B3","Con","Non","Can","Can Non",14,0,"14"
"620","15-Can3ConNon-B3","B3","Con","Non","Can","Can Non",16,0,"16"
"621","15-Can3ConNon-B3","B3","Con","Non","Can","Can Non",18,0,"18"
"622","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",0,0,"0"
"623","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",2,0,"2"
"624","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",4,0,"4"
"625","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",7,0,"7"
"626","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",9,0,"9"
"627","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",11,0,"11"
"628","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",14,0,"14"
"629","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",16,0,"16"
"630","16-Ita3BacNon-B3","B3","Bac","Non","Ita","Ita Non",18,0,"18"
"631","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",0,0,"0"
"632","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",2,0,"2"
"633","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",4,0,"4"
"634","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",7,0,"7"
"635","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",9,0,"9"
"636","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",11,0,"11"
"637","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",14,0,"14"
"638","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",16,0,"16"
"639","17-Can3BacNon-B3","B3","Bac","Non","Can","Can Non",18,0,"18"
"640","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",0,0,"0"
"641","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",2,0,"2"
"642","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",4,0,"4"
"643","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",7,0,"7"
"644","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",9,0,"9"
"645","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",11,0,"11"
"646","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",14,0,"14"
"647","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",16,0,"16"
"648","18-Gre3BacNon-B3","B3","Bac","Non","Gre","Gre Non",18,0,"18"
"649","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",0,0,"0"
"650","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",2,0,"2"
"651","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",4,0,"4"
"652","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",7,0,"7"
"653","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",9,0,"9"
"654","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",11,1,"11"
"655","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",14,0,"14"
"656","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",16,0,"16"
"657","19-Can3ConSte-B3","B3","Con","Ste","Can","Can Ste",18,0,"18"
"658","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",0,0,"0"
"659","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",2,1,"2"
"660","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",4,1,"4"
"661","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",7,1,"7"
"662","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",9,1,"9"
"663","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",11,1,"11"
"664","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",14,1,"14"
"665","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",16,1,"16"
"666","20-Gre3ConSte-B3","B3","Con","Ste","Gre","Gre Ste",18,1,"18"
"667","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",0,0,"0"
"668","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",2,0,"2"
"669","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",4,0,"4"
"670","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",7,0,"7"
"671","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",9,0,"9"
"672","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",11,0,"11"
"673","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",14,1,"14"
"674","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",16,1,"16"
"675","21-Ita3ConSte-B3","B3","Con","Ste","Ita","Ita Ste",18,1,"18"
"676","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",0,0,"0"
"677","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",2,0,"2"
"678","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",4,0,"4"
"679","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",7,0,"7"
"680","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",9,0,"9"
"681","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",11,0,"11"
"682","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",14,1,"14"
"683","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",16,1,"16"
"684","22-Gre3LevSer-B3","B3","Lev","Ser","Gre","Gre Ser",18,1,"18"
"685","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",0,0,"0"
"686","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",2,0,"2"
"687","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",4,0,"4"
"688","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",7,0,"7"
"689","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",9,0,"9"
"690","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",11,0,"11"
"691","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",14,0,"14"
"692","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",16,0,"16"
"693","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","Ita Ser",18,0,"18"
"694","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",0,0,"0"
"695","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",2,0,"2"
"696","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",4,1,"4"
"697","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",7,1,"7"
"698","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",9,1,"9"
"699","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",11,2,"11"
"700","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",14,2,"14"
"701","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",16,2,"16"
"702","24-Can3LevSer-B3","B3","Lev","Ser","Can","Can Ser",18,2,"18"
"703","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",0,0,"0"
"704","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",2,0,"2"
"705","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",4,0,"4"
"706","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",7,0,"7"
"707","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",9,0,"9"
"708","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",11,0,"11"
"709","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",14,0,"14"
"710","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",16,0,"16"
"711","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","Ita Ste",18,0,"18"
"712","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",0,0,"0"
"713","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",2,0,"2"
"714","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",4,0,"4"
"715","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",7,0,"7"
"716","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",9,0,"9"
"717","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",11,0,"11"
"718","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",14,0,"14"
"719","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",16,0,"16"
"720","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","Gre Ste",18,1,"18"
"721","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",0,0,"0"
"722","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",2,0,"2"
"723","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",4,0,"4"
"724","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",7,0,"7"
"725","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",9,0,"9"
"726","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",11,0,"11"
"727","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",14,0,"14"
"728","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",16,0,"16"
"729","27-Can3BacSte-B3","B3","Bac","Ste","Can","Can Ste",18,0,"18"
"730","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",0,0,"0"
"731","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",2,0,"2"
"732","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",4,1,"4"
"733","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",7,1,"7"
"734","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",9,1,"9"
"735","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",11,1,"11"
"736","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",14,1,"14"
"737","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",16,2,"16"
"738","1-Can4ConSer-B4","B4","Con","Ser","Can","Can Ser",18,2,"18"
"739","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",0,0,"0"
"740","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",2,0,"2"
"741","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",4,0,"4"
"742","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",7,2,"7"
"743","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",9,2,"9"
"744","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",11,2,"11"
"745","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",14,2,"14"
"746","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",16,3,"16"
"747","2-Ita4ConSer-B4","B4","Con","Ser","Ita","Ita Ser",18,3,"18"
"748","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",0,0,"0"
"749","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",2,0,"2"
"750","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",4,0,"4"
"751","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",7,0,"7"
"752","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",9,0,"9"
"753","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",11,0,"11"
"754","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",14,0,"14"
"755","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",16,0,"16"
"756","3-Gre4ConSer-B4","B4","Con","Ser","Gre","Gre Ser",18,1,"18"
"757","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",0,0,"0"
"758","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",2,0,"2"
"759","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",4,0,"4"
"760","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",7,0,"7"
"761","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",9,0,"9"
"762","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",11,0,"11"
"763","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",14,0,"14"
"764","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",16,0,"16"
"765","4-Gre4BacNon-B4","B4","Bac","Non","Gre","Gre Non",18,0,"18"
"766","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",0,0,"0"
"767","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",2,0,"2"
"768","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",4,0,"4"
"769","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",7,0,"7"
"770","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",9,0,"9"
"771","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",11,0,"11"
"772","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",14,0,"14"
"773","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",16,0,"16"
"774","5-Can4BacNon-B4","B4","Bac","Non","Can","Can Non",18,0,"18"
"775","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",0,0,"0"
"776","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",2,0,"2"
"777","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",4,0,"4"
"778","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",7,0,"7"
"779","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",9,0,"9"
"780","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",11,0,"11"
"781","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",14,0,"14"
"782","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",16,0,"16"
"783","6-Ita4BacNon-B4","B4","Bac","Non","Ita","Ita Non",18,0,"18"
"784","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",0,0,"0"
"785","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",2,0,"2"
"786","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",4,0,"4"
"787","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",7,0,"7"
"788","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",9,1,"9"
"789","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",11,1,"11"
"790","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",14,1,"14"
"791","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",16,1,"16"
"792","7-Ita4BacSte-B4","B4","Bac","Ste","Ita","Ita Ste",18,1,"18"
"793","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",0,0,"0"
"794","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",2,0,"2"
"795","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",4,0,"4"
"796","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",7,1,"7"
"797","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",9,1,"9"
"798","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",11,1,"11"
"799","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",14,1,"14"
"800","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",16,1,"16"
"801","8-Can4BacSte-B4","B4","Bac","Ste","Can","Can Ste",18,1,"18"
"802","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",0,0,"0"
"803","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",2,0,"2"
"804","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",4,0,"4"
"805","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",7,0,"7"
"806","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",9,0,"9"
"807","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",11,0,"11"
"808","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",14,0,"14"
"809","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",16,0,"16"
"810","9-Gre4BacSte-B4","B4","Bac","Ste","Gre","Gre Ste",18,1,"18"
"811","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",0,0,"0"
"812","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",2,0,"2"
"813","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",4,0,"4"
"814","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",7,0,"7"
"815","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",9,0,"9"
"816","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",11,0,"11"
"817","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",14,0,"14"
"818","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",16,0,"16"
"819","10-Can4LevSte-B4","B4","Lev","Ste","Can","Can Ste",18,0,"18"
"820","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",0,0,"0"
"821","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",2,0,"2"
"822","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",4,0,"4"
"823","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",7,0,"7"
"824","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",9,0,"9"
"825","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",11,0,"11"
"826","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",14,0,"14"
"827","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",16,0,"16"
"828","11-Gre4LevSte-B4","B4","Lev","Ste","Gre","Gre Ste",18,0,"18"
"829","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",0,0,"0"
"830","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",2,0,"2"
"831","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",4,0,"4"
"832","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",7,0,"7"
"833","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",9,0,"9"
"834","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",11,0,"11"
"835","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",14,0,"14"
"836","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",16,0,"16"
"837","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","Ita Ste",18,0,"18"
"838","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",0,0,"0"
"839","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",2,0,"2"
"840","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",4,0,"4"
"841","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",7,0,"7"
"842","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",9,0,"9"
"843","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",11,0,"11"
"844","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",14,0,"14"
"845","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",16,0,"16"
"846","13-Can4ConSte-B4","B4","Con","Ste","Can","Can Ste",18,0,"18"
"847","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",0,0,"0"
"848","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",2,0,"2"
"849","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",4,1,"4"
"850","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",7,1,"7"
"851","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",9,1,"9"
"852","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",11,1,"11"
"853","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",14,1,"14"
"854","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",16,1,"16"
"855","14-Gre4ConSte-B4","B4","Con","Ste","Gre","Gre Ste",18,1,"18"
"856","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",0,0,"0"
"857","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",2,0,"2"
"858","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",4,0,"4"
"859","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",7,0,"7"
"860","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",9,0,"9"
"861","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",11,0,"11"
"862","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",14,0,"14"
"863","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",16,0,"16"
"864","15-Ita4ConSte-B4","B4","Con","Ste","Ita","Ita Ste",18,0,"18"
"865","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",0,0,"0"
"866","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",2,0,"2"
"867","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",4,0,"4"
"868","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",7,0,"7"
"869","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",9,1,"9"
"870","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",11,1,"11"
"871","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",14,1,"14"
"872","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",16,1,"16"
"873","16-Ita4LevSer-B4","B4","Lev","Ser","Ita","Ita Ser",18,2,"18"
"874","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",0,0,"0"
"875","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",2,0,"2"
"876","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",4,1,"4"
"877","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",7,2,"7"
"878","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",9,1,"9"
"879","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",11,1,"11"
"880","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",14,2,"14"
"881","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",16,3,"16"
"882","17-Gre4LevSer-B4","B4","Lev","Ser","Gre","Gre Ser",18,3,"18"
"883","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",0,0,"0"
"884","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",2,0,"2"
"885","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",4,0,"4"
"886","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",7,1,"7"
"887","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",9,1,"9"
"888","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",11,1,"11"
"889","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",14,1,"14"
"890","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",16,1,"16"
"891","18-Can4LevSer-B4","B4","Lev","Ser","Can","Can Ser",18,1,"18"
"892","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",0,0,"0"
"893","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",2,0,"2"
"894","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",4,0,"4"
"895","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",7,0,"7"
"896","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",9,0,"9"
"897","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",11,0,"11"
"898","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",14,0,"14"
"899","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",16,0,"16"
"900","19-Ita4LevNon-B4","B4","Lev","Non","Ita","Ita Non",18,0,"18"
"901","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",0,0,"0"
"902","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",2,0,"2"
"903","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",4,0,"4"
"904","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",7,0,"7"
"905","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",9,0,"9"
"906","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",11,0,"11"
"907","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",14,0,"14"
"908","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",16,0,"16"
"909","20-Can4LevNon-B4","B4","Lev","Non","Can","Can Non",18,0,"18"
"910","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",0,0,"0"
"911","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",2,0,"2"
"912","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",4,0,"4"
"913","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",7,0,"7"
"914","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",9,0,"9"
"915","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",11,0,"11"
"916","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",14,0,"14"
"917","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",16,0,"16"
"918","21-Gre4LevNon-B4","B4","Lev","Non","Gre","Gre Non",18,0,"18"
"919","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",0,0,"0"
"920","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",2,0,"2"
"921","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",4,0,"4"
"922","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",7,1,"7"
"923","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",9,1,"9"
"924","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",11,1,"11"
"925","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",14,1,"14"
