Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean
TurC5,B5,C,Tur,13,6008,9,667.5555555555555
TurC5,B5,C,Tur,14,6168,9,685.3333333333334
TurC5,B5,C,Tur,2,3250,9,361.1111111111111
TurC5,B5,C,Tur,3,3491,9,387.8888888888889
TurC5,B5,C,Tur,4,3800,9,422.22222222222223
TurC5,B5,C,Tur,5,3870,9,430
TurC5,B5,C,Tur,6,3802,9,422.44444444444446
TurC5,B5,C,Tur,7,3984,9,442.6666666666667
TurC5,B5,C,Tur,8,4426,9,491.77777777777777
TurC5,B5,C,Tur,9,5091,9,565.6666666666666
TurC6,B6,C,Tur,0,2258,10,225.8
TurC6,B6,C,Tur,1,2873,10,287.3
TurC6,B6,C,Tur,10,6109,10,610.9
TurC6,B6,C,Tur,11,6121,10,612.1
TurC6,B6,C,Tur,12,6406,10,640.6
TurC6,B6,C,Tur,13,6780,10,678
TurC6,B6,C,Tur,14,7168,10,716.8
TurC6,B6,C,Tur,2,3580,10,358
TurC6,B6,C,Tur,3,4033,10,403.3
TurC6,B6,C,Tur,4,4384,10,438.4
TurC6,B6,C,Tur,5,4236,10,423.6
TurC6,B6,C,Tur,6,4185,10,418.5
TurC6,B6,C,Tur,7,4528,10,452.8
TurC6,B6,C,Tur,8,5593,10,559.3
TurC6,B6,C,Tur,9,5709,10,570.9
TurC7,B7,C,Tur,0,2188,10,218.8
TurC7,B7,C,Tur,1,2681,10,268.1
TurC7,B7,C,Tur,10,5205,10,520.5
TurC7,B7,C,Tur,11,5284,10,528.4
TurC7,B7,C,Tur,12,5716,10,571.6
TurC7,B7,C,Tur,13,5815,10,581.5
TurC7,B7,C,Tur,14,5831,10,583.1
TurC7,B7,C,Tur,2,3167,10,316.7
TurC7,B7,C,Tur,3,3316,10,331.6
TurC7,B7,C,Tur,4,3673,10,367.3
TurC7,B7,C,Tur,5,3680,10,368
TurC7,B7,C,Tur,6,3673,10,367.3
TurC7,B7,C,Tur,7,3937,10,393.7
TurC7,B7,C,Tur,8,4323,10,432.3
TurC7,B7,C,Tur,9,4392,10,439.2
TurC8,B8,C,Tur,0,3070,10,307
TurC8,B8,C,Tur,1,3543,10,354.3
TurC8,B8,C,Tur,10,6295,10,629.5
TurC8,B8,C,Tur,11,6649,10,664.9
TurC8,B8,C,Tur,12,7121,10,712.1
TurC8,B8,C,Tur,13,7500,10,750
TurC8,B8,C,Tur,14,7227,10,722.7
TurC8,B8,C,Tur,2,4175,10,417.5
TurC8,B8,C,Tur,3,4551,10,455.1
TurC8,B8,C,Tur,4,4745,10,474.5
TurC8,B8,C,Tur,5,4910,10,491
TurC8,B8,C,Tur,6,5207,10,520.7
TurC8,B8,C,Tur,7,5116,10,511.6
TurC8,B8,C,Tur,8,5327,10,532.7
TurC8,B8,C,Tur,9,5560,10,556
TurC9,B9,C,Tur,0,2952,10,295.2
TurC9,B9,C,Tur,1,3935,10,393.5
TurC9,B9,C,Tur,10,6525,9,725
TurC9,B9,C,Tur,11,6139,8,767.375
TurC9,B9,C,Tur,12,6681,8,835.125
TurC9,B9,C,Tur,13,7044,8,880.5
TurC9,B9,C,Tur,14,7118,8,889.75
TurC9,B9,C,Tur,2,4292,10,429.2
TurC9,B9,C,Tur,3,4273,9,474.77777777777777
TurC9,B9,C,Tur,4,4662,9,518
TurC9,B9,C,Tur,5,4859,9,539.8888888888889
TurC9,B9,C,Tur,6,4904,9,544.8888888888889
TurC9,B9,C,Tur,7,5048,9,560.8888888888889
TurC9,B9,C,Tur,8,5347,9,594.1111111111111
TurC9,B9,C,Tur,9,5636,9,626.2222222222222
WorB1,B1,B,Wor,0,1866,10,186.6
WorB1,B1,B,Wor,1,1942,9,215.77777777777777
WorB1,B1,B,Wor,10,3479,9,386.55555555555554
WorB1,B1,B,Wor,11,3737,9,415.22222222222223
WorB1,B1,B,Wor,12,3966,9,440.6666666666667
WorB1,B1,B,Wor,13,3967,9,440.77777777777777
WorB1,B1,B,Wor,14,4306,8,538.25
WorB1,B1,B,Wor,2,2133,9,237
WorB1,B1,B,Wor,3,2310,9,256.6666666666667
WorB1,B1,B,Wor,4,2832,9,314.6666666666667
WorB1,B1,B,Wor,5,2896,9,321.77777777777777
WorB1,B1,B,Wor,6,3017,9,335.22222222222223
WorB1,B1,B,Wor,7,3020,9,335.55555555555554
WorB1,B1,B,Wor,8,3214,9,357.1111111111111
WorB1,B1,B,Wor,9,3568,9,396.44444444444446
WorB10,B10,B,Wor,0,2049,10,204.9
WorB10,B10,B,Wor,1,2105,9,233.88888888888889
WorB10,B10,B,Wor,10,3872,8,484
WorB10,B10,B,Wor,11,3825,8,478.125
WorB10,B10,B,Wor,12,3919,8,489.875
WorB10,B10,B,Wor,13,4183,8,522.875
WorB10,B10,B,Wor,14,4448,8,556
WorB10,B10,B,Wor,2,2439,9,271
WorB10,B10,B,Wor,3,2351,8,293.875
WorB10,B10,B,Wor,4,2587,8,323.375
WorB10,B10,B,Wor,5,2775,8,346.875
WorB10,B10,B,Wor,6,2861,8,357.625
WorB10,B10,B,Wor,7,2935,8,366.875
WorB10,B10,B,Wor,8,3028,8,378.5
WorB10,B10,B,Wor,9,3061,8,382.625
WorB2,B2,B,Wor,0,2219,10,221.9
WorB2,B2,B,Wor,1,1947,7,278.14285714285717
WorB2,B2,B,Wor,10,2692,7,384.57142857142856
WorB2,B2,B,Wor,11,2810,7,401.42857142857144
WorB2,B2,B,Wor,12,3035,7,433.57142857142856
WorB2,B2,B,Wor,13,2882,7,411.7142857142857
WorB2,B2,B,Wor,14,3028,7,432.57142857142856
WorB2,B2,B,Wor,2,2058,7,294
WorB2,B2,B,Wor,3,2041,7,291.57142857142856
WorB2,B2,B,Wor,4,2056,7,293.7142857142857
WorB2,B2,B,Wor,5,2123,7,303.2857142857143
WorB2,B2,B,Wor,6,2134,7,304.85714285714283
WorB2,B2,B,Wor,7,2430,7,347.14285714285717
WorB2,B2,B,Wor,8,2426,7,346.57142857142856
WorB2,B2,B,Wor,9,2763,7,394.7142857142857
WorB3,B3,B,Wor,0,2507,10,250.7
WorB3,B3,B,Wor,1,2945,10,294.5
WorB3,B3,B,Wor,10,4786,10,478.6
WorB3,B3,B,Wor,11,5284,10,528.4
WorB3,B3,B,Wor,12,5866,10,586.6
WorB3,B3,B,Wor,13,6506,10,650.6
WorB3,B3,B,Wor,14,6811,10,681.1
WorB3,B3,B,Wor,2,3089,10,308.9
WorB3,B3,B,Wor,3,3217,10,321.7
WorB3,B3,B,Wor,4,3692,10,369.2
WorB3,B3,B,Wor,5,3906,10,390.6
WorB3,B3,B,Wor,6,4131,10,413.1
WorB3,B3,B,Wor,7,4223,10,422.3
WorB3,B3,B,Wor,8,4259,10,425.9
WorB3,B3,B,Wor,9,4666,10,466.6
WorB4,B4,B,Wor,0,2041,10,204.1
WorB4,B4,B,Wor,1,2195,9,243.88888888888889
WorB4,B4,B,Wor,10,3390,8,423.75
WorB4,B4,B,Wor,11,3418,8,427.25
WorB4,B4,B,Wor,12,3524,8,440.5
WorB4,B4,B,Wor,13,3520,8,440
WorB4,B4,B,Wor,14,3802,8,475.25
WorB4,B4,B,Wor,2,2390,9,265.55555555555554
WorB4,B4,B,Wor,3,2477,9,275.22222222222223
WorB4,B4,B,Wor,4,2654,9,294.8888888888889
WorB4,B4,B,Wor,5,2680,9,297.77777777777777
WorB4,B4,B,Wor,6,2765,9,307.22222222222223
WorB4,B4,B,Wor,7,2740,8,342.5
WorB4,B4,B,Wor,8,2770,8,346.25
WorB4,B4,B,Wor,9,3072,8,384
WorB5,B5,B,Wor,0,2298,10,229.8
WorB5,B5,B,Wor,1,3130,10,313
WorB5,B5,B,Wor,10,5357,10,535.7
WorB5,B5,B,Wor,11,5451,10,545.1
WorB5,B5,B,Wor,12,5495,10,549.5
WorB5,B5,B,Wor,13,6322,10,632.2
WorB5,B5,B,Wor,14,6624,10,662.4
WorB5,B5,B,Wor,2,3390,10,339
WorB5,B5,B,Wor,3,3513,10,351.3
WorB5,B5,B,Wor,4,3637,10,363.7
WorB5,B5,B,Wor,5,3867,10,386.7
WorB5,B5,B,Wor,6,4020,10,402
WorB5,B5,B,Wor,7,4268,10,426.8
WorB5,B5,B,Wor,8,4490,10,449
WorB5,B5,B,Wor,9,5011,10,501.1
WorB6,B6,B,Wor,0,1909,10,190.9
WorB6,B6,B,Wor,1,2066,9,229.55555555555554
WorB6,B6,B,Wor,10,3558,9,395.3333333333333
WorB6,B6,B,Wor,11,3830,10,383
WorB6,B6,B,Wor,12,3762,8,470.25
WorB6,B6,B,Wor,13,4140,8,517.5
WorB6,B6,B,Wor,14,4594,8,574.25
WorB6,B6,B,Wor,2,2391,9,265.6666666666667
WorB6,B6,B,Wor,3,2631,9,292.3333333333333
WorB6,B6,B,Wor,4,2816,9,312.8888888888889
WorB6,B6,B,Wor,5,3006,9,334
WorB6,B6,B,Wor,6,2965,9,329.44444444444446
WorB6,B6,B,Wor,7,3110,9,345.55555555555554
WorB6,B6,B,Wor,8,3172,9,352.44444444444446
WorB6,B6,B,Wor,9,3286,9,365.1111111111111
WorB7,B7,B,Wor,0,1789,10,178.9
WorB7,B7,B,Wor,1,1862,10,186.2
WorB7,B7,B,Wor,10,2653,6,442.1666666666667
WorB7,B7,B,Wor,11,2567,6,427.8333333333333
WorB7,B7,B,Wor,12,2752,6,458.6666666666667
WorB7,B7,B,Wor,13,2917,6,486.1666666666667
WorB7,B7,B,Wor,14,2732,6,455.3333333333333
WorB7,B7,B,Wor,2,2155,10,215.5
WorB7,B7,B,Wor,3,2231,10,223.1
WorB7,B7,B,Wor,4,2494,10,249.4
WorB7,B7,B,Wor,5,2520,10,252
WorB7,B7,B,Wor,6,2761,9,306.77777777777777
WorB7,B7,B,Wor,7,2837,9,315.22222222222223
WorB7,B7,B,Wor,8,2645,7,377.85714285714283
WorB7,B7,B,Wor,9,2475,6,412.5
WorB8,B8,B,Wor,0,2472,10,247.2
WorB8,B8,B,Wor,1,3261,10,326.1
WorB8,B8,B,Wor,10,4768,9,529.7777777777778
WorB8,B8,B,Wor,11,4953,9,550.3333333333334
WorB8,B8,B,Wor,12,5317,9,590.7777777777778
WorB8,B8,B,Wor,13,5628,9,625.3333333333334
WorB8,B8,B,Wor,14,5462,9,606.8888888888889
WorB8,B8,B,Wor,2,3223,9,358.1111111111111
WorB8,B8,B,Wor,3,3417,9,379.6666666666667
WorB8,B8,B,Wor,4,3480,9,386.6666666666667
WorB8,B8,B,Wor,5,3752,9,416.8888888888889
WorB8,B8,B,Wor,6,3871,9,430.1111111111111
WorB8,B8,B,Wor,7,3832,9,425.77777777777777
WorB8,B8,B,Wor,8,4188,9,465.3333333333333
WorB8,B8,B,Wor,9,4380,9,486.6666666666667
WorB9,B9,B,Wor,0,2718,10,271.8
WorB9,B9,B,Wor,1,2652,10,265.2
WorB9,B9,B,Wor,10,3645,8,455.625
WorB9,B9,B,Wor,11,3687,8,460.875
WorB9,B9,B,Wor,12,3916,8,489.5
WorB9,B9,B,Wor,13,3638,8,454.75
WorB9,B9,B,Wor,14,3905,8,488.125
WorB9,B9,B,Wor,2,3058,10,305.8
WorB9,B9,B,Wor,3,3108,10,310.8
WorB9,B9,B,Wor,4,3148,9,349.77777777777777
WorB9,B9,B,Wor,5,3248,9,360.8888888888889
WorB9,B9,B,Wor,6,3664,9,407.1111111111111
WorB9,B9,B,Wor,7,3387,9,376.3333333333333
WorB9,B9,B,Wor,8,3525,9,391.6666666666667
WorB9,B9,B,Wor,9,3340,8,417.5
WorC1,B1,C,Wor,0,2402,10,240.2
WorC1,B1,C,Wor,1,2679,10,267.9
WorC1,B1,C,Wor,10,4480,10,448
WorC1,B1,C,Wor,11,4254,10,425.4
WorC1,B1,C,Wor,12,4804,10,480.4
WorC1,B1,C,Wor,13,5010,10,501
WorC1,B1,C,Wor,14,4970,10,497
WorC1,B1,C,Wor,2,2982,10,298.2
WorC1,B1,C,Wor,3,3145,10,314.5
WorC1,B1,C,Wor,4,3441,10,344.1
WorC1,B1,C,Wor,5,3434,10,343.4
WorC1,B1,C,Wor,6,3636,10,363.6
WorC1,B1,C,Wor,7,3733,10,373.3
WorC1,B1,C,Wor,8,3837,10,383.7
WorC1,B1,C,Wor,9,4355,10,435.5
WorC10,B10,C,Wor,0,1986,10,198.6
WorC10,B10,C,Wor,1,2213,10,221.3
WorC10,B10,C,Wor,10,4397,10,439.7
WorC10,B10,C,Wor,11,4752,10,475.2
WorC10,B10,C,Wor,12,4610,10,461
WorC10,B10,C,Wor,13,5228,10,522.8
WorC10,B10,C,Wor,14,5390,10,539
WorC10,B10,C,Wor,2,2646,10,264.6
WorC10,B10,C,Wor,3,2830,10,283
WorC10,B10,C,Wor,4,3069,10,306.9
WorC10,B10,C,Wor,5,3253,10,325.3
WorC10,B10,C,Wor,6,3290,10,329
WorC10,B10,C,Wor,7,3334,10,333.4
WorC10,B10,C,Wor,8,3603,10,360.3
WorC10,B10,C,Wor,9,4045,10,404.5
WorC2,B2,C,Wor,0,2172,10,217.2
WorC2,B2,C,Wor,1,2449,10,244.9
WorC2,B2,C,Wor,10,3751,10,375.1
WorC2,B2,C,Wor,11,4006,10,400.6
WorC2,B2,C,Wor,12,4813,10,481.3
WorC2,B2,C,Wor,13,4483,10,448.3
WorC2,B2,C,Wor,14,4579,10,457.9
WorC2,B2,C,Wor,2,2539,10,253.9
WorC2,B2,C,Wor,3,2972,10,297.2
WorC2,B2,C,Wor,4,3013,10,301.3
WorC2,B2,C,Wor,5,3274,10,327.4
WorC2,B2,C,Wor,6,3322,10,332.2
WorC2,B2,C,Wor,7,3529,10,352.9
WorC2,B2,C,Wor,8,3566,10,356.6
WorC2,B2,C,Wor,9,3706,10,370.6
WorC3,B3,C,Wor,0,2090,10,209
WorC3,B3,C,Wor,1,2388,10,238.8
WorC3,B3,C,Wor,10,4774,10,477.4
WorC3,B3,C,Wor,11,5014,10,501.4
WorC3,B3,C,Wor,12,5297,10,529.7
WorC3,B3,C,Wor,13,5420,10,542
WorC3,B3,C,Wor,14,6047,10,604.7
WorC3,B3,C,Wor,2,2836,10,283.6
WorC3,B3,C,Wor,3,3135,10,313.5
WorC3,B3,C,Wor,4,2969,10,296.9
WorC3,B3,C,Wor,5,3491,10,349.1
WorC3,B3,C,Wor,6,3600,10,360
WorC3,B3,C,Wor,7,3662,10,366.2
WorC3,B3,C,Wor,8,3974,10,397.4
WorC3,B3,C,Wor,9,4395,10,439.5
WorC4,B4,C,Wor,0,2118,10,211.8
WorC4,B4,C,Wor,1,2440,10,244
WorC4,B4,C,Wor,10,4380,10,438
WorC4,B4,C,Wor,11,4406,10,440.6
WorC4,B4,C,Wor,12,4957,10,495.7
WorC4,B4,C,Wor,13,5276,10,527.6
WorC4,B4,C,Wor,14,5799,10,579.9
WorC4,B4,C,Wor,2,2970,10,297
WorC4,B4,C,Wor,3,3131,10,313.1
WorC4,B4,C,Wor,4,3275,10,327.5
WorC4,B4,C,Wor,5,3275,10,327.5
WorC4,B4,C,Wor,6,3372,10,337.2
WorC4,B4,C,Wor,7,3750,10,375
WorC4,B4,C,Wor,8,3779,10,377.9
WorC4,B4,C,Wor,9,3972,10,397.2
WorC5,B5,C,Wor,0,2113,10,211.3
WorC5,B5,C,Wor,1,2157,10,215.7
WorC5,B5,C,Wor,10,4192,9,465.77777777777777
WorC5,B5,C,Wor,11,4398,9,488.6666666666667
WorC5,B5,C,Wor,12,4595,9,510.55555555555554
WorC5,B5,C,Wor,13,4820,9,535.5555555555555
WorC5,B5,C,Wor,14,5119,9,568.7777777777778
WorC5,B5,C,Wor,2,2563,10,256.3
WorC5,B5,C,Wor,3,2763,9,307
WorC5,B5,C,Wor,4,2927,9,325.22222222222223
WorC5,B5,C,Wor,5,3084,9,342.6666666666667
WorC5,B5,C,Wor,6,3042,9,338
WorC5,B5,C,Wor,7,3126,9,347.3333333333333
WorC5,B5,C,Wor,8,3374,9,374.8888888888889
WorC5,B5,C,Wor,9,3669,9,407.6666666666667
WorC6,B6,C,Wor,0,2024,10,202.4
WorC6,B6,C,Wor,1,2324,10,232.4
WorC6,B6,C,Wor,10,4797,10,479.7
WorC6,B6,C,Wor,11,5058,10,505.8
WorC6,B6,C,Wor,12,5827,10,582.7
WorC6,B6,C,Wor,13,5993,10,599.3
WorC6,B6,C,Wor,14,6177,10,617.7
WorC6,B6,C,Wor,2,2899,10,289.9
WorC6,B6,C,Wor,3,3047,10,304.7
WorC6,B6,C,Wor,4,3546,10,354.6
WorC6,B6,C,Wor,5,3499,10,349.9
WorC6,B6,C,Wor,6,3570,10,357
WorC6,B6,C,Wor,7,3800,10,380
WorC6,B6,C,Wor,8,4177,10,417.7
WorC6,B6,C,Wor,9,4456,10,445.6
WorC7,B7,C,Wor,0,2137,10,213.7
WorC7,B7,C,Wor,1,2627,10,262.7
WorC7,B7,C,Wor,10,4631,10,463.1
WorC7,B7,C,Wor,11,4655,10,465.5
WorC7,B7,C,Wor,12,5335,10,533.5
WorC7,B7,C,Wor,13,5339,10,533.9
WorC7,B7,C,Wor,14,5731,10,573.1
WorC7,B7,C,Wor,2,3040,10,304
WorC7,B7,C,Wor,3,3173,10,317.3
WorC7,B7,C,Wor,4,3447,10,344.7
WorC7,B7,C,Wor,5,3580,10,358
WorC7,B7,C,Wor,6,3745,10,374.5
WorC7,B7,C,Wor,7,3837,10,383.7
WorC7,B7,C,Wor,8,4077,10,407.7
WorC7,B7,C,Wor,9,4135,10,413.5
WorC8,B8,C,Wor,0,1962,10,196.2
WorC8,B8,C,Wor,1,2350,10,235
WorC8,B8,C,Wor,10,4526,10,452.6
WorC8,B8,C,Wor,11,4526,10,452.6
WorC8,B8,C,Wor,12,4972,10,497.2
WorC8,B8,C,Wor,13,4750,9,527.7777777777778
WorC8,B8,C,Wor,14,4482,9,498
WorC8,B8,C,Wor,2,3121,10,312.1
WorC8,B8,C,Wor,3,2992,10,299.2
WorC8,B8,C,Wor,4,3012,10,301.2
WorC8,B8,C,Wor,5,3048,10,304.8
WorC8,B8,C,Wor,6,3361,10,336.1
WorC8,B8,C,Wor,7,3303,10,330.3
WorC8,B8,C,Wor,8,3779,10,377.9
WorC8,B8,C,Wor,9,4096,10,409.6
WorC9,B9,C,Wor,0,2625,10,262.5
WorC9,B9,C,Wor,1,3390,10,339
WorC9,B9,C,Wor,10,5599,10,559.9
WorC9,B9,C,Wor,11,6005,10,600.5
WorC9,B9,C,Wor,12,6992,10,699.2
WorC9,B9,C,Wor,13,7080,10,708
WorC9,B9,C,Wor,14,7654,10,765.4
WorC9,B9,C,Wor,2,3792,10,379.2
WorC9,B9,C,Wor,3,3975,10,397.5
WorC9,B9,C,Wor,4,3944,10,394.4
WorC9,B9,C,Wor,5,4373,10,437.3
WorC9,B9,C,Wor,6,4566,10,456.6
WorC9,B9,C,Wor,7,4881,10,488.1
WorC9,B9,C,Wor,8,5358,10,535.8
WorC9,B9,C,Wor,9,5440,10,544
