Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean
EspC7,B7,C,Esp,3,3108,9,345.3333333333333
EspC7,B7,C,Esp,4,3364,9,373.77777777777777
EspC7,B7,C,Esp,5,3586,9,398.44444444444446
EspC7,B7,C,Esp,6,3704,9,411.55555555555554
EspC7,B7,C,Esp,7,3914,9,434.8888888888889
EspC7,B7,C,Esp,8,3872,8,484
EspC7,B7,C,Esp,9,3842,8,480.25
EspC8,B8,C,Esp,0,2124,10,212.4
EspC8,B8,C,Esp,1,2305,9,256.1111111111111
EspC8,B8,C,Esp,10,4275,8,534.375
EspC8,B8,C,Esp,11,4473,8,559.125
EspC8,B8,C,Esp,12,4619,8,577.375
EspC8,B8,C,Esp,13,4897,8,612.125
EspC8,B8,C,Esp,14,5534,8,691.75
EspC8,B8,C,Esp,2,2896,9,321.77777777777777
EspC8,B8,C,Esp,3,3007,9,334.1111111111111
EspC8,B8,C,Esp,4,3146,9,349.55555555555554
EspC8,B8,C,Esp,5,3277,9,364.1111111111111
EspC8,B8,C,Esp,6,3143,8,392.875
EspC8,B8,C,Esp,7,3174,8,396.75
EspC8,B8,C,Esp,8,3296,8,412
EspC8,B8,C,Esp,9,3219,8,402.375
EspC9,B9,C,Esp,0,2181,10,218.1
EspC9,B9,C,Esp,1,2080,10,208
EspC9,B9,C,Esp,10,3806,8,475.75
EspC9,B9,C,Esp,11,4111,8,513.875
EspC9,B9,C,Esp,12,4595,8,574.375
EspC9,B9,C,Esp,13,4658,8,582.25
EspC9,B9,C,Esp,14,4557,7,651
EspC9,B9,C,Esp,2,2148,8,268.5
EspC9,B9,C,Esp,3,2241,8,280.125
EspC9,B9,C,Esp,4,2476,8,309.5
EspC9,B9,C,Esp,5,2938,8,367.25
EspC9,B9,C,Esp,6,3046,8,380.75
EspC9,B9,C,Esp,7,2958,8,369.75
EspC9,B9,C,Esp,8,3166,8,395.75
EspC9,B9,C,Esp,9,3616,8,452
FraB1,B1,B,Fra,0,1914,10,191.4
FraB1,B1,B,Fra,1,2220,10,222
FraB1,B1,B,Fra,10,3675,10,367.5
FraB1,B1,B,Fra,11,3939,10,393.9
FraB1,B1,B,Fra,12,4311,10,431.1
FraB1,B1,B,Fra,13,4693,10,469.3
FraB1,B1,B,Fra,14,4813,10,481.3
FraB1,B1,B,Fra,2,2528,10,252.8
FraB1,B1,B,Fra,3,2688,10,268.8
FraB1,B1,B,Fra,4,2981,10,298.1
FraB1,B1,B,Fra,5,2930,10,293
FraB1,B1,B,Fra,6,3124,10,312.4
FraB1,B1,B,Fra,7,3126,10,312.6
FraB1,B1,B,Fra,8,3250,10,325
FraB1,B1,B,Fra,9,3537,10,353.7
FraB10,B10,B,Fra,0,1710,10,171
FraB10,B10,B,Fra,1,1481,8,185.125
FraB10,B10,B,Fra,10,2348,7,335.42857142857144
FraB10,B10,B,Fra,11,2507,7,358.14285714285717
FraB10,B10,B,Fra,12,2450,7,350
FraB10,B10,B,Fra,13,2368,7,338.2857142857143
FraB10,B10,B,Fra,14,2507,7,358.14285714285717
FraB10,B10,B,Fra,2,1639,8,204.875
FraB10,B10,B,Fra,3,1750,8,218.75
FraB10,B10,B,Fra,4,1712,7,244.57142857142858
FraB10,B10,B,Fra,5,1726,7,246.57142857142858
FraB10,B10,B,Fra,6,1783,7,254.71428571428572
FraB10,B10,B,Fra,7,1893,7,270.42857142857144
FraB10,B10,B,Fra,8,1957,7,279.57142857142856
FraB10,B10,B,Fra,9,2247,7,321
FraB2,B2,B,Fra,0,2170,10,217
FraB2,B2,B,Fra,1,2335,10,233.5
FraB2,B2,B,Fra,10,3682,10,368.2
FraB2,B2,B,Fra,11,3660,10,366
FraB2,B2,B,Fra,12,4282,10,428.2
FraB2,B2,B,Fra,13,4380,9,486.6666666666667
FraB2,B2,B,Fra,14,4719,9,524.3333333333334
FraB2,B2,B,Fra,2,2578,10,257.8
FraB2,B2,B,Fra,3,2739,10,273.9
FraB2,B2,B,Fra,4,2865,10,286.5
FraB2,B2,B,Fra,5,3141,10,314.1
FraB2,B2,B,Fra,6,3097,10,309.7
FraB2,B2,B,Fra,7,3324,10,332.4
FraB2,B2,B,Fra,8,3277,10,327.7
FraB2,B2,B,Fra,9,3464,10,346.4
FraB3,B3,B,Fra,0,2111,10,211.1
FraB3,B3,B,Fra,1,2409,10,240.9
FraB3,B3,B,Fra,10,4393,10,439.3
FraB3,B3,B,Fra,11,4307,10,430.7
FraB3,B3,B,Fra,12,4768,10,476.8
FraB3,B3,B,Fra,13,4992,10,499.2
FraB3,B3,B,Fra,14,4953,10,495.3
FraB3,B3,B,Fra,2,2763,10,276.3
FraB3,B3,B,Fra,3,2845,10,284.5
FraB3,B3,B,Fra,4,3330,10,333
FraB3,B3,B,Fra,5,3259,10,325.9
FraB3,B3,B,Fra,6,3204,10,320.4
FraB3,B3,B,Fra,7,3443,10,344.3
FraB3,B3,B,Fra,8,3593,10,359.3
FraB3,B3,B,Fra,9,4052,10,405.2
FraB4,B4,B,Fra,0,2186,10,218.6
FraB4,B4,B,Fra,1,2228,8,278.5
FraB4,B4,B,Fra,10,3540,9,393.3333333333333
FraB4,B4,B,Fra,11,3826,9,425.1111111111111
FraB4,B4,B,Fra,12,4281,9,475.6666666666667
FraB4,B4,B,Fra,13,4386,9,487.3333333333333
FraB4,B4,B,Fra,14,4697,9,521.8888888888889
FraB4,B4,B,Fra,2,1955,7,279.2857142857143
FraB4,B4,B,Fra,3,2423,9,269.22222222222223
FraB4,B4,B,Fra,4,2742,9,304.6666666666667
FraB4,B4,B,Fra,5,2759,9,306.55555555555554
FraB4,B4,B,Fra,6,2901,9,322.3333333333333
FraB4,B4,B,Fra,7,2848,9,316.44444444444446
FraB4,B4,B,Fra,8,2973,9,330.3333333333333
FraB4,B4,B,Fra,9,3240,9,360
FraB5,B5,B,Fra,0,2081,10,208.1
FraB5,B5,B,Fra,1,2373,10,237.3
FraB5,B5,B,Fra,10,4841,10,484.1
FraB5,B5,B,Fra,11,4897,10,489.7
FraB5,B5,B,Fra,12,5064,10,506.4
FraB5,B5,B,Fra,13,5411,10,541.1
FraB5,B5,B,Fra,14,5353,10,535.3
FraB5,B5,B,Fra,2,2893,10,289.3
FraB5,B5,B,Fra,3,3065,10,306.5
FraB5,B5,B,Fra,4,3252,10,325.2
FraB5,B5,B,Fra,5,3341,10,334.1
FraB5,B5,B,Fra,6,3304,10,330.4
FraB5,B5,B,Fra,7,3545,10,354.5
FraB5,B5,B,Fra,8,3837,10,383.7
FraB5,B5,B,Fra,9,4310,10,431
FraB6,B6,B,Fra,0,2172,10,217.2
FraB6,B6,B,Fra,1,2389,10,238.9
FraB6,B6,B,Fra,10,4246,10,424.6
FraB6,B6,B,Fra,11,4744,10,474.4
FraB6,B6,B,Fra,12,4788,10,478.8
FraB6,B6,B,Fra,13,4928,10,492.8
FraB6,B6,B,Fra,14,4845,10,484.5
FraB6,B6,B,Fra,2,2901,10,290.1
FraB6,B6,B,Fra,3,2949,10,294.9
FraB6,B6,B,Fra,4,3167,10,316.7
FraB6,B6,B,Fra,5,3211,10,321.1
FraB6,B6,B,Fra,6,3197,10,319.7
FraB6,B6,B,Fra,7,3340,10,334
FraB6,B6,B,Fra,8,3537,10,353.7
FraB6,B6,B,Fra,9,4185,10,418.5
FraB7,B7,B,Fra,0,2134,10,213.4
FraB7,B7,B,Fra,1,2625,10,262.5
FraB7,B7,B,Fra,10,4242,9,471.3333333333333
FraB7,B7,B,Fra,11,4389,9,487.6666666666667
FraB7,B7,B,Fra,12,4908,10,490.8
FraB7,B7,B,Fra,13,4736,9,526.2222222222222
FraB7,B7,B,Fra,14,4446,8,555.75
FraB7,B7,B,Fra,2,2842,9,315.77777777777777
FraB7,B7,B,Fra,3,2988,9,332
FraB7,B7,B,Fra,4,3062,9,340.22222222222223
FraB7,B7,B,Fra,5,3212,9,356.8888888888889
FraB7,B7,B,Fra,6,3536,9,392.8888888888889
FraB7,B7,B,Fra,7,3857,9,428.55555555555554
FraB7,B7,B,Fra,8,4107,9,456.3333333333333
FraB7,B7,B,Fra,9,4331,9,481.22222222222223
FraB8,B8,B,Fra,0,1815,10,181.5
FraB8,B8,B,Fra,1,2194,10,219.4
FraB8,B8,B,Fra,10,2971,9,330.1111111111111
FraB8,B8,B,Fra,11,3140,9,348.8888888888889
FraB8,B8,B,Fra,12,3412,9,379.1111111111111
FraB8,B8,B,Fra,13,3285,9,365
FraB8,B8,B,Fra,14,3075,9,341.6666666666667
FraB8,B8,B,Fra,2,2338,10,233.8
FraB8,B8,B,Fra,3,2403,10,240.3
FraB8,B8,B,Fra,4,2445,10,244.5
FraB8,B8,B,Fra,5,2572,10,257.2
FraB8,B8,B,Fra,6,2553,10,255.3
FraB8,B8,B,Fra,7,2567,10,256.7
FraB8,B8,B,Fra,8,2392,9,265.77777777777777
FraB8,B8,B,Fra,9,2704,9,300.44444444444446
FraB9,B9,B,Fra,0,1804,10,180.4
FraB9,B9,B,Fra,1,2019,10,201.9
FraB9,B9,B,Fra,10,4116,10,411.6
FraB9,B9,B,Fra,11,4290,10,429
FraB9,B9,B,Fra,12,4641,10,464.1
FraB9,B9,B,Fra,13,4899,10,489.9
FraB9,B9,B,Fra,14,4728,10,472.8
FraB9,B9,B,Fra,2,2396,10,239.6
FraB9,B9,B,Fra,3,2569,10,256.9
FraB9,B9,B,Fra,4,2812,10,281.2
FraB9,B9,B,Fra,5,3003,10,300.3
FraB9,B9,B,Fra,6,2912,10,291.2
FraB9,B9,B,Fra,7,2837,10,283.7
FraB9,B9,B,Fra,8,3981,10,398.1
FraB9,B9,B,Fra,9,3755,10,375.5
FraC1,B1,C,Fra,0,1955,10,195.5
FraC1,B1,C,Fra,1,2264,10,226.4
FraC1,B1,C,Fra,10,4273,10,427.3
FraC1,B1,C,Fra,11,4481,10,448.1
FraC1,B1,C,Fra,12,4553,10,455.3
FraC1,B1,C,Fra,13,5417,10,541.7
FraC1,B1,C,Fra,14,5168,10,516.8
FraC1,B1,C,Fra,2,2538,10,253.8
FraC1,B1,C,Fra,3,2745,10,274.5
FraC1,B1,C,Fra,4,3180,10,318
FraC1,B1,C,Fra,5,3146,10,314.6
FraC1,B1,C,Fra,6,3266,10,326.6
FraC1,B1,C,Fra,7,3274,10,327.4
FraC1,B1,C,Fra,8,3577,10,357.7
FraC1,B1,C,Fra,9,3587,10,358.7
FraC10,B10,C,Fra,0,1860,10,186
FraC10,B10,C,Fra,1,1994,10,199.4
FraC10,B10,C,Fra,10,4171,10,417.1
FraC10,B10,C,Fra,11,4540,10,454
FraC10,B10,C,Fra,12,4824,10,482.4
FraC10,B10,C,Fra,13,5230,10,523
FraC10,B10,C,Fra,14,5045,10,504.5
FraC10,B10,C,Fra,2,2508,10,250.8
FraC10,B10,C,Fra,3,2688,10,268.8
FraC10,B10,C,Fra,4,2977,10,297.7
FraC10,B10,C,Fra,5,2987,10,298.7
FraC10,B10,C,Fra,6,3124,10,312.4
FraC10,B10,C,Fra,7,3265,10,326.5
FraC10,B10,C,Fra,8,3507,10,350.7
FraC10,B10,C,Fra,9,3888,10,388.8
FraC2,B2,C,Fra,0,2135,10,213.5
FraC2,B2,C,Fra,1,2370,10,237
FraC2,B2,C,Fra,10,5234,10,523.4
FraC2,B2,C,Fra,11,5469,10,546.9
FraC2,B2,C,Fra,12,5929,10,592.9
FraC2,B2,C,Fra,13,5912,10,591.2
FraC2,B2,C,Fra,14,6212,10,621.2
FraC2,B2,C,Fra,2,3256,10,325.6
FraC2,B2,C,Fra,3,3432,10,343.2
FraC2,B2,C,Fra,4,3543,10,354.3
FraC2,B2,C,Fra,5,3754,10,375.4
FraC2,B2,C,Fra,6,3717,10,371.7
FraC2,B2,C,Fra,7,3894,10,389.4
FraC2,B2,C,Fra,8,4204,10,420.4
FraC2,B2,C,Fra,9,4327,10,432.7
FraC3,B3,C,Fra,0,2422,10,242.2
FraC3,B3,C,Fra,1,2449,10,244.9
FraC3,B3,C,Fra,10,4362,10,436.2
FraC3,B3,C,Fra,11,4601,10,460.1
FraC3,B3,C,Fra,12,4957,10,495.7
FraC3,B3,C,Fra,13,5106,10,510.6
FraC3,B3,C,Fra,14,5654,10,565.4
FraC3,B3,C,Fra,2,2740,10,274
FraC3,B3,C,Fra,3,3013,10,301.3
FraC3,B3,C,Fra,4,3207,10,320.7
FraC3,B3,C,Fra,5,3490,10,349
FraC3,B3,C,Fra,6,3623,10,362.3
FraC3,B3,C,Fra,7,3826,10,382.6
FraC3,B3,C,Fra,8,3896,10,389.6
FraC3,B3,C,Fra,9,4109,10,410.9
FraC4,B4,C,Fra,0,2252,10,225.2
FraC4,B4,C,Fra,1,2358,10,235.8
FraC4,B4,C,Fra,10,4748,10,474.8
FraC4,B4,C,Fra,11,4767,10,476.7
FraC4,B4,C,Fra,12,5095,10,509.5
FraC4,B4,C,Fra,13,5630,10,563
FraC4,B4,C,Fra,14,5894,10,589.4
FraC4,B4,C,Fra,2,2824,10,282.4
FraC4,B4,C,Fra,3,2927,10,292.7
FraC4,B4,C,Fra,4,3128,10,312.8
FraC4,B4,C,Fra,5,3514,10,351.4
FraC4,B4,C,Fra,6,3640,10,364
FraC4,B4,C,Fra,7,3874,10,387.4
FraC4,B4,C,Fra,8,3913,10,391.3
FraC4,B4,C,Fra,9,4216,10,421.6
FraC5,B5,C,Fra,0,2096,10,209.6
FraC5,B5,C,Fra,1,2358,10,235.8
FraC5,B5,C,Fra,10,4926,10,492.6
FraC5,B5,C,Fra,11,5336,10,533.6
FraC5,B5,C,Fra,12,5816,10,581.6
FraC5,B5,C,Fra,13,6294,10,629.4
FraC5,B5,C,Fra,14,6750,10,675
FraC5,B5,C,Fra,2,2892,10,289.2
FraC5,B5,C,Fra,3,3008,10,300.8
FraC5,B5,C,Fra,4,3210,10,321
FraC5,B5,C,Fra,5,3700,10,370
FraC5,B5,C,Fra,6,3672,10,367.2
FraC5,B5,C,Fra,7,3956,10,395.6
FraC5,B5,C,Fra,8,4129,10,412.9
FraC5,B5,C,Fra,9,4612,10,461.2
FraC6,B6,C,Fra,0,1903,10,190.3
FraC6,B6,C,Fra,1,2190,10,219
FraC6,B6,C,Fra,10,4443,10,444.3
FraC6,B6,C,Fra,11,4651,10,465.1
FraC6,B6,C,Fra,12,4851,10,485.1
FraC6,B6,C,Fra,13,5423,10,542.3
FraC6,B6,C,Fra,14,5768,10,576.8
FraC6,B6,C,Fra,2,2639,10,263.9
FraC6,B6,C,Fra,3,2724,10,272.4
FraC6,B6,C,Fra,4,2998,10,299.8
FraC6,B6,C,Fra,5,3244,10,324.4
FraC6,B6,C,Fra,6,3225,10,322.5
FraC6,B6,C,Fra,7,3459,10,345.9
FraC6,B6,C,Fra,8,4020,10,402
FraC6,B6,C,Fra,9,4408,10,440.8
FraC7,B7,C,Fra,0,2239,10,223.9
FraC7,B7,C,Fra,1,2481,9,275.6666666666667
FraC7,B7,C,Fra,10,5404,9,600.4444444444445
FraC7,B7,C,Fra,11,5468,9,607.5555555555555
FraC7,B7,C,Fra,12,5912,9,656.8888888888889
FraC7,B7,C,Fra,13,6219,9,691
FraC7,B7,C,Fra,14,6366,9,707.3333333333334
FraC7,B7,C,Fra,2,2959,9,328.77777777777777
FraC7,B7,C,Fra,3,3147,9,349.6666666666667
FraC7,B7,C,Fra,4,3509,9,389.8888888888889
FraC7,B7,C,Fra,5,3417,9,379.6666666666667
FraC7,B7,C,Fra,6,3798,9,422
FraC7,B7,C,Fra,7,4542,9,504.6666666666667
FraC7,B7,C,Fra,8,4595,9,510.55555555555554
FraC7,B7,C,Fra,9,4851,9,539
FraC8,B8,C,Fra,0,2080,10,208
FraC8,B8,C,Fra,1,2253,10,225.3
FraC8,B8,C,Fra,10,4237,10,423.7
FraC8,B8,C,Fra,11,4333,10,433.3
FraC8,B8,C,Fra,12,4510,10,451
FraC8,B8,C,Fra,13,4808,10,480.8
FraC8,B8,C,Fra,14,5101,10,510.1
FraC8,B8,C,Fra,2,2593,10,259.3
FraC8,B8,C,Fra,3,2640,10,264
FraC8,B8,C,Fra,4,2773,10,277.3
FraC8,B8,C,Fra,5,3039,10,303.9
FraC8,B8,C,Fra,6,3445,10,344.5
FraC8,B8,C,Fra,7,3299,10,329.9
FraC8,B8,C,Fra,8,3696,10,369.6
FraC8,B8,C,Fra,9,3945,10,394.5
FraC9,B9,C,Fra,0,2265,10,226.5
FraC9,B9,C,Fra,1,2344,9,260.44444444444446
FraC9,B9,C,Fra,10,4546,9,505.1111111111111
FraC9,B9,C,Fra,11,4687,9,520.7777777777778
FraC9,B9,C,Fra,12,4959,9,551
FraC9,B9,C,Fra,13,5292,9,588
FraC9,B9,C,Fra,14,5662,9,629.1111111111111
FraC9,B9,C,Fra,2,2819,9,313.22222222222223
FraC9,B9,C,Fra,3,2750,9,305.55555555555554
FraC9,B9,C,Fra,4,2966,9,329.55555555555554
FraC9,B9,C,Fra,5,3277,9,364.1111111111111
FraC9,B9,C,Fra,6,3245,9,360.55555555555554
FraC9,B9,C,Fra,7,3622,9,402.44444444444446
FraC9,B9,C,Fra,8,3782,9,420.22222222222223
FraC9,B9,C,Fra,9,4029,9,447.6666666666667
GreB1,B1,B,Gre,0,2295,10,229.5
GreB1,B1,B,Gre,1,2698,10,269.8
GreB1,B1,B,Gre,10,4550,9,505.55555555555554
GreB1,B1,B,Gre,11,4627,9,514.1111111111111
GreB1,B1,B,Gre,12,4876,9,541.7777777777778
GreB1,B1,B,Gre,13,5095,9,566.1111111111111
GreB1,B1,B,Gre,14,5208,9,578.6666666666666
GreB1,B1,B,Gre,2,2841,10,284.1
GreB1,B1,B,Gre,3,3140,10,314
GreB1,B1,B,Gre,4,3310,10,331
GreB1,B1,B,Gre,5,3446,10,344.6
GreB1,B1,B,Gre,6,3483,10,348.3
GreB1,B1,B,Gre,7,3576,10,357.6
GreB1,B1,B,Gre,8,3916,10,391.6
GreB1,B1,B,Gre,9,4128,10,412.8
GreB10,B10,B,Gre,0,2555,10,255.5
GreB10,B10,B,Gre,1,2450,9,272.22222222222223
GreB10,B10,B,Gre,10,2827,6,471.1666666666667
GreB10,B10,B,Gre,11,2038,4,509.5
GreB10,B10,B,Gre,12,1910,3,636.6666666666666
GreB10,B10,B,Gre,13,2115,3,705
GreB10,B10,B,Gre,14,2150,3,716.6666666666666
GreB10,B10,B,Gre,2,2411,8,301.375
GreB10,B10,B,Gre,3,2478,8,309.75
GreB10,B10,B,Gre,4,2587,8,323.375
GreB10,B10,B,Gre,5,2813,8,351.625
GreB10,B10,B,Gre,6,2835,8,354.375
GreB10,B10,B,Gre,7,2709,7,387
GreB10,B10,B,Gre,8,2408,6,401.3333333333333
GreB10,B10,B,Gre,9,2466,6,411
GreB2,B2,B,Gre,0,2353,10,235.3
GreB2,B2,B,Gre,1,2894,10,289.4
GreB2,B2,B,Gre,10,4719,9,524.3333333333334
GreB2,B2,B,Gre,11,4862,9,540.2222222222222
GreB2,B2,B,Gre,12,5186,9,576.2222222222222
GreB2,B2,B,Gre,13,5400,9,600
GreB2,B2,B,Gre,14,5666,9,629.5555555555555
GreB2,B2,B,Gre,2,3307,10,330.7
GreB2,B2,B,Gre,3,3443,10,344.3
GreB2,B2,B,Gre,4,3621,10,362.1
GreB2,B2,B,Gre,5,4001,10,400.1
GreB2,B2,B,Gre,6,4009,10,400.9
GreB2,B2,B,Gre,7,3930,10,393
GreB2,B2,B,Gre,8,4212,10,421.2
GreB2,B2,B,Gre,9,4621,10,462.1
GreB3,B3,B,Gre,0,2483,10,248.3
GreB3,B3,B,Gre,1,2801,10,280.1
GreB3,B3,B,Gre,10,5153,10,515.3
GreB3,B3,B,Gre,11,5414,10,541.4
GreB3,B3,B,Gre,12,5501,9,611.2222222222222
GreB3,B3,B,Gre,13,5649,9,627.6666666666666
GreB3,B3,B,Gre,14,5975,9,663.8888888888889
GreB3,B3,B,Gre,2,3062,10,306.2
GreB3,B3,B,Gre,3,3354,10,335.4
GreB3,B3,B,Gre,4,3591,10,359.1
GreB3,B3,B,Gre,5,3678,10,367.8
GreB3,B3,B,Gre,6,3793,10,379.3
GreB3,B3,B,Gre,7,4167,10,416.7
GreB3,B3,B,Gre,8,4408,10,440.8
GreB3,B3,B,Gre,9,4932,10,493.2
GreB4,B4,B,Gre,0,2894,10,289.4
GreB4,B4,B,Gre,1,2126,9,236.22222222222223
GreB4,B4,B,Gre,10,3820,9,424.44444444444446
GreB4,B4,B,Gre,11,3872,9,430.22222222222223
GreB4,B4,B,Gre,12,4204,9,467.1111111111111
GreB4,B4,B,Gre,13,4154,9,461.55555555555554
GreB4,B4,B,Gre,14,4287,8,535.875
GreB4,B4,B,Gre,2,2383,9,264.77777777777777
GreB4,B4,B,Gre,3,2472,9,274.6666666666667
GreB4,B4,B,Gre,4,2566,9,285.1111111111111
GreB4,B4,B,Gre,5,2585,9,287.22222222222223
GreB4,B4,B,Gre,6,2740,9,304.44444444444446
GreB4,B4,B,Gre,7,3048,9,338.6666666666667
GreB4,B4,B,Gre,8,3205,9,356.1111111111111
GreB4,B4,B,Gre,9,3453,9,383.6666666666667
GreB5,B5,B,Gre,0,2387,10,238.7
GreB5,B5,B,Gre,1,3007,10,300.7
GreB5,B5,B,Gre,10,3800,7,542.8571428571429
GreB5,B5,B,Gre,11,4020,7,574.2857142857143
GreB5,B5,B,Gre,12,4209,7,601.2857142857143
GreB5,B5,B,Gre,13,4280,7,611.4285714285714
GreB5,B5,B,Gre,14,4284,7,612
GreB5,B5,B,Gre,2,2977,9,330.77777777777777
GreB5,B5,B,Gre,3,3134,9,348.22222222222223
GreB5,B5,B,Gre,4,3414,9,379.3333333333333
GreB5,B5,B,Gre,5,3367,9,374.1111111111111
GreB5,B5,B,Gre,6,3224,8,403
GreB5,B5,B,Gre,7,3485,8,435.625
GreB5,B5,B,Gre,8,3570,8,446.25
GreB5,B5,B,Gre,9,3591,7,513
GreB6,B6,B,Gre,0,2839,10,283.9
GreB6,B6,B,Gre,1,2914,9,323.77777777777777
GreB6,B6,B,Gre,10,4469,9,496.55555555555554
GreB6,B6,B,Gre,11,4713,9,523.6666666666666
GreB6,B6,B,Gre,12,5100,9,566.6666666666666
GreB6,B6,B,Gre,13,5213,9,579.2222222222222
GreB6,B6,B,Gre,14,5298,8,662.25
GreB6,B6,B,Gre,2,3095,9,343.8888888888889
GreB6,B6,B,Gre,3,3269,9,363.22222222222223
GreB6,B6,B,Gre,4,3477,9,386.3333333333333
GreB6,B6,B,Gre,5,3477,9,386.3333333333333
GreB6,B6,B,Gre,6,3682,9,409.1111111111111
GreB6,B6,B,Gre,7,3807,9,423
GreB6,B6,B,Gre,8,4168,9,463.1111111111111
GreB6,B6,B,Gre,9,4102,9,455.77777777777777
GreB7,B7,B,Gre,0,2273,10,227.3
GreB7,B7,B,Gre,1,2781,10,278.1
GreB7,B7,B,Gre,10,4087,8,510.875
GreB7,B7,B,Gre,11,4398,8,549.75
GreB7,B7,B,Gre,12,4313,7,616.1428571428571
GreB7,B7,B,Gre,13,4722,7,674.5714285714286
GreB7,B7,B,Gre,14,4996,7,713.7142857142857
GreB7,B7,B,Gre,2,2744,9,304.8888888888889
GreB7,B7,B,Gre,3,3013,9,334.77777777777777
GreB7,B7,B,Gre,4,3412,9,379.1111111111111
GreB7,B7,B,Gre,5,3516,9,390.6666666666667
GreB7,B7,B,Gre,6,3712,9,412.44444444444446
GreB7,B7,B,Gre,7,3961,9,440.1111111111111
GreB7,B7,B,Gre,8,4127,9,458.55555555555554
GreB7,B7,B,Gre,9,3731,8,466.375
GreB8,B8,B,Gre,0,2407,10,240.7
GreB8,B8,B,Gre,1,2178,8,272.25
GreB8,B8,B,Gre,10,2878,6,479.6666666666667
GreB8,B8,B,Gre,11,2877,6,479.5
GreB8,B8,B,Gre,12,3162,6,527
GreB8,B8,B,Gre,13,3200,6,533.3333333333334
GreB8,B8,B,Gre,14,3369,6,561.5
GreB8,B8,B,Gre,2,2429,8,303.625
GreB8,B8,B,Gre,3,2530,8,316.25
GreB8,B8,B,Gre,4,2691,8,336.375
GreB8,B8,B,Gre,5,2755,8,344.375
GreB8,B8,B,Gre,6,2884,8,360.5
GreB8,B8,B,Gre,7,2885,8,360.625
GreB8,B8,B,Gre,8,2746,7,392.2857142857143
GreB8,B8,B,Gre,9,3674,7,524.8571428571429
GreB9,B9,B,Gre,0,2008,10,200.8
GreB9,B9,B,Gre,1,2689,10,268.9
GreB9,B9,B,Gre,10,3365,7,480.7142857142857
GreB9,B9,B,Gre,11,3770,7,538.5714285714286
GreB9,B9,B,Gre,12,3698,7,528.2857142857143
GreB9,B9,B,Gre,13,3984,7,569.1428571428571
GreB9,B9,B,Gre,14,4269,7,609.8571428571429
GreB9,B9,B,Gre,2,2522,9,280.22222222222223
GreB9,B9,B,Gre,3,2601,9,289
GreB9,B9,B,Gre,4,2795,9,310.55555555555554
GreB9,B9,B,Gre,5,2976,9,330.6666666666667
GreB9,B9,B,Gre,6,3057,9,339.6666666666667
GreB9,B9,B,Gre,7,3047,9,338.55555555555554
GreB9,B9,B,Gre,8,3295,9,366.1111111111111
GreB9,B9,B,Gre,9,3539,9,393.22222222222223
GreC1,B1,C,Gre,0,1839,10,183.9
GreC1,B1,C,Gre,1,2124,10,212.4
GreC1,B1,C,Gre,10,3970,9,441.1111111111111
GreC1,B1,C,Gre,11,4413,9,490.3333333333333
GreC1,B1,C,Gre,12,4599,9,511
GreC1,B1,C,Gre,13,4731,9,525.6666666666666
GreC1,B1,C,Gre,14,4904,9,544.8888888888889
GreC1,B1,C,Gre,2,2636,10,263.6
GreC1,B1,C,Gre,3,2476,10,247.6
GreC1,B1,C,Gre,4,3005,10,300.5
GreC1,B1,C,Gre,5,3036,10,303.6
GreC1,B1,C,Gre,6,3137,10,313.7
GreC1,B1,C,Gre,7,3304,10,330.4
GreC1,B1,C,Gre,8,3802,10,380.2
GreC1,B1,C,Gre,9,3872,10,387.2
GreC10,B10,C,Gre,0,2533,10,253.3
GreC10,B10,C,Gre,1,2847,10,284.7
GreC10,B10,C,Gre,10,5742,10,574.2
GreC10,B10,C,Gre,11,5861,10,586.1
GreC10,B10,C,Gre,12,6419,10,641.9
GreC10,B10,C,Gre,13,6538,10,653.8
GreC10,B10,C,Gre,14,6829,10,682.9
GreC10,B10,C,Gre,2,3566,10,356.6
GreC10,B10,C,Gre,3,3683,10,368.3
GreC10,B10,C,Gre,4,3858,10,385.8
GreC10,B10,C,Gre,5,4155,10,415.5
GreC10,B10,C,Gre,6,3964,10,396.4
GreC10,B10,C,Gre,7,4062,10,406.2
GreC10,B10,C,Gre,8,4661,10,466.1
GreC10,B10,C,Gre,9,5296,10,529.6
GreC2,B2,C,Gre,0,1972,10,197.2
GreC2,B2,C,Gre,1,2132,10,213.2
GreC2,B2,C,Gre,10,4191,9,465.6666666666667
GreC2,B2,C,Gre,11,4655,9,517.2222222222222
GreC2,B2,C,Gre,12,5111,9,567.8888888888889
GreC2,B2,C,Gre,13,5243,9,582.5555555555555
GreC2,B2,C,Gre,14,5164,9,573.7777777777778
GreC2,B2,C,Gre,2,2490,10,249
GreC2,B2,C,Gre,3,2946,10,294.6
GreC2,B2,C,Gre,4,3161,10,316.1
GreC2,B2,C,Gre,5,3299,10,329.9
GreC2,B2,C,Gre,6,3237,10,323.7
GreC2,B2,C,Gre,7,3290,10,329
GreC2,B2,C,Gre,8,3495,10,349.5
GreC2,B2,C,Gre,9,3879,10,387.9
GreC3,B3,C,Gre,0,2667,10,266.7
GreC3,B3,C,Gre,1,2501,10,250.1
GreC3,B3,C,Gre,10,5575,9,619.4444444444445
GreC3,B3,C,Gre,11,6002,9,666.8888888888889
GreC3,B3,C,Gre,12,6299,9,699.8888888888889
